repo, bugs, ossf score, complex functions, total functions
trilinos/Trilinos,0,7.7,8,158
trailofbits/pe-parse,0,5.7,24,113
tomtom-international/cpp-dependencies,0,7.2,15,103
tomahawk-player/tomahawk,0,4.8,0,26
tjko/jpegoptim,0,6.7,0,24
tio/tio,0,7.4,19,67
tinycthread/tinycthread,0,5.9,2,38
tiny-dnn/tiny-dnn,0,7,4,176
timi-liuliang/echo,0,5.7,30,698
timescale/timescaledb,0,5.9,16,1613
thestk/stk,0,6.8,11,50
thestk/rtmidi,0,7.5,1,74
thestk/rtaudio,0,7.5,11,64
thekvs/cpp-serializers,0,6,1,21
swoole/swoole-src,0,6.8,14,281
svenstaro/rofi-calc,0,5.7,1,15
ssloy/tinyrenderer,0,6.3,2,14
ssloy/tinyraytracer,0,5.7,0,7
srdja/Collections-C,0,6.8,5,255
spring/spring,0,7.2,6,78
sony/flutter-embedded-linux,0,5.8,0,2
sonosaurus/sonobus,0,5.5,11,365
sogou/srpc,0,6.9,13,186
sofa-framework/sofa,0,7.2,8,335
sickill/stderred,0,6.5,0,20
shekyan/slowhttptest,0,6.3,5,36
sharkdp/dbg-macro,0,7,0,1
sharebrained/portapack-hackrf,0,5.7,25,716
sgan81/apfs-fuse,0,7.6,27,273
serizba/cppflow,0,5.8,0,3
serge-sans-paille/frozen,0,6.1,1,4
seetaface/SeetaFaceEngine,0,5.9,4,57
seccomp/libseccomp,0,7.3,23,196
scummvm/scummvm,0,7.2,8,104
scottbez1/splitflap,0,4.3,2,25
ryanhaining/cppitertools,0,6.5,0,36
rtbkit/rtbkit,0,6,4,78
rspamd/rspamd,0,7.2,10,101
rordenlab/dcm2niix,0,7.2,50,249
rogersce/cnpy,0,6.4,0,12
rlguy/FantasyMapGenerator,0,6.4,14,291
rizonesoft/Notepad3,0,7,10,105
rizinorg/cutter,0,7,19,1014
rime/librime,0,5.6,0,2
rigtorp/SPSCQueue,0,5,2,19
rigtorp/MPMCQueue,0,4.9,1,9
reactos/reactos,0,4.6,3,61
raspberrypi/pico-sdk,0,6.4,41,478
qicosmos/cinatra,0,6.4,3,121
qemu/qemu,0,6,11,127
prusa3d/Prusa-Firmware,0,6.7,11,766
protobuf-c/protobuf-c,0,4.8,55,566
project-chip/connectedhomeip,0,5.8,3,14
pothosware/SoapySDR,0,5.3,6,277
pond3r/ggpo,0,6.7,7,95
polybar/polybar,0,5.9,9,695
pnedev/comparePlus,0,6.4,0,9
pmed/v8pp,0,6.2,0,8
plibither8/2048.cpp,0,5.8,0,68
pikasTech/PikaPython,0,3.1,15,122
philipl/pifs,0,6.2,0,36
pfalcon/pycopy,0,4.4,173,1609
peng-zhihui/ElectronBot,0,5.6,0,9
p12tic/libsimdpp,0,6.8,5,32
oxen-io/lokinet,0,8.4,0,4
owent/libcopp,0,6.2,0,32
overmighty/i-use-arch-btw,0,6.2,0,57
otya128/winevdm,0,7.4,213,1434
openswoole/ext-openswoole,0,6.1,9,195
openhpc/ohpc,0,6,3,26
open62541/open62541,0,6.1,83,928
open-source-parsers/jsoncpp,0,7.2,13,286
oneapi-src/oneDPL,0,7.8,0,4
nmslib/hnswlib,0,7.3,7,34
ngtcp2/ngtcp2,0,6.8,60,700
ngs-lang/ngs,0,5.3,16,197
ncbi/sra-tools,0,6.1,1,6
nasa/fprime,0,6.5,0,1
nanopb/nanopb,0,6.5,24,188
n64dev/cen64,0,6.1,45,424
mysql/mysql-workbench,0,6.1,0,10
mldbai/mldb,0,6.2,4,78
mkj/dropbear,0,6.3,77,751
mit-dci/opencbdc-tx,0,6.3,14,869
microsoft/xlang,0,7.2,7,143
microsoft/wslg,0,7.8,1,19
microsoft/rDSN,0,5.7,168,701
microsoft/pict,0,5.9,22,169
microsoft/msquic,0,7.9,127,685
microsoft/cppwinrt,0,7.2,1,7
microsoft/LightGBM,0,7.2,38,440
mgbellemare/Arcade-Learning-Environment,0,5.4,18,631
matyhtf/phpx,0,4.3,0,55
mattgodbolt/seasocks,0,5.8,3,145
marcj/TypeRunner,0,6.2,7,202
mandreyel/mio,0,7,1,3
magma/magma,0,5.2,0,3
madmann91/bvh,0,5.5,2,26
lvgl/lvgl,0,6,185,1338
lsalzman/enet,0,6.3,14,85
lpereira/lwan,0,6.1,37,624
lovyan03/LovyanGFX,0,6.3,0,9
log4cplus/log4cplus,0,6.6,11,306
linyacool/WebServer,0,5.9,4,69
limine-bootloader/limine,0,5.5,1,2
lifting-bits/remill,0,6.4,0,5
libvirt/libvirt,0,7.6,1342,13046
libusb/hidapi,0,6.2,0,3
librsync/librsync,0,6.1,10,118
libgeos/geos,0,5.8,21,2509
libass/libass,0,6.4,40,343
lemire/Code-used-on-Daniel-Lemire-s-blog,0,5.7,0,6
leethomason/tinyxml2,0,6.1,6,128
kosma/minmea,0,5.5,2,19
kokkos/kokkos,0,7.4,8,155
kokke/tiny-AES-c,0,5.3,0,12
kmatheussen/radium,0,6.2,12,370
kimci86/bkcrack,0,5.7,5,49
kiibohd/controller,0,4.3,1,72
kigster/cmake-project-template,0,6.5,0,4
khizmax/libcds,0,6.4,2,43
justdan96/tsMuxer,0,5.7,6,138
juj/RectangleBinPack,0,6.3,2,50
juce-framework/JUCE,0,5.1,6,185
jtv/libpqxx,0,7.5,3,174
jscheiny/Streams,0,6.3,0,27
joboccara/pipes,0,5.6,0,9
jklmnn/imagejs,0,6.2,1,6
jgarff/rpi_ws281x,0,8.1,4,39
jerryscript-project/iotjs,0,7.3,6,159
jedisct1/minisign,0,6.3,1,41
jbeder/yaml-cpp,0,8.5,4,224
itay-grudev/SingleApplication,0,6.5,5,92
ispc/ispc,0,6.6,3,85
intel/intel-extension-for-pytorch,0,7.3,0,14
inspircd/inspircd,0,5.4,54,1408
includeos/IncludeOS,0,5.9,0,24
imbs-hl/ranger,0,5.6,17,181
imageworks/pystring,0,5.3,6,64
ibireme/yyjson,0,5.9,20,87
i3/i3lock,0,6.2,7,41
hydradatabase/hydra,0,5.7,19,83
huihut/interview,0,5.9,0,4
htop-dev/htop,0,6.5,37,455
hse-project/hse,0,6.2,0,11
hosseinmoein/DataFrame,0,7.4,2,25
holzschu/ios_system,0,4.6,241,1212
hjk41/Remmy,0,6.2,0,2
heavyai/heavydb,0,4.8,10,74
hanickadot/compile-time-regular-expressions,0,5.5,0,5
gvinciguerra/PGM-index,0,6.3,0,37
gulrak/filesystem,0,6,0,18
gsl-lite/gsl-lite,0,5.9,0,8
gsass1/NTop,0,6,3,50
greatscottgadgets/hackrf,0,6.1,7,376
googleprojectzero/winafl,0,6,38,151
google/snappy,0,8.2,10,214
google/skia,0,7.6,0,1
google/oboe,0,6.7,8,396
google/double-conversion,0,7.8,5,99
google/cpu_features,0,7.9,0,45
google/cld3,0,6.1,6,120
gonetz/GLideN64,0,5.2,24,142
godotengine/godot-cpp,0,7.8,6,164
gflags/gflags,0,7,6,76
gem5/gem5,0,6.3,6,237
gaoxiang12/slambook2,0,6.6,0,4
gaoxiang12/slambook,0,5.8,0,9
gansm/finalcut,0,5.8,1,1658
gabime/spdlog,0,6.8,5,385
froghui/yolanda,0,6,7,132
flybywiresim/a32nx,0,5.7,52,512
flashlight/wav2letter,0,6.7,1,10
file/file,0,7.3,52,279
fholger/vrperfkit,0,4.6,7,354
fastos/fastsocket,0,6.2,0,36
facebookresearch/faiss,0,7.7,1,129
facebookresearch/Replica-Dataset,0,6.6,10,28
facebookincubator/spectrum,0,7.1,11,306
facebookincubator/gloo,0,8.4,13,140
facebookexperimental/libunifex,0,7.5,4,76
facebook/ThreatExchange,0,7,5,59
ethz-adrl/control-toolbox,0,5.3,0,22
ethereum/evmone,0,7.5,5,59
espressif/esp-idf,0,6.2,0,1
espressif/ESP8266_RTOS_SDK,0,3.9,0,6
ericniebler/range-v3,0,6.4,4,316
eranif/codelite,0,5.5,3,185
emoon/minifb,0,7.8,2,87
emilybache/GildedRose-Refactoring-Kata,0,4.5,3,4
emil-e/rapidcheck,0,7.7,0,72
dresden-elektronik/deconz-rest-plugin,0,6.2,0,8
dpayne/cli-visualizer,0,6.7,3,65
dovecot/core,0,8.4,2183,14036
dosbox-staging/dosbox-staging,0,5.9,280,3754
dolphin-emu/dolphin,0,8.1,15,85
dokan-dev/dokany,0,6.7,4,110
dmlc/decord,0,4.9,3,169
dji-sdk/Onboard-SDK,0,5.6,33,644
diasurgical/devilutionX,0,5.9,384,3809
davidrmiller/biosim4,0,5.3,12,83
daipeihust/im-select,0,7,0,5
crosire/d3d8to9,0,6.4,0,3
crosire/blink,0,6.6,4,24
cpputest/cpputest,0,6.8,4,471
cossacklabs/themis,0,4.3,16,283
contour-terminal/contour,0,6.4,0,1
commontk/CTK,0,8.4,2,31
cocos2d/cocos2d-x,0,4.4,0,5
cocos/cocos-engine,0,4.7,13,401
cntools/libsurvive,0,4.9,0,6
cnr-isti-vclab/vcglib,0,5.7,0,3
clab/dynet,0,4.5,0,327
civetweb/civetweb,0,6.1,0,3
cinit/WSAPatch,0,6.5,0,8
christophhart/HISE,0,4.9,6,185
chrisant996/clink,0,5.6,2,5
cfig/Android_boot_image_editor,0,5.2,0,5
catchorg/Catch2,0,7,5,386
catboost/catboost,0,5.3,0,4
carla-simulator/carla,0,6.8,0,5
captain-amygdala/pistorm,0,6.5,1,6
caozhiyi/CppNet,0,6.2,19,305
bytedance/bhook,0,6.8,19,186
butor/blackbird,0,6.6,1,106
bulletphysics/bullet3,0,5.6,0,34
bryanpkc/corkscrew,0,6.8,1,3
brainboxdotcc/DPP,0,5.7,27,534
borglab/gtsam,0,6.5,34,225
bootchk/resynthesizer,0,6.9,0,10
boost-ext/ut,0,6.5,0,17
boost-ext/sml,0,4.7,0,1
bonzini/qboot,0,6.6,1,54
bolero-MURAKAMI/Sprout,0,6.2,0,4
biometrics/openbr,0,5.4,0,1
benhoyt/inih,0,5.5,1,15
behdad/glyphy,0,6.5,3,24
baresip/baresip,0,6.1,54,1017
baidu/ICE-BA,0,6.5,1,9
baidu/BaikalDB,0,5.9,312,2039
baidu/AnyQ,0,6.2,2,155
atcoder/ac-library,0,6,0,32
asmjit/asmjit,0,6.4,77,435
arrayfire/arrayfire,0,6.7,224,3067
apache/mesos,0,5.8,96,3296
android/ndk-samples,0,5.5,0,24
alibaba/yalantinglibs,0,6.5,60,1411
alibaba/async_simple,0,7,44,224
alibaba/DeepRec,0,6.5,2,56
alexliniger/MPCC,0,6.4,1,40
akopytov/sysbench,0,5.9,11,105
akermu/emacs-libvterm,0,7.8,3,43
ajweeks/FlexEngine,0,4.1,2,10
agauniyal/rang,0,5.9,0,1
adamyaxley/Obfuscate,0,6.3,0,1
actor-framework/actor-framework,0,6.7,94,1991
acoustid/chromaprint,0,4.7,15,145
aceisace/Inkycal,0,4.9,2,44
aarond10/https_dns_proxy,0,6.2,5,48
aappleby/smhasher,0,6,3,101
Zeex/subhook,0,7.3,1,18
Yours3lf/rpi-vk-driver,0,4.6,7,12
Yelp/MOE,0,5.3,10,238
Xilinx/Vitis-AI,0,4.6,8,177
XMuli/QtExamples,0,7.1,0,4
Vector35/binaryninja-api,0,7.5,1,3
VcDevel/Vc,0,5.4,1,7
ValveSoftware/steam-audio,0,6.5,10,86
USTC-Resource/USTC-Course,0,4.5,5,30
USBGuard/usbguard,0,6.1,17,400
TsudaKageyu/minhook,0,6.2,2,16
TrungNguyen1909/qemu-t8030,0,4.5,11,127
ThrowTheSwitch/Unity,0,7.5,21,115
Tencent/puerts,0,5.2,0,39
Tencent/paxosstore,0,6.1,33,614
Tencent/libpag,0,5.5,0,3
Taywee/args,0,7.9,0,7
TartanLlama/optional,0,7.4,0,1
Sysinternals/SysmonForLinux,0,7.3,1,13
Supercip971/WingOS,0,7.2,0,8
Stiffstream/restinio,0,5.8,17,122
SqliteModernCpp/sqlite_modern_cpp,0,6.8,0,12
Slicer/SlicerGitSVNArchive,0,6.4,18,187
Slicer/Slicer,0,6.2,4,165
ShiqiYu/libfacedetection,0,6.3,1,26
ShiqiYu/CPP,0,6.9,0,6
SOUI2/soui,0,5.3,12,241
SFUMECJF/cmake-examples-Chinese,0,4.6,0,2
SFML/SFML-Game-Development-Book,0,6.4,1,387
RoboMaster/RoboRTS,0,6.2,2,45
RigsOfRods/rigs-of-rods,0,6.1,21,134
RichieSams/FiberTaskingLib,0,6.7,3,57
RedisGraph/RedisGraph,0,4.9,0,45
ReactiveX/RxCpp,0,5.4,0,76
RT-Thread/rt-thread,0,6.4,28,397
RPISEC/MBE,0,5.4,2,62
QtExcel/QXlsx,0,6.6,170,2005
QBDI/QBDI,0,6.3,0,1
Presburger/qmc-decoder,0,4.8,0,3
PointCloudLibrary/pcl,0,6.5,0,1
PixlOne/logiops,0,5.6,22,440
PacktPublishing/Vulkan-Cookbook,0,6.2,6,241
PacktPublishing/3D-Graphics-Rendering-Cookbook,0,6.8,7,167
OriginQ/QPanda-2,0,6.4,5,318
OpenTTD/OpenTTD,0,6.7,471,7073
GameTechDev/IntroductionToVulkan,0,6.3,4,161
FrictionalGames/AmnesiaAMachineForPigs,0,6.3,11,1175
FortySevenEffects/arduino_midi_library,0,5,0,20
FeralInteractive/gamemode,0,6.2,38,134
EionRobb/skype4pidgin,0,5.6,22,232
EasyRPG/Player,0,7.2,0,14
DrTimothyAldenDavis/SuiteSparse,0,6.3,56,459
Dobiasd/FunctionalPlus,0,5.6,0,8
DinoZ1729/Ray,0,6.8,0,4
Dav1dde/glad,0,6.2,2,25
DPDK/dpdk,0,5.9,2947,35219
Cyan4973/xxHash,0,7.5,5,48
CppCon/CppCon2018,0,6,0,20
CppCon/CppCon2016,0,6,0,8
CppCon/CppCon2015,0,6,0,8
Corvusoft/restbed,0,7,130,386
CopernicaMarketingSoftware/AMQP-CPP,0,7.9,0,82
ComputationalRadiationPhysics/picongpu,0,8.1,0,16
ChaiScript/ChaiScript,0,6.7,1,26
CVCUDA/CV-CUDA,0,6.9,1,11
CNugteren/CLBlast,0,7.2,11,449
BYVoid/OpenCC,0,5.8,7,254
Artelnics/opennn,0,7,53,1086
ArduPilot/ardupilot,0,5.5,0,3
ApolloAuto/apollo,0,4.6,5,50
AmokHuginnsson/replxx,0,5.1,10,214
Amanieu/asyncplusplus,0,6.7,1,11
Alia5/GlosSI,0,6.7,0,14
AOMediaCodec/libavif,0,6.4,61,261
256dpi/arduino-mqtt,0,5.2,0,16
2013fangwentao/Multi_Sensor_Fusion,0,6.2,2,23
