repo, bugs, ossf score, complex functions, total functions
CoSMoSoftware/OBS-studio-webrtc,6,5,50,461
BlitterStudio/amiberry,6,5.5,6,313
BartVandewoestyne/Effective-Modern-Cpp,6,6.9,0,31
ArthurSonzogni/Diagon,6,5,50,971
Almamu/linux-wallpaperengine,6,6.3,8,183
AlbrechtL/welle.io,6,6.8,21,364
zrax/pycdc,5,5.3,11,60
xhawk18/promise-cpp,5,6.3,1,53
wdas/ptex,5,5.6,7,178
utsaslab/pebblesdb,5,6.4,29,627
stenzek/duckstation,5,5,4,78
st3w/neo,5,5.7,3,43
solodon4/Mach7,5,5,4,45
sirjuddington/SLADE,5,5.8,21,274
romeric/Fastor,5,7.1,27,156
pfq/PFQ,5,6.4,60,461
percona/PerconaFT,5,7.2,33,380
peng-zhihui/A-Eye,5,4.7,105,1575
paulhodge/EASTL,5,6.1,2,29
orb-community/pktvisor,5,6.2,15,148
openwrt/openwrt,5,6.7,9,106
openwrt-mirror/openwrt,5,6.4,10,105
mlpack/ensmallen,5,8.6,2,25
meganz/MEGAcmd,5,7.6,349,3636
medooze/media-server,5,7.4,15,112
libssh2/libssh2,5,7.1,86,378
lexborisov/Modest,5,6.8,78,1579
lede-project/source,5,6.3,9,106
lava/matplotlib-cpp,5,6.4,0,15
juj/MathGeoLib,5,6,22,673
jmpews/Dobby,5,5.2,14,90
jedisct1/libsodium,5,6.3,23,408
jbruchon/elks,5,6,8,26
jarro2783/cxxopts,5,6.8,2,5
jarcode-foss/glava,5,6.2,17,127
ivmai/bdwgc,5,6.8,7,57
immortalwrt/immortalwrt,5,7.6,9,106
hoglet67/RGBtoHDMI,5,6.6,90,524
haptork/easyLambda,5,6.4,0,62
google/highway,5,8.2,15,235
google/draco,5,6.5,36,367
gnuradio/gnuradio,5,7.5,113,1979
ggerganov/whisper.cpp,5,5.9,37,277
ggerganov/ggml,5,7.5,56,341
ganglia/monitor-core,5,7.2,2,46
gamelinux/passivedns,5,6.3,13,58
frankmorgner/vsmartcard,5,4.8,8,79
foonathan/cppast,5,6.7,50,490
facebook/hhvm,5,5.7,123,892
ethz-asl/okvis,5,6.1,11,156
erincatto/box2d-lite,5,6.2,53,572
emilk/loguru,5,7.7,7,82
eclipse/mosquitto,5,5.4,200,745
eBay/NuRaft,5,7.5,48,474
dev-cafe/cmake-cookbook,5,6.8,0,55
deiv/driftnet,5,7.3,8,107
dblalock/bolt,5,6,17,65
crownengine/crown,5,4.4,7,150
cisco/libsrtp,5,7,21,226
bingoogolapple/BGAQRCode-Android,5,4.7,2,6
asterisk/asterisk,5,7.3,19,75
assimp/assimp,5,8.1,96,988
ammarahm-ed/react-native-mmkv-storage,5,6,8,182
ZLMediaKit/ZLToolKit,5,6.3,7,365
OpenRCT2/OpenRCT2,5,6.6,646,6933
OWASP/IoTGoat,5,5.5,9,101
NASA-SW-VnV/ikos,5,7,0,4
Martinsos/edlib,5,6.3,9,50
LongSoft/UEFITool,5,5.5,49,486
LinusDierheimer/fastfetch,5,6.6,25,555
Lienol/openwrt,5,7.4,9,100
LekKit/RVVM,5,6.3,18,570
KDE/ghostwriter,5,4.4,49,329
KDE/clazy,5,7.3,25,455
Facico/Chinese-Vicuna,5,6.2,33,203
FEX-Emu/FEX,5,7.5,0,58
Entware/Entware,5,6.4,9,104
CodingGay/BlackDex,5,5.2,12,85
ClemensElflein/OpenMower,5,5.5,0,12
AngoraFuzzer/Angora,5,6.5,30,499
AliveToolkit/alive2,5,6.7,46,970
AcademySoftwareFoundation/OpenColorIO,5,8.4,364,2828
zhlynn/zsign,4,6.7,19,193
xiph/LPCNet,4,6.4,15,93
whoenig/libMultiRobotPlanning,4,5.5,1,103
vivien/i3blocks,4,5.7,3,117
uroni/urbackup_backend,4,4.5,273,777
troldal/OpenXLSX,4,5.9,26,498
swkBerlin/kata-bootstraps,4,4.1,0,1
stephane/libmodbus,4,5.3,8,106
statsite/statsite,4,6.8,9,410
sogou/workflow,4,6.4,38,1226
securesocketfunneling/ssf,4,5.5,4,190
rpp0/gr-lora,4,6.6,1,34
rpclib/rpclib,4,5.7,4,84
qt-creator/qt-creator,4,5.3,8,118
qicosmos/rest_rpc,4,6,0,36
pyca/pynacl,4,6.9,23,370
ossrs/state-threads,4,4.7,9,89
oracle/graaljs,4,6.1,72,561
opentx/opentx,4,5.2,152,1816
open-telemetry/opentelemetry-cpp,4,8.1,9,263
nemequ/portable-snippets,4,6.3,5,245
mozilla/DeepSpeech,4,4.6,6,145
mmorise/World,4,6.9,0,221
mity/md4c,4,6.4,34,136
mikke89/RmlUi,4,5.8,75,1087
microsoft/verona,4,7.5,1,114
microsoft/napajs,4,7.1,0,66
logrotate/logrotate,4,7.4,14,64
libusb/libusb,4,6.4,14,199
libimobiledevice/libplist,4,5.5,129,551
libconfuse/libconfuse,4,4.8,10,123
lamarrr/STX,4,6.6,0,9
kgabis/parson,4,5.7,4,108
jwasham/practice-cpp,4,5.8,0,141
jpmens/jo,4,6,9,66
jlblancoc/nanoflann,4,6.9,1,38
j0r1/JRTPLIB,4,6.3,30,371
intel/pcm,4,6.8,82,782
ihhub/fheroes2,4,5.2,256,2832
horsicq/XAPKDetector,4,6.6,111,1556
harporoeder/ebpfsnitch,4,5.9,1,82
google/marl,4,9,1,54
ggreer/the_silver_searcher,4,7.2,18,72
ggerganov/llama.cpp,4,5.5,34,262
fragglet/c-algorithms,4,6,1,148
foonathan/type_safe,4,5.5,2,49
etodd/lasercrabs,4,5.6,48,670
eclipse/paho.mqtt.embedded-c,4,5.9,2,99
eclipse-ecal/ecal,4,6.1,94,2925
drogonframework/drogon,4,6.9,89,903
dougbinks/enkiTS,4,6.7,3,103
coqui-ai/STT,4,5.5,6,145
cityflow-project/CityFlow,4,6.6,9,148
chris2511/xca,4,4.5,29,918
amadvance/snapraid,4,4.6,51,400
aliyun/ossfs,4,5.3,190,317
alibaba/tblive,4,5.2,10,232
alexa/avs-device-sdk,4,6.9,2,33
albertlauncher/albert,4,7,7,265
aff3ct/MIPP,4,5.7,32,618
abishekvashok/cmatrix,4,6.9,1,6
YosysHQ/nextpnr,4,6.5,7,299
XiaoMi/mace,4,2.9,26,380
Winderton/xplatform,4,5.6,0,6
ValveSoftware/openvr,4,5.6,16,575
RainerKuemmerle/g2o,4,5.5,38,592
RPCS3/rpcs3,4,6.2,12,191
PSI-Rockin/DobieStation,4,6.3,144,1873
OpenArkStudio/ARK,4,4.6,9,527
Hopson97/open-builder,4,4.7,22,842
GameTechDev/MaskedOcclusionCulling,4,6.4,2,45
Drive-Trust-Alliance/sedutil,4,6,63,211
AlexFanw/HUSTER-CS,4,5.2,3,34
zpl-c/librg,3,4.5,0,19
wolfSSL/wolfssl,3,8.2,294,1626
weolar/miniblink49,3,4.9,0,9
vroland/epdiy,3,5.9,4,342
unity3d-jp/NormalPainter,3,5.2,18,150
unity3d-jp/BlendShapeBuilder,3,5.5,20,140
uncrustify/uncrustify,3,7.5,144,677
uTensor/uTensor,3,7.1,1,90
ttlappalainen/NMEA2000,3,5.9,0,131
transmission/transmission,3,5.8,100,1730
the-tcpdump-group/libpcap,3,7.6,40,387
tevador/RandomX,3,6.7,12,236
tatsuhiro-t/wslay,3,4.5,8,83
taocpp/json,3,5.2,79,225
stxxl/stxxl,3,6,12,130
strasdat/Sophus,3,6,13,38
simple64/simple64,3,4.9,77,709
session-replay-tools/cetus,3,5,9,113
sam-astro/Z-Sharp,3,4.9,4,43
richgel999/miniz,3,5.6,26,137
rakshasa/libtorrent,3,6.8,26,868
pistacheio/pistache,3,5.7,11,273
pfultz2/Linq,3,6.2,0,1
p4lang/behavioral-model,3,6.4,38,1916
opendnssec/SoftHSMv2,3,7.2,135,1949
nghttp2/nghttp2,3,6.8,111,1532
netblue30/firejail,3,8.5,136,794
nbarkhina/N64Wasm,3,7.1,27,193
nasa/XPlaneConnect,3,4.9,4,89
mobile-shell/mosh,3,6.6,24,287
miek/inspectrum,3,5.5,2,60
microsoft/CCF,3,6.1,6,232
meta-toolkit/meta,3,5.5,19,919
meekrosoft/fff,3,4.7,25,320
matus-chochlik/oglplus,3,6.4,12,86
libtom/libtommath,3,7.3,30,161
libsndfile/libsamplerate,3,7.5,6,70
lastpass/lastpass-cli,3,6,20,301
kmammou/v-hacd,3,6.6,4,28
juzzlin/Heimer,3,7,11,527
jacktrip/jacktrip,3,7.9,27,375
intel/libva,3,7.1,21,326
intel/isa-l,3,7.5,23,158
httperf/httperf,3,7.2,14,156
hluk/CopyQ,3,6.2,73,1864
grame-cncm/faust,3,4.4,2,62
gphoto/libgphoto2,3,7.5,4,91
google/mathfu,3,7,26,96
google/liquidfun,3,6.4,17,341
github/securitylab,3,8.1,4,313
fireice-uk/xmr-stak-cpu,3,6.6,3,108
farbrausch/fr_public,3,4.6,3,28
falltergeist/falltergeist,3,5.3,21,854
f4exb/sdrangel,3,5.6,354,5612
eventql/eventql,3,4.2,3,28
ethz-adrl/ifopt,3,6.5,0,17
emsec/hal,3,6.1,31,660
dmlc/xgboost,3,7.8,31,704
davideberly/GeometricTools,3,7.3,12,1195
darktable-org/darktable,3,6.8,740,5290
cutelyst/cutelyst,3,5.9,55,647
craigsapp/midifile,3,6.5,23,360
commonmark/cmark,3,6.6,42,230
cofyc/dnscrypt-wrapper,3,5.9,18,113
coder-mike/microvium,3,7.3,28,88
citp/BlockSci,3,6.5,226,3245
chriskohlhoff/asio,3,5.9,5,379
breakfastquay/rubberband,3,6.3,20,240
boostorg/hana,3,7.3,19,227
blechschmidt/massdns,3,6.5,6,57
benoitsteiner/tensorflow-opencl,3,6.6,403,4626
aria2/aria2,3,4.7,6,36
arangodb/velocypack,3,6.6,17,193
angt/glorytun,3,4.6,5,104
aizvorski/h264bitstream,3,6.5,34,87
Tencent/Tendis,3,3.3,169,2724
Tarsnap/scrypt,3,7.2,14,111
Slackadays/Clipboard,3,5.9,5,159
Shark-ML/Shark,3,5.5,11,172
SFML/SFML,3,5.7,18,506
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,4.7,8,61
Project-LemonLime/Project_LemonLime,3,4.9,17,314
OpenAtomFoundation/pika,3,6.5,74,1325
Meulengracht/MollenOS,3,5.1,0,5
LuminanceHDR/LuminanceHDR,3,6.7,28,52
LLNL/zfp,3,4.9,7,74
KjellKod/g3log,3,6.7,1,53
JayDDee/cpuminer-opt,3,6.3,10,125
Ericsson/CodeCompass,3,5.4,0,3
Dwarf-Therapist/Dwarf-Therapist,3,5.6,101,994
DanielChappuis/reactphysics3d,3,5.2,22,320
Cocos-BCX/cocos-mainnet,3,6.1,34,85
Cisco-Talos/clamav,3,7.3,32,145
ChunelFeng/CGraph,3,6.4,1,134
Benjamin-Dobell/Heimdall,3,5,0,10
ArkScript-lang/Ark,3,5.6,14,201
AndroidAdvanceWithGeektime/Chapter01,3,5.5,8,144
zetavm/zetavm,2,6,13,152
zehome/MLVPN,2,4.8,10,126
zauonlok/renderer,2,4,8,195
yyzybb537/libgo,2,6,8,153
yedf2/handy,2,6.4,13,127
xmrig/xmrig,2,7.6,49,125
xhawk18/s_task,2,6.6,110,938
xbmc/xbmc,2,7.3,4,53
vincentlaucsb/csv-parser,2,6.7,0,61
vgmtrans/vgmtrans,2,4.7,33,249
tsl0922/ttyd,2,4.6,3,45
trojan-gfw/trojan,2,7.1,8,134
traviscross/mtr,2,7.4,15,176
tony2001/pinba_engine,2,6.2,33,140
tatsuhiro-t/spdylay,2,5.5,44,488
szechyjs/dsd,2,6.2,0,15
strukturag/libheif,2,5.8,28,431
sparsehash/sparsehash,2,5.4,33,141
smartmontools/smartmontools,2,6.7,102,560
slic3r/Slic3r,2,6.2,26,131
skywind3000/kcp,2,7.9,5,30
simsong/tcpflow,2,4.3,24,272
simdutf/simdutf,2,5.7,17,529
seetafaceengine/SeetaFace2,2,6.5,27,348
schweikert/fping,2,5.4,6,54
rougier/freetype-gl,2,5.9,7,106
ridiculousfish/libdivide,2,6.8,2,19
randy408/libspng,2,6.5,13,141
pybind/pybind11,2,7.6,7,268
plasma-umass/Mesh,2,4.7,2,70
pinterest/rocksplicator,2,6.5,76,677
peregrine-lang/Peregrine,2,6.3,27,337
pdewacht/brlaser,2,5,3,110
palacaze/sigslot,2,5.1,0,68
oliverw/miningcore,2,4.6,8,41
odygrd/quill,2,6.2,2,106
obsproject/obs-studio,2,6.5,10,136
nokiatech/heif,2,6.4,43,1412
nickgillian/grt,2,6.9,0,3
mutouyun/cpp-ipc,2,6,1,46
munt/munt,2,6,10,373
mtrojnar/osslsigncode,2,6.8,14,176
mhx/dwarfs,2,6.8,5,22
maxmind/libmaxminddb,2,5.9,9,82
lionsoul2014/friso,2,6.3,8,130
libnet/nemesis,2,4.4,19,90
libcheck/check,2,5.1,17,439
lemire/FastPFor,2,7.3,8,169
lemire/Code-used-on-Daniel-Lemire-s-blog,2,5.6,5,339
layoutBox/FlexLayout,2,6.3,0,3
laurentkneip/opengv,2,7,8,147
kimwalisch/primesieve,2,5.8,13,144
json-parser/json-parser,2,5.8,1,6
json-c/json-c,2,8,18,195
jessek/hashdeep,2,5.7,8,137
input-leap/input-leap,2,6.1,29,926
inotify-tools/inotify-tools,2,4.8,13,87
hughperkins/tf-coriander,2,5.3,245,2711
hjwdzh/QuadriFlow,2,5.8,12,62
haywire/haywire,2,5,25,144
google/leveldb,2,8.9,29,661
google/gemmlowp,2,7.6,2,72
goldsborough/ipc-bench,2,6.3,0,93
gnif/LookingGlass,2,6,176,589
gaoxiang12/ORB-YGZ-SLAM,2,6.2,2,38
fukuchi/libqrencode,2,5,9,166
francescmm/GitQlient,2,5.6,19,565
fholger/openvr_fsr,2,3.2,24,645
fabianishere/brainfuck,2,5.3,3,17
emqx/qmqtt,2,7,0,3
emmericp/ixy,2,6.7,6,60
emcrisostomo/fswatch,2,4.4,1,79
embree/embree,2,6.4,18,295
ebiggers/libdeflate,2,5.8,11,98
douban/libmc,2,5.2,5,85
cxong/cdogs-sdl,2,6.3,23,164
crow-translate/crow-translate,2,5.6,6,287
crigler/dtach,2,6.2,5,17
cjdelisle/cjdns,2,6,37,323
cisco-system-traffic-generator/trex-core,2,6.1,15,344
chenshuo/muduo,2,6.7,10,720
cginternals/cppfs,2,5.6,3,115
audacious-media-player/audacious,2,6.2,9,214
apache/hawq,2,4.4,0,3
andrewrk/libsoundio,2,7.2,10,128
albertodemichelis/squirrel,2,6.6,22,474
aklomp/base64,2,5.2,8,31
akheron/jansson,2,5.8,11,156
aguinet/wannakey,2,5.9,0,12
adnanaziz/EPIJudge,2,4.8,9,468
a2o/snoopy,2,4.1,3,165
ZJULearning/nsg,2,6.2,5,25
Yubico/yubico-pam,2,5.3,8,23
The-4n/4NXCI,2,5.6,133,941
Thalhammer/jwt-cpp,2,7.7,0,6
StarEngine/engine,2,6.4,17,340
SmartKeyerror/reading-source-code-of-leveldb-1.23,2,6.2,26,649
SciresM/hactool,2,4.7,133,941
ScanNet/ScanNet,2,5.8,2,23
Rezonality/zep,2,5.2,30,371
ReimuNotMoe/ydotool,2,5.6,6,12
RaftLib/RaftLib,2,5.3,3,167
PyMesh/PyMesh,2,4.4,0,3
ProAlgos/ProAlgos-Cpp,2,6,0,5
PetteriAimonen/libfixmath,2,6.4,14,74
PaddlePaddle/FastDeploy,2,5,59,912
OpenSees/OpenSees,2,5.1,10,30
OpenRC/openrc,2,7.2,46,256
NLnetLabs/unbound,2,7,274,2390
MengRao/fmtlog,2,6.8,1,25
LuxCoreRender/LuxCore,2,6.7,11,201
LukasBanana/LLGL,2,5.6,14,1033
Livox-SDK/Livox-SDK,2,6.1,4,277
Kobzol/hardware-effects,2,5.9,0,34
KDE/kdevelop,2,7.3,4,31
JakubVojvoda/design-patterns-cpp,2,6.2,0,24
IronsDu/brynet,2,5.3,2,36
Icinga/icinga2,2,7.4,5,29
HKUST-Aerial-Robotics/VINS-Mobile,2,6,142,1293
FreeOpcUa/freeopcua,2,6.4,10,373
Forceflow/libmorton,2,6.1,0,6
FFMS/ffms2,2,6.5,12,128
EUA/wxHexEditor,2,6.2,3,120
CaoWGG/TensorRT-CenterNet,2,5.4,14,149
BowenFu/matchit.cpp,2,4.4,0,64
Ableton/link,2,6.8,2,33
86Box/86Box,2,5.5,4,10
0x90/wifi-arsenal,2,4.8,5,79
zyantific/zydis,1,7.2,102,378
zlib-ng/minizip-ng,1,5.9,18,328
zeux/meshoptimizer,1,5.5,17,137
yuesong-feng/30dayMakeCppServer,1,6,0,124
yse/easy_profiler,1,5.9,4,110
whoozle/android-file-transfer-linux,1,4.6,14,297
wgtdkp/wgtcc,1,6.1,14,277
wfrest/wfrest,1,6.6,2,100
webmproject/libwebp,1,7.4,119,1308
unity3d-jp/MeshSync,1,6.9,3,89
twitter/twemproxy,1,5.3,98,546
twitter/ios-twitter-image-pipeline,1,5.9,119,1300
tidyverse/vroom,1,6.5,1,5
thewtex/tmux-mem-cpu-load,1,7,1,10
tgraf/bmon,1,6,18,212
tfhe/tfhe,1,6.5,0,211
tcbrindle/raytracer.hpp,1,5.8,0,1
taocpp/PEGTL,1,5.9,19,246
sheredom/subprocess.h,1,5.4,39,57
shellphy/jack-compiler,1,5.8,4,64
robotology/yarp,1,4.8,116,1415
robin-shaun/XTDrone,1,7.4,11,36
rigtorp/ipc-bench,1,5.3,5,9
revng/revng,1,7.3,72,637
reo7sp/tgbot-cpp,1,6.4,1,254
rbock/sqlpp11,1,8.3,2,22
pygobject/pycairo,1,5.7,11,317
prideout/heman,1,6.2,11,145
open-mpi/ompi,1,7.4,20,91
nvim-telescope/telescope-fzf-native.nvim,1,5.3,5,38
nih-at/libzip,1,7.1,37,421
niXman/yas,1,5.3,2,5
networkit/networkit,1,7.3,145,1658
netcan/asyncio,1,6,15,414
nemequ/munit,1,6.2,6,39
ndless-nspire/Ndless,1,5.3,0,2
msracver/Deep-Image-Analogy,1,3.4,157,1064
mrtazz/restclient-cpp,1,7,0,12
microsoft/GSL,1,8,0,13
microsoft/DirectStorage,1,8.7,7,78
matt-42/iod,1,6.5,2,24
mapcrafter/mapcrafter,1,6.8,20,459
maoabc/nmmp,1,5.6,28,213
maharmstone/quibble,1,6.8,84,503
lzfse/lzfse,1,7.3,8,46
luceneplusplus/LucenePlusPlus,1,7.7,186,2711
libnet/libnet,1,4.8,10,169
libimobiledevice/ifuse,1,4.4,3,23
libffi/libffi,1,5.8,4,54
lemire/EWAHBoolArray,1,5.2,4,62
kongaskristjan/fire-hpp,1,5.1,0,21
kcat/openal-soft,1,5.5,79,893
junhyukoh/caffe-lstm,1,4.8,127,943
jpvanoosten/LearningDirectX12,1,4.9,31,301
johang/btfs,1,6.4,0,32
jmcnamara/libxlsxwriter,1,6.4,117,881
jeremycw/httpserver.h,1,6,10,87
jart/hiptext,1,5.6,0,3
iputils/iputils,1,6.5,20,98
inkooboo/thread-pool-cpp,1,6.4,1,19
hoohack/read-php-src,1,5.8,133,350
hidviz/hidviz,1,5.9,1,51
happynear/caffe-windows,1,4.5,192,1210
griddb/griddb,1,4.8,3,35
grf-labs/grf,1,7.4,9,122
googleprojectzero/TinyInst,1,5.4,4,118
google/adiantum,1,6.5,13,81
fritzone/obfy,1,6.4,0,19
firebreath/FireBreath,1,5.9,3,109
elFarto/nvidia-vaapi-driver,1,6.8,7,115
doyubkim/fluid-engine-dev,1,5,63,1538
docopt/docopt.cpp,1,7,2,23
dmlc/dmlc-core,1,6,2,54
dlundquist/sniproxy,1,6.3,11,177
derekmolloy/exploringBB,1,5.2,0,68
delfrrr/delaunator-cpp,1,6.3,0,7
ddiakopoulos/tinyply,1,6.5,1,2
dannagle/PacketSender,1,5.6,28,233
csmith-project/creduce,1,6,4,40
creytiv/re,1,5.8,50,1256
cockpit-project/cockpit,1,6.2,114,1272
cmu-sei/pharos,1,5.9,0,11
clab/fast_align,1,6.3,6,26
cboxdoerfer/fsearch,1,5.6,26,729
c9s/r3,1,6,5,40
bombela/backward-cpp,1,7.8,0,5
blurrypiano/littleVulkanEngine,1,6.2,0,69
bk138/gromit-mpx,1,5.3,9,54
billyquith/ponder,1,6.4,0,206
berndporr/iir1,1,6.7,0,45
anthonix/ffts,1,6.1,6,46
andybarry/flight,1,5.2,0,3
alibaba/weex,1,5,16,334
alexgkendall/caffe-segnet,1,4.7,126,847
alecthomas/entityx,1,5.7,0,17
aksnzhy/xlearn,1,5.5,0,3
aerys/minko,1,5.2,0,3
Ubpa/USRefl,1,6.4,0,30
Tencent/Taitank,1,5.2,229,945
Tencent/Hippy,1,5.7,234,976
Tencent/GameAISDK,1,4.3,12,243
TartanLlama/expected,1,6.7,1,2
StanfordPL/stoke,1,4.2,0,3
SergiusTheBest/plog,1,6.6,3,40
REGoth-project/REGoth,1,6,3,8
Naios/function2,1,6.7,6,66
MultiMC/Launcher,1,7.1,14,109
Mixaill/FakePDB,1,5.5,0,27
MhLiao/TextBoxes_plusplus,1,4.4,256,1342
MKXJun/DirectX11-With-Windows-SDK,1,5,87,935
Luwx/Lightly,1,6.5,42,373
LemonOSProject/LemonOS,1,5.2,18,258
KDAB/GammaRay,1,7.7,0,5
Hopson97/MineCraft-One-Week-Challenge,1,7.6,3,125
F8LEFT/FUPK3,1,5.1,26,588
DaanDeMeyer/reproc,1,5.8,9,53
ColdGrub1384/Pyto,1,5,4,53
CobaltFusion/DebugViewPP,1,3.7,4,299
CLIUtils/CLI11,1,6.5,0,56
CE-Programming/CEmu,1,5.6,2,17
BVLC/caffe,1,5.4,163,1070
AshampooSystems/boden,1,4.9,9,250
AsPJT/DungeonTemplateLibrary,1,6.3,0,10
ArthurSonzogni/FTXUI,1,5.9,3,384
AirGuanZ/Atrc,1,5.7,0,19
AcademySoftwareFoundation/xstudio,1,6.2,9,53
3cky/mbusd,1,5.1,3,44
zhihu/cuBERT,0,5.8,2,46
zeux/volk,0,6.5,0,7
zeux/pugixml,0,6.3,30,430
zerotier/ZeroTierOne,0,5.7,2,190
zeromq/cppzmq,0,6,0,4
zealdocs/zeal,0,5.7,6,213
zddhub/opensse,0,6.1,1,33
zbackup/zbackup,0,6,1,31
zakirullin/tiny-compiler,0,6.7,0,15
yugabyte/yugabyte-db,0,5.6,2,166
yuezk/GlobalProtect-openconnect,0,5.7,2,96
yuanming-hu/taichi_mpm,0,5.6,3,37
yitter/IdGenerator,0,6.3,1,10
yhirose/cpp-peglib,0,6.5,4,116
yandex/odyssey,0,5.4,2,166
yaml/libyaml,0,5.2,66,202
xioTechnologies/Fusion,0,6.3,0,12
xindongzhang/MNN-APPLICATIONS,0,5.4,5,167
xiaoweime/WProtect,0,4.6,60,1043
xemu-project/xemu,0,4.7,10,91
wolfSSL/wolfMQTT,0,7.5,10,80
wjakob/nanobind,0,6.4,13,240
wisdompeak/LeetCode,0,6.9,0,2
wilix-team/iohook,0,4.2,4,76
wecooperate/iMonitor,0,6.6,0,40
webcamoid/webcamoid,0,6.2,167,4348
webcamoid/akvcam,0,4.6,6,164
wazuh/wazuh,0,5.1,20,338
wang-xinyu/tensorrtx,0,7,1,145
vmatare/thinkfan,0,6.2,4,117
vgough/encfs,0,7.3,5,111
vector-of-bool/pitchfork,0,5.6,0,1
userver-framework/userver,0,5.8,0,1
urbste/MultiCol-SLAM,0,5.7,8,153
upx/upx,0,5.2,131,831
unetbootin/unetbootin,0,2.3,12,80
uber/h3,0,6.3,70,343
tronkko/dirent,0,6.4,11,29
trilinos/Trilinos,0,7.7,8,158
triSYCL/triSYCL,0,4.9,28,524
trailofbits/pe-parse,0,5.8,24,113
tplgy/cppcodec,0,6.7,1,7
tomtom-international/cpp-dependencies,0,7.2,15,103
tomahawk-player/tomahawk,0,4.8,0,26
tjko/jpegoptim,0,6.8,0,24
tio/tio,0,7.6,20,67
tinycthread/tinycthread,0,5.9,2,38
tiny-dnn/tiny-dnn,0,7,4,176
timi-liuliang/echo,0,5.7,30,698
timescale/timescaledb,0,5.9,16,1615
thestk/stk,0,6.7,11,50
thestk/rtmidi,0,7.5,1,74
thestk/rtaudio,0,7.5,11,64
thekvs/cpp-serializers,0,6,1,21
theinvisible/openfortigui,0,6.3,0,13
swwwolf/wdbgark,0,5.5,5,110
swoole/swoole-src,0,6.8,14,284
svenstaro/rofi-calc,0,5.7,1,15
ssloy/tinyrenderer,0,6.2,2,14
ssloy/tinyraytracer,0,5.7,0,7
srdja/Collections-C,0,6.8,5,255
spring/spring,0,7.2,6,78
sony/flutter-embedded-linux,0,5.7,0,2
sonosaurus/sonobus,0,5.5,11,365
sogou/srpc,0,6.9,13,186
softwareQinc/qpp,0,7.5,0,3
sofa-framework/sofa,0,7.2,8,338
soarqin/finalhe,0,6.1,17,122
snape/RVO2,0,6.2,3,37
skystrife/cpptoml,0,6.6,0,6
skiselkov/BetterPushbackC,0,5.5,62,212
sickill/stderred,0,6.5,0,20
shekyan/slowhttptest,0,6.3,5,36
sharkdp/dbg-macro,0,6.2,0,1
sharebrained/portapack-hackrf,0,5.7,25,716
sgan81/apfs-fuse,0,7.5,27,273
serizba/cppflow,0,5.5,0,3
serge1/ELFIO,0,4.4,0,8
serge-sans-paille/frozen,0,6.2,1,4
sepfy/pear,0,5.2,0,82
seetaface/SeetaFaceEngine,0,5.9,4,57
seccomp/libseccomp,0,7.3,23,196
seanbaxter/shaders,0,6,0,34
scummvm/scummvm,0,7.2,8,104
scottbez1/splitflap,0,4.2,2,25
sciplot/sciplot,0,5.4,0,2
samhocevar/rinetd,0,5.7,3,82
s1lentq/ReGameDLL_CS,0,5.7,378,4746
s-yata/marisa-trie,0,5.7,8,136
ryanhaining/cppitertools,0,6.5,0,36
rtbkit/rtbkit,0,6,4,78
rspamd/rspamd,0,7.2,10,101
rordenlab/dcm2niix,0,7.2,50,249
rogersce/cnpy,0,6.4,0,12
rlguy/FantasyMapGenerator,0,6.4,14,291
rizonesoft/Notepad3,0,7.2,10,105
rizinorg/cutter,0,7,19,1014
rime/librime,0,5.6,0,2
rigtorp/SPSCQueue,0,5,2,19
rigtorp/MPMCQueue,0,4.9,1,9
richkmeli/Richkware,0,6.2,0,30
reactos/reactos,0,4.6,3,61
raspberrypi/pico-sdk,0,6.4,41,478
quora/qmf,0,6.6,2,287
qicosmos/cinatra,0,6.5,4,138
prusa3d/Prusa-Firmware,0,6.7,11,766
protobuf-c/protobuf-c,0,4.8,55,566
project-chip/connectedhomeip,0,5.9,3,14
prikhi/lightdm-mini-greeter,0,5.6,0,31
preshing/turf,0,6.2,6,266
preshing/cpp11-on-multicore,0,6.2,1,21
precice/precice,0,6.4,0,4
pq-crystals/kyber,0,6.5,0,213
pothosware/SoapySDR,0,5.3,6,277
pond3r/ggpo,0,6.7,7,95
polycube-network/polycube,0,4.7,0,32
polybar/polybar,0,5.9,9,695
pnedev/comparePlus,0,6.4,0,9
pmed/v8pp,0,5.9,0,8
ploopyco/headphones,0,5.9,0,3
plibither8/2048.cpp,0,5.8,0,68
pikasTech/PikaPython,0,3.3,15,122
philipl/pifs,0,6.2,0,36
pfalcon/pycopy,0,4.4,173,1609
peng-zhihui/ElectronBot,0,5.6,0,9
pantor/ruckig,0,6.3,12,67
p12tic/libsimdpp,0,6.8,5,32
p-ranav/structopt,0,6.7,30,54
owent/libcopp,0,6.3,0,32
overmighty/i-use-arch-btw,0,6.2,0,57
otya128/winevdm,0,7.4,213,1434
openvinotoolkit/model_server,0,6.9,0,20
openswoole/ext-openswoole,0,5.9,9,195
openstf/ios-minicap,0,5.1,0,14
openhpc/ohpc,0,5.8,3,26
open62541/open62541,0,6.1,81,928
open-source-parsers/jsoncpp,0,7.2,13,286
oneapi-src/oneDPL,0,7.8,0,4
olliw42/storm32bgc,0,5.4,20,652
no5ix/realtime-server,0,6.5,1,10
no1msd/mstch,0,6.2,1,15
