repo, scan-build-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
uzh-rpg/agile_autonomy,-1,-1,4.6,-1,-1,690,6667
uwerat/qskinny,-1,-1,5.8,-1,-1,5702,82823
utelle/wxsqlite3,-1,-1,4.7,-1,-1,111212,205260
ustcwpz/USTC-CS-Courses-Resource,-1,-1,1.9,-1,-1,10873,119208
uowuo/abaddon,-1,-1,5.3,-1,-1,626,28125
uoip/g2opy,-1,-1,3.8,-1,-1,22275,68317
uoaerg/wavemon,-1,-1,3.6,-1,-1,5966,6388
unum-cloud/ustore,-1,0,4.6,-1,-1,4552,27868
unpaper/unpaper,-1,-1,6.2,-1,-1,611,4309
univrsal/tuna,-1,-1,4.9,-1,-1,1862,13205
univrsal/input-overlay,-1,-1,4.3,-1,-1,22334,38265
unity3d-jp/FrameCapturer,-1,-1,3.4,-1,-1,607,9023
umanovskis/baremetal-arm,-1,-1,3,-1,-1,156577,689565
ultravnc/UltraVNC,-1,-1,4.5,-1,-1,83861,301689
ukoethe/vigra,-1,-1,4.8,-1,-1,68353,208614
ugo-nama-kun/gym_torcs,-1,-1,2.7,-1,-1,20482,111706
ucla-vision/xivo,-1,410,3.8,-1,-1,172976,508270
ucbrise/confluo,-1,0,4,-1,-1,10701,39558
ucbrise/clipper,-1,-1,4.2,-1,-1,2888,21158
tzutalin/dlib-android,-1,-1,4,-1,-1,222,1158
tysik/obstacle_detector,-1,-1,3.5,-1,-1,1360,3154
tylermorganwall/rayrender,-1,-1,5,-1,-1,3488,31509
twitter-forks/mysql,-1,-1,3.1,-1,-1,266113,1205552
twhui/LiteFlowNet,-1,-1,0.5,-1,-1,20430,102601
tuyoogame/huatuo,-1,-1,4.1,-1,-1,372,552364
tuxera/ntfs-3g,-1,-1,4.9,-1,-1,26136,91101
turing-technician/FastHook,-1,-1,4.2,-1,-1,103,1234
turi-code/SFrame,-1,0,4.6,-1,-1,74680,186701
tuplex/tuplex,-1,-1,2.9,-1,-1,36179,126405
tunabrain/tungsten,-1,-1,3.5,-1,-1,20115,226213
tunabrain/sparse-voxel-octrees,-1,-1,4.4,-1,-1,1574,5378
tumuyan/RealSR-NCNN-Android,-1,0,4.6,-1,-1,6611,57901
tum-vision/tandem,-1,-1,3.2,-1,-1,7041,26514
tum-vision/LDSO,-1,-1,4.5,-1,-1,10513,32822
tudelft3d/3dfier,-1,-1,3.5,-1,-1,5636,14405
tudelft-iv/multi_sensor_calibration,-1,-1,3.5,-1,-1,1234,3475
tu-darmstadt-ros-pkg/hector_slam,-1,-1,3.7,-1,-1,1707,4177
tttapa/Control-Surface,-1,-1,5.6,-1,-1,19658,51216
ttalvitie/browservice,-1,-1,4.8,-1,-1,1234,16181
tsujan/Kvantum,-1,-1,6.8,-1,-1,4663,41890
tsoding/musializer,-1,-1,5.5,-1,-1,69450,417491
trustwallet/wallet-core,-1,-1,5.6,-1,-1,18218,115704
troglobit/finit,-1,-1,5.5,-1,-1,4465,15953
triton-inference-server/python_backend,-1,-1,6.8,-1,-1,2690,11889
triton-inference-server/client,-1,0,6.2,-1,-1,10179,44876
trishume/eyeLike,-1,-1,4.3,-1,-1,136,437
triple-Mu/YOLOv8-TensorRT,-1,-1,6.8,-1,-1,107,4166
triaquae/CrazyEye,-1,-1,0,-1,-1,19943,98738
trailofbits/winchecksec,-1,0,3.1,-1,-1,5897,9689
trailofbits/polytracker,-1,173,5.8,-1,-1,9095,52869
trailofbits/maat,-1,-1,3.2,-1,-1,5501,47681
tpoechtrager/osxcross,-1,-1,5.3,-1,-1,760,4481
tpoechtrager/cctools-port,-1,-1,3.9,-1,-1,53560,223791
tpm2-software/tpm2-tools,-1,-1,7.1,-1,-1,10364,45697
tpaviot/oce,-1,0,3.7,-1,-1,564575,1497113
toverainc/willow,-1,-1,6.2,-1,-1,99,3870
torrent-file-editor/torrent-file-editor,-1,-1,3.5,-1,-1,5748,24421
tonyp7/esp32-wifi-manager,-1,-1,4.1,-1,-1,913,1564
tomhrr/dale,-1,42,4.2,-1,-1,3442,21480
tomasen/splayer,-1,-1,2.4,-1,-1,635325,3303874
tomac/yersinia,-1,-1,5.7,-1,-1,3310,25439
tobimensch/aqemu,-1,-1,4.6,-1,-1,6363,39510
tmate-io/tmate-ssh-server,-1,-1,3.9,-1,-1,5922,39258
tkn-tub/ns3-gym,-1,-1,4.1,-1,-1,901,4274
tklengyel/drakvuf,-1,-1,7.2,-1,-1,38813,79059
titansec/OpenWAF,-1,-1,3.9,-1,-1,1436,14973
tishion/mmLoader,-1,-1,4.1,-1,-1,336,1334
tio/tio,-1,-1,6.9,-1,-1,882,3951
tinyobjloader/tinyobjloader,-1,11,5.5,-1,-1,2948,15987
tindy2013/stairspeedtest-reborn,-1,-1,3.8,-1,-1,3644,12289
timothybrooks/hdr-plus,-1,-1,4.9,-1,-1,534,1992
timmbogner/Farm-Data-Relay-System,-1,-1,6.1,-1,-1,1296,6964
timi-liuliang/echo,-1,0,2.1,-1,-1,713174,3132069
timeplus-io/proton,-1,-1,4.5,-1,-1,123836,996289
tikzit/tikzit,-1,-1,3.5,-1,-1,1360,8589
tikv/titan,-1,-1,7.5,-1,-1,1748,23761
tihmstar/tsschecker,-1,-1,4,-1,-1,162,2235
tihmstar/futurerestore,-1,-1,3.6,-1,-1,137,1476
tiann/FreeReflection,-1,-1,4.1,-1,-1,112,144
thunlp/THULAC,-1,-1,4.1,-1,-1,587,4059
thp/psmoveapi,-1,-1,3.8,-1,-1,18513,52692
thisistherk/fast_obj,-1,-1,5.8,-1,-1,575,3291
theos/sdks,-1,-1,3.3,-1,-1,1799412,1836228
theori-io/nrsc5,-1,-1,5.6,-1,-1,931,6968
the-tcpdump-group/tcpdump,-1,-1,6.4,-1,-1,20061,84966
texus/TGUI,-1,-1,4.9,-1,-1,45520,122968
teslamotors/linux,-1,-1,4.3,-1,-1,2770947,13918500
terralang/terra,-1,-1,3.1,-1,-1,1675,12462
tenderlove/initial-v,-1,-1,4.4,-1,-1,33,643
tencentyun/TRTCSDK,-1,-1,1.4,-1,-1,15005,99164
tenacityteam/tenacity,-1,-1,5.6,-1,-1,44578,273304
teeworlds/teeworlds,-1,0,4.9,-1,-1,9630,85113
teddyluo/hybrid-a-star-annotation,-1,-1,4.4,-1,-1,2034,3228
tdlib/telegram-bot-api,-1,-1,6.2,-1,-1,191,16396
tdegeus/pybind11_examples,-1,-1,4.1,-1,-1,151,534
tcpexmachina/remy,-1,-1,3.9,-1,-1,200,7212
tbnobody/OpenDTU,-1,-1,4.8,-1,-1,2226,15147
tbfleming/cib,-1,-1,3.8,-1,-1,213,2086
tapparelj/gr-lora_sdr,-1,-1,5.6,-1,-1,1952,4721
tangsilian/android-vuln,-1,-1,1.9,-1,-1,2278131,10242838
takemaru/graphillion,-1,-1,4.6,-1,-1,3148,16065
t6x/reaver-wps-fork-t6x,-1,-1,3.5,-1,-1,11842,55788
szza/LearningNote,-1,-1,1.9,-1,-1,198,1492
szellmann/visionaray,-1,-1,5,-1,-1,7429,63656
szcom/rnnlib,-1,-1,4.1,-1,-1,231616,433606
szagoruyko/cvpr15deepcompare,-1,-1,4.1,-1,-1,86,738
systemed/tilemaker,-1,-1,6.4,-1,-1,6438,33081
systemd/casync,-1,-1,5.6,-1,-1,1618,31369
system-pclub/GCatch,-1,-1,2.6,-1,-1,63176,472732
syslog-ng/syslog-ng,-1,-1,6.1,-1,-1,45695,181472
syoyo/tinyusdz,-1,657,5.6,-1,-1,166013,982344
synfig/synfig,-1,0,5.2,-1,-1,60436,226939
symisc/unqlite,-1,-1,5.1,-1,-1,39252,84733
sylar-yin/sylar,-1,-1,3.8,-1,-1,7891,43661
swow/swow,-1,-1,3.5,-1,-1,12680,103663
swaywm/swaylock,-1,-1,7.5,-1,-1,146,3106
swaywm/swayidle,-1,-1,5.6,-1,-1,5,993
swaywm/swaybg,-1,-1,5.3,-1,-1,44,970
suyu-emu/suyu,-1,-1,5.4,-1,-1,40200,490220
superpoweredSDK/Low-Latency-Android-iOS-Linux-Windows-tvOS-macOS-Interactive-Audio-Platform,-1,-1,2.1,-1,-1,2420,5100
supercollider/sc3-plugins,-1,-1,5,-1,-1,43265,297789
sunpinyin/sunpinyin,-1,-1,4.5,-1,-1,8799,28729
sundyCoder/DEye,-1,-1,2.5,-1,-1,201649,972675
sumeetchhetri/ffead-cpp,-1,-1,4.3,-1,-1,18648,107399
sultim-t/prboom-plus-rt,-1,-1,3.6,-1,-1,27413,103636
sudachi-emu/sudachi,-1,0,3.2,-1,-1,45966,548842
subsurface/subsurface,-1,-1,5.8,-1,-1,12548,96832
stuntrally/stuntrally,-1,-1,4.1,-1,-1,13167,71346
strongswan/strongswan,-1,-1,6.6,-1,-1,143603,408460
stream-labs/obs-studio-node,-1,-1,4.6,-1,-1,3653,36802
strawberrymusicplayer/strawberry,-1,-1,5.2,-1,-1,18631,98338
strato-emu/strato,-1,-1,6.1,-1,-1,9794,46665
strace/strace,-1,-1,6.7,-1,-1,31779,187533
stotko/stdgpu,-1,-1,5.5,-1,-1,4754,7937
storm-devs/storm-engine,-1,-1,4.1,-1,-1,20141,180338
storax/kubedoom,-1,-1,5.2,-1,-1,19774,65093
stoneatom/stonedb,-1,-1,4.5,-1,-1,573065,2176301
stolk/GPGOAP,-1,-1,3.9,-1,-1,83,439
stm32duino/Arduino_Core_STM32,-1,2,6,-1,-1,2427857,6042444
stlab/libraries,-1,-1,6,-1,-1,1520,14979
stevenlovegrove/Pangolin,-1,-1,6.1,-1,-1,12833,51076
stevengj/nlopt,-1,-1,5.3,-1,-1,8036,27763
steve-m/librtlsdr,-1,-1,5.2,-1,-1,2020,9369
steve-m/kalibrate-rtl,-1,-1,5.9,-1,-1,643,1746
stereolabs/zed-sdk,-1,-1,5.5,-1,-1,12003,65024
stereolabs/zed-ros-wrapper,-1,-1,5.7,-1,-1,856,5991
stellar/stellar-core,-1,-1,7.7,-1,-1,118713,402452
stella-cv/stella_vslam,-1,-1,5.7,-1,-1,12111,43597
steinbergmedia/vstgui,-1,-1,5.7,-1,-1,20552,134066
stefanocasazza/ULib,-1,-1,3.7,-1,-1,50742,212582
stefankueng/BowPad,-1,-1,4.1,-1,-1,10230,88652
stefanberger/swtpm,-1,-1,6.8,-1,-1,4006,18317
stdrc/modern-cmake-by-example,-1,-1,3.8,-1,-1,2,115
stawel/cheali-charger,-1,-1,4.7,-1,-1,31337,33720
stacksmashing/tamarin-firmware,-1,-1,4.5,-1,-1,308,1024
stacksmashing/pico-tpmsniffer,-1,-1,4.3,-1,-1,19,128
stack-of-tasks/pinocchio,-1,-1,6.6,-1,-1,9802,58977
stachenov/quazip,-1,-1,4.4,-1,-1,3319,10022
ssloy/tinyraycaster,-1,-1,4,-1,-1,1,400
ssloy/tinykaboom,-1,-1,3.3,-1,-1,1,153
srsran/srsRAN_4G,-1,-1,5.1,-1,-1,98995,823856
srl-freiburg/pedsim_ros,-1,-1,4.6,-1,-1,3281,5891
square/subzero,-1,-1,5.2,-1,-1,8950,49763
springzfx/point-cloud-annotation-tool,-1,-1,4.4,-1,-1,282,1578
spotify/sparkey,-1,16,5.4,-1,-1,1093,3895
sphinxsearch/sphinx,-1,54,3.5,-1,-1,13621,126486
spencer-project/spencer_people_tracking,-1,0,3.5,-1,-1,11264,25946
speedb-io/speedb,-1,-1,4.7,-1,-1,105217,478940
spacemeowx2/switch-lan-play,-1,-1,4.1,-1,-1,30884,76805
sourishg/stereo-calibration,-1,-1,3.9,-1,-1,3,382
soulsmods/ModEngine2,-1,-1,5.5,-1,-1,205,3033
souffle-lang/souffle,-1,0,6.1,-1,-1,22966,76495
sorayuki/obs-multi-rtmp,-1,-1,5,-1,-1,4162,19983
soramimi/Guitar,-1,-1,3.7,-1,-1,18119,133465
sonic-visualiser/sonic-visualiser,-1,-1,5.3,-1,-1,521,7018
songrun/SeamAwareDecimater,-1,-1,4.1,-1,-1,606,2242
solvespace/solvespace,-1,-1,5.6,-1,-1,4799,45839
solus-project/linux-steam-integration,-1,-1,4.7,-1,-1,1373,2695
solemnwarning/rehex,-1,-1,4.9,-1,-1,25643,103570
socketio/socket.io-client-cpp,-1,-1,4.5,-1,-1,808,6958
snyball/hawck,-1,-1,4.6,-1,-1,1937,5434
snort3/snort3,-1,-1,5.2,-1,-1,67707,337371
sniper00/moon,-1,-1,5.2,-1,-1,57987,193278
snes9xgit/snes9x,-1,-1,4.7,-1,-1,30794,249969
snakster/cpp.react,-1,-1,4.4,-1,-1,1546,6396
smilefacehh/LIO-SAM-DetailedNote,-1,-1,4.4,-1,-1,1071,2614
smfrpc/smf,-1,-1,3,-1,-1,651,5431
smackers/smack,-1,-1,4.5,-1,-1,3857,133854
sm0svx/svxlink,-1,-1,5.7,-1,-1,52567,72953
slembcke/Chipmunk2D,-1,-1,5,-1,-1,6295,29760
skywind3000/RenderHelp,-1,-1,4.5,-1,-1,279,1565
skywind3000/PyStand,-1,-1,4.3,-1,-1,78,344
skypjack/meta,-1,-1,4.2,-1,-1,1010,3204
skyjake/lagrange,-1,-1,5.8,-1,-1,9051,79816
skanti/Scan2CAD,-1,-1,4.3,-1,-1,2246,17429
simulationcraft/simc,-1,-1,6,-1,-1,27813,273911
simsong/bulk_extractor,-1,-1,4.9,-1,-1,5686,31408
simon987/sist2,-1,-1,4.4,-1,-1,187,12716
simit-lang/simit,-1,-1,4.6,-1,-1,12192,69493
simd-everywhere/simde,-1,-1,5.6,-1,-1,21124,814425
silverf0x/RpcView,-1,-1,4.3,-1,-1,2557,13760
sikang/mpl_ros,-1,-1,4.4,-1,-1,663,5518
sigrokproject/pulseview,-1,0,5.3,-1,-1,7425,61392
signal11/hidapi,-1,-1,4.3,-1,-1,982,3708
sieren/Homepoint,-1,-1,3.6,-1,-1,5391,247739
sideeffects/SideFXLabs,-1,-1,5.6,-1,-1,1434,18278
shouxieai/tensorRT_Pro,-1,-1,0.6,-1,-1,74290,217042
shonumi/gbe-plus,-1,-1,5,-1,-1,17307,87327
shogun-toolbox/shogun,-1,-1,4.3,-1,-1,96461,251592
shmuelzon/esp32-ble2mqtt,-1,-1,4.2,-1,-1,267,6841
shiyanhui/libcsp,-1,-1,3.8,-1,-1,1414,5826
shiguredo/momo,-1,-1,5.3,-1,-1,4762,23413
shichaoy/cube_slam,-1,-1,3.4,-1,-1,10553,44032
shellinabox/shellinabox,-1,-1,3.9,-1,-1,1785,8729
sheepdog/sheepdog,-1,-1,5.1,-1,-1,6743,60033
shaoshengsong/DeepSORT,-1,-1,3.7,-1,-1,371,3233
shanteacontrols/OpenDeck,-1,-1,5.7,-1,-1,3149,22639
sfzhang15/RefineDet,-1,-1,2.7,-1,-1,16882,81434
sfzhang15/FaceBoxes,-1,-1,1.1,-1,-1,13433,70928
sfwa/ukf,-1,-1,4.7,-1,-1,1102,4972
sewenew/redis-plus-plus,-1,-1,5.7,-1,-1,4226,23762
sevagh/pitch-detection,-1,-1,3.8,-1,-1,64,1755
serge-rgb/milton,-1,-1,3.8,-1,-1,52640,257732
seqan/seqan,-1,-1,6,-1,-1,159036,349892
senlinuc/caffe_ocr,-1,-1,1.9,-1,-1,82048,355529
sektioneins/suhosin,-1,-1,4.1,-1,-1,1312,7102
sekigon-gonnoc/Pico-PIO-USB,-1,-1,5.3,-1,-1,400,3214
sebbbi/OffsetAllocator,-1,-1,4.1,-1,-1,84,615
sebastianbiallas/ht,-1,-1,4.3,-1,-1,19720,112162
seahorn/seahorn,-1,0,4.5,-1,-1,11093,181487
sddm/sddm,-1,-1,6.8,-1,-1,2807,8425
scrt/avcleaner,-1,-1,3.7,-1,-1,741,5194
scottdraves/electricsheep,-1,-1,4.1,-1,-1,65194,195811
scottcgi/Mojoc,-1,-1,2.8,-1,-1,14983,44646
scipr-lab/libsnark,-1,-1,3.6,-1,-1,8690,37305
schwittlick/ofxDarknet,-1,-1,2.4,-1,-1,2109,10026
schreibfaul1/ESP32-audioI2S,-1,-1,6.4,-1,-1,5828,25697
sched-ext/scx,-1,-1,6.8,-1,-1,2857,131939
scanner-research/scanner,-1,-1,2.1,-1,-1,12704,36784
scanmem/scanmem,-1,-1,4.2,-1,-1,1321,5247
saturneric/GpgFrontend,-1,-1,6.8,-1,-1,15342,25288
satori-com/tcpkali,-1,0,3.9,-1,-1,9032,38176
sass/sassc,-1,-1,4.3,-1,-1,204,779
sarah-walker-pcem/pcem,-1,-1,4,-1,-1,19995,242673
saprykin/plibsys,-1,-1,5.7,-1,-1,10308,26197
samtools/samtools,-1,-1,6.7,-1,-1,5325,33405
samtools/bcftools,-1,-1,5.8,-1,-1,7826,67417
samhocevar/portable-file-dialogs,-1,0,4.5,-1,-1,228,1560
samdmarshall/SDMMobileDevice,-1,-1,3.5,-1,-1,86895,252356
sam-astro/Astro8-Computer,-1,-1,2,-1,-1,1913,5020
sakura-editor/sakura,-1,-1,3.8,-1,-1,47527,140213
saitoha/libsixel,-1,-1,2.1,-1,-1,6651,27829
sair-lab/AirVO,-1,-1,5,-1,-1,1777,10066
sainnhe/caj2pdf-qt,-1,-1,4.2,-1,-1,277,494
sailing-pmls/bosen,-1,-1,4.4,-1,-1,22769,75360
sagemathinc/cowasm,-1,-1,2,-1,-1,11923,47751
s9xie/hed,-1,-1,2.2,-1,-1,11499,52928
rusty1s/pytorch_cluster,-1,-1,5.8,-1,-1,722,2076
rusefi/rusefi,-1,2,2.7,-1,-1,351443,576311
rumpkernel/rumprun,-1,0,5.1,-1,-1,5410,17969
rubengooj/pl-slam,-1,-1,4.4,-1,-1,4078,12063
rttrorg/rttr,-1,-1,4.3,-1,-1,27927,80054
rtlabs-com/p-net,-1,-1,6.3,-1,-1,19498,59299
rst-tu-dortmund/teb_local_planner,-1,-1,5.5,-1,-1,5935,8264
rst-tu-dortmund/mpc_local_planner,-1,-1,4.5,-1,-1,1982,4204
rspatial/terra,-1,-1,5.8,-1,-1,8826,43400
rsasaki0109/lidarslam_ros2,-1,-1,4.9,-1,-1,62,1290
rpng/R-VIO,-1,-1,4.4,-1,-1,530,2010
rpm-software-management/rpm,-1,-1,4.9,-1,-1,11934,65973
royshil/SfM-Toy-Library,-1,-1,3.5,-1,-1,1990,4694
royhills/arp-scan,-1,-1,5.1,-1,-1,1718,3209
ros2/rclcpp,-1,-1,6.3,-1,-1,19971,74115
ros2/examples,-1,-1,5.2,-1,-1,1050,3119
ros2/demos,-1,0,5.7,-1,-1,2705,7270
ros/ros_tutorials,-1,-1,4.2,-1,-1,1116,1488
ros-visualization/rviz,-1,-1,5,-1,-1,15449,43844
ros-simulation/gazebo_ros_pkgs,-1,-1,4.9,-1,-1,4662,13209
ros-planning/navigation2,-1,-1,6.4,-1,-1,31945,88515
ros-planning/navigation,-1,-1,4.9,-1,-1,11153,21682
ros-planning/moveit2,-1,-1,7.1,-1,-1,55174,144814
ros-planning/moveit,-1,-1,6.7,-1,-1,50295,121686
ros-perception/vision_opencv,-1,-1,5,-1,-1,1105,3539
ros-perception/slam_gmapping,-1,-1,4.1,-1,-1,289,846
ros-perception/image_pipeline,-1,-1,6.6,-1,-1,3439,7278
ros-industrial/universal_robot,-1,-1,5.1,-1,-1,402,1440
ros-industrial/industrial_training,-1,-1,5.2,-1,-1,4888,25382
ros-drivers/velodyne,-1,-1,4.9,-1,-1,1358,3223
ros-drivers/usb_cam,-1,-1,5.9,-1,-1,1381,2660
ros-drivers/rosserial,-1,-1,4.6,-1,-1,3392,6578
ros-controls/ros_controllers,-1,-1,5,-1,-1,6640,13398
ros-controls/ros_control,-1,-1,4.6,-1,-1,6224,12353
rorywalsh/cabbage,-1,-1,4.6,-1,-1,41888,271242
roq-trading/roq-api,-1,-1,6.2,-1,-1,780,9520
rootless-containers/slirp4netns,-1,14,6.3,-1,-1,325,4522
root-project/cling,-1,-1,4,-1,-1,13569,34075
rollbear/trompeloeil,-1,0,5.2,-1,-1,1580,17574
rokups/ImNodes,-1,-1,4.5,-1,-1,291,1342
rohit-px2/nvui,-1,-1,3.8,-1,-1,913,10092
rogerclarkmelbourne/Arduino_STM32,-1,-1,4.2,-1,-1,74300,114769
rocky/remake,-1,-1,4.6,-1,-1,11871,38722
rockowitz/ddcutil,-1,-1,6.5,-1,-1,20627,66824
rockkingjy/OpenTracker,-1,-1,4.1,-1,-1,17159,49137
rockchip-linux/kernel,-1,-1,4.3,-1,-1,3381030,18435179
roboticslibrary/rl,-1,0,5,-1,-1,17122,62329
robopeak/rplidar_ros,-1,-1,4.3,-1,-1,1607,6413
robomechanics/quad-sdk,-1,-1,6.5,-1,-1,31726,230470
robiot/xclicker,-1,-1,4.1,-1,-1,229,1117
robbert-vdh/yabridge,-1,-1,4.5,-1,-1,17132,28903
rncbc/qtractor,-1,-1,6.2,-1,-1,23786,120318
rmsalinas/fbow,-1,-1,3.5,-1,-1,1241,4252
rmsalinas/DBow3,-1,-1,4.4,-1,-1,1830,5152
rlguy/GridFluidSim3D,-1,-1,4.4,-1,-1,4258,26931
rlguy/Blender-FLIP-Fluids,-1,-1,5,-1,-1,29659,151072
rizinorg/rz-ghidra,-1,-1,4.3,-1,-1,451,8139
rivermoonlight/gobbledegook,-1,-1,4.4,-1,-1,3794,4484
risinek/esp32-wifi-penetration-tool,-1,-1,3.5,-1,-1,963,1654
riscv-software-src/riscv-tests,-1,-1,6,-1,-1,1532,15254
riscv-software-src/riscv-pk,-1,-1,5.1,-1,-1,11735,37327
riscv-collab/riscv-gnu-toolchain,-1,-1,6.2,-1,-1,68194,102737
rime/ibus-rime,-1,-1,4.1,-1,-1,31,754
rilian-la-te/vala-panel-appmenu,-1,-1,5.3,-1,-1,1901,10245
richgel999/lzham_codec,-1,-1,4.3,-1,-1,857,15988
rflynn/imgmin,-1,-1,4.5,-1,-1,267,1251
rewardone/OSCPRepo,-1,-1,3.2,-1,-1,40817,275901
revng/revng,-1,-1,5.3,-1,-1,12191,75792
reverbrain/elliptics,-1,-1,4.6,-1,-1,6133,34805
retronx-team/sys-clk,-1,-1,3.6,-1,-1,10183,41143
rescrv/libmacaroons,-1,-1,4.5,-1,-1,1055,5063
rescrv/HyperDex,-1,-1,4.4,-1,-1,9643,53946
renatoGarcia/icecream-cpp,-1,0,4.6,-1,-1,1414,17190
reinterpretcat/utymap,-1,-1,2.1,-1,-1,7339,36714
redboltz/mqtt_cpp,-1,-1,5.1,-1,-1,9162,71700
recp/cglm,-1,12,6.3,-1,-1,16791,34704
reaper-oss/sws,-1,-1,5.6,-1,-1,14558,101883
rdiankov/openrave,-1,-1,5.9,-1,-1,159905,581211
rdesktop/rdesktop,-1,-1,3.4,-1,-1,3421,33282
rcaelers/workrave,-1,-1,5.2,-1,-1,13570,72949
rbei-etas/busmaster,-1,-1,2.5,-1,-1,154930,263785
rbdl/rbdl,-1,-1,4.6,-1,-1,12995,42287
rbaron/b-parasite,-1,-1,5.5,-1,-1,161,1429
raysan5/raygui,-1,-1,6.6,-1,-1,2623,13043
raulmur/ORB_SLAM,-1,-1,4.3,-1,-1,6390,20391
ratwithacompiler/OBS-captions-plugin,-1,-1,3.7,-1,-1,1770,9870
rathena/rathena,-1,114,5.3,-1,-1,47829,302674
raspberrypi/tools,-1,-1,2.3,-1,-1,282881,732185
raspberrypi/picotool,-1,-1,5,-1,-1,235,3738
raspberrypi/pico-tflmicro,-1,-1,5.1,-1,-1,37853,173763
raspberrypi/pico-extras,-1,-1,4.8,-1,-1,1798,10042
raspberrypi/pico-examples,-1,-1,5.6,-1,-1,3527,19892
raspberrypi/debugprobe,-1,-1,5,-1,-1,936,1504
rapidsai/rmm,-1,-1,7.5,-1,-1,7256,10437
rapidsai/cuml,-1,-1,7.5,-1,-1,7884,40363
rapidfuzz/RapidFuzz,-1,-1,6.7,-1,-1,205,6922
rapid7/metasploit-payloads,-1,-1,7.3,-1,-1,54380,348245
rangaofei/SSokit-qmake,-1,-1,3.5,-1,-1,555,7062
randombit/botan,-1,-1,8.5,-1,-1,40376,164569
rampageX/firmware-mod-kit,-1,-1,3.5,-1,-1,24153,318279
rakshasa/rtorrent,-1,-1,3.6,-1,-1,7994,19877
radareorg/iaito,-1,-1,5.4,-1,-1,3496,40145
ra3xdh/qucs_s,-1,-1,5.1,-1,-1,21256,90978
r57zone/Half-Life-Alyx-novr,-1,-1,3.1,-1,-1,2186,10988
r0ysue/AndroidFridaBeginnersBook,-1,-1,1.9,-1,-1,75456,688744
r-lyeh-archived/bundle,-1,-1,4.1,-1,-1,27947,232185
quiniouben/vban,-1,-1,4.6,-1,-1,472,2506
quiet/quiet-lwip,-1,-1,4.3,-1,-1,12834,30367
quiet/quiet,-1,-1,4.4,-1,-1,1010,3831
quassel/quassel,-1,0,4.6,-1,-1,32676,103657
qtfreet00/AntiFrida,-1,-1,3.6,-1,-1,34,217
qt/qtbase,-1,0,4.3,-1,-1,589322,2488800
qpdf/qpdf,-1,431,6.2,-1,-1,9739,61476
qixianyu-buaa/EigenChineseDocument,-1,1,3.8,-1,-1,1696,1516
qicosmos/ormpp,-1,0,6.6,-1,-1,93989,199441
qiayuanl/legged_control,-1,-1,4.5,-1,-1,1274,4023
qca/open-ath9k-htc-firmware,-1,-1,4.4,-1,-1,19541,38489
qboticslabs/mastering_ros,-1,-1,1.8,-1,-1,2268,9482
pytorch/cpuinfo,-1,-1,6.3,-1,-1,6138,297178
pwsafe/pwsafe,-1,-1,7.8,-1,-1,31327,162757
pwmt/zathura,-1,-1,4.6,-1,-1,3156,13558
pushrax/OpenVR-SpaceCalibrator,-1,-1,2.6,-1,-1,32044,122912
pulseaudio/pulseaudio,-1,-1,5.2,-1,-1,23923,157558
pulp-platform/pulpino,-1,-1,4.1,-1,-1,17678,58810
ptrkrysik/gr-gsm,-1,-1,4.3,-1,-1,6054,12044
psycha0s/airwave,-1,-1,3.6,-1,-1,1580,12039
pspdev/pspsdk,-1,-1,7.1,-1,-1,15625,36223
psi4/psi4,-1,0,6.8,-1,-1,132715,424274
pschatzmann/ESP32-A2DP,-1,-1,4.9,-1,-1,720,79091
protocolbuffers/upb,-1,0,5.3,-1,-1,13473,52698
projectchrono/chrono,-1,0,5.3,-1,-1,156631,494430
projectNe10/Ne10,-1,-1,4.9,-1,-1,9226,29689
project64/project64,-1,-1,4.9,-1,-1,69058,505218
profanity-im/profanity,-1,-1,6.6,-1,-1,8790,79022
probonopd/linuxdeployqt,-1,-1,3.4,-1,-1,436,2265
private-octopus/picoquic,-1,-1,6.1,-1,-1,14870,91622
princeton-vl/DPVO,-1,-1,4.1,-1,-1,2823,14478
prideout/par,-1,-1,3.7,-1,-1,4428,26430
preshing/junction,-1,-1,4.1,-1,-1,1144,5513
praydog/REFramework,-1,-1,4.6,-1,-1,31066,296928
praveen-palanisamy/multiple-object-tracking-lidar,-1,-1,4.1,-1,-1,343,1104
prampec/IotWebConf,-1,-1,4.6,-1,-1,833,3496
pradeep-pyro/tinynurbs,-1,46,4.8,-1,-1,1584,13228
praat/praat,-1,-1,3.9,-1,-1,408560,1790181
ppogg/YOLOv5-Lite,-1,-1,2.2,-1,-1,6644,19147
positive-security/send-my,-1,-1,3.5,-1,-1,439,1985
portapack-mayhem/mayhem-firmware,-1,-1,5.4,-1,-1,147134,372309
polpo/picogus,-1,-1,4.6,-1,-1,2745,12333
polarphp/polarphp,-1,-1,3.3,-1,-1,180471,655700
pmq20/node-packer,-1,6,1.7,-1,-1,491878,2498902
pmp-library/pmp-library,-1,96,5.6,-1,-1,101614,469571
plasma-umass/coz,-1,-1,5.5,-1,-1,109758,194901
plasma-umass/ChatDBG,-1,-1,5.9,-1,-1,4229,18508
planetbeing/xpwn,-1,-1,3.2,-1,-1,157124,155246
planck-repl/planck,-1,-1,4.8,-1,-1,448,6842
