repo, scan-build-bugs, bai-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
uowuo/abaddon,-1,-1,-1,5.5,-1,-1,468,22471
uoip/g2opy,-1,-1,-1,6,-1,-1,22275,68317
uoaerg/wavemon,-1,0,-1,5.5,-1,-1,5964,6385
unpaper/unpaper,-1,0,-1,4.7,-1,-1,647,3619
univrsal/tuna,-1,-1,-1,5.4,-1,-1,1863,13223
univrsal/input-overlay,-1,-1,-1,4.8,-1,-1,22334,38245
unity3d-jp/FrameCapturer,-1,-1,-1,5.4,-1,-1,607,9023
umanovskis/baremetal-arm,-1,-1,-1,5.4,-1,-1,156577,689565
ultravnc/UltraVNC,-1,0,-1,6.2,-1,-1,84323,293450
ugo-nama-kun/gym_torcs,-1,-1,-1,5.2,-1,-1,20482,111706
ucla-vision/xivo,-1,-1,110,6.4,-1,-1,172976,508270
ucbrise/confluo,-1,-1,0,6.2,-1,-1,10701,39558
ucbrise/clipper,-1,-1,-1,6.6,-1,-1,2888,21158
tzutalin/dlib-android,-1,-1,-1,6,-1,-1,222,1158
tysik/obstacle_detector,-1,-1,-1,5.8,-1,-1,1360,3154
tylermorganwall/rayrender,-1,0,-1,5.1,-1,-1,3587,31291
twitter-forks/mysql,-1,0,-1,5.6,-1,-1,266113,1205552
twhui/LiteFlowNet,-1,-1,-1,4.2,-1,-1,20430,102601
tuyoogame/huatuo,-1,-1,-1,6.7,-1,-1,372,552364
tuxera/ntfs-3g,-1,1516,-1,6.8,-1,-1,26136,91084
turing-technician/FastHook,-1,0,-1,6.3,-1,-1,103,1234
turi-code/SFrame,-1,-1,0,6.5,-1,-1,74680,186701
tuplex/tuplex,-1,-1,-1,3.9,-1,-1,32318,117108
tunabrain/sparse-voxel-octrees,-1,-1,-1,6.3,-1,-1,1574,5378
tum-vision/tandem,-1,-1,-1,5.5,-1,-1,7041,26514
tum-vision/LDSO,-1,-1,-1,6.4,-1,-1,10513,32822
tudelft3d/3dfier,-1,-1,-1,4,-1,-1,5631,14410
tu-darmstadt-ros-pkg/hector_slam,-1,-1,-1,5.9,-1,-1,1707,4177
tttapa/Control-Surface,-1,-1,-1,5.2,-1,-1,19457,49137
ttalvitie/browservice,-1,0,-1,6.6,-1,-1,1164,15590
tsujan/Kvantum,-1,-1,-1,7.3,-1,-1,4654,41832
trustwallet/wallet-core,-1,-1,-1,6.2,-1,-1,19558,110088
troglobit/finit,-1,0,-1,6.2,-1,-1,4369,15467
trishume/eyeLike,-1,0,-1,6.3,-1,-1,136,437
triaquae/CrazyEye,-1,0,-1,3.5,-1,-1,19943,98738
trailofbits/winchecksec,-1,-1,0,3.9,-1,-1,5897,9689
trailofbits/polytracker,-1,-1,0,6.9,-1,-1,8948,52331
trailofbits/maat,-1,-1,-1,4.4,-1,-1,5501,47681
tpoechtrager/osxcross,-1,0,-1,6.8,-1,-1,707,3922
tpoechtrager/cctools-port,-1,-1,1304,6.8,-1,-1,59517,274096
tpm2-software/tpm2-tools,-1,0,-1,6.9,-1,-1,10320,45089
tpaviot/oce,-1,-1,0,5.7,-1,-1,564575,1497113
torrent-file-editor/torrent-file-editor,-1,-1,-1,5.9,-1,-1,1625,6835
tonyp7/esp32-wifi-manager,-1,-1,-1,6.2,-1,-1,913,1564
tomasen/splayer,-1,-1,-1,5,-1,-1,635325,3303874
tomac/yersinia,-1,0,-1,7.2,-1,-1,3310,25439
tobimensch/aqemu,-1,0,-1,6.5,-1,-1,6363,39510
tmate-io/tmate-ssh-server,-1,0,-1,6.1,-1,-1,5919,39241
tklengyel/drakvuf,-1,-1,-1,8.5,-1,-1,37239,75463
titansec/OpenWAF,-1,0,-1,6.2,-1,-1,1436,14973
tishion/mmLoader,-1,-1,-1,4.6,-1,-1,336,1334
tinyobjloader/tinyobjloader,-1,0,0,6.7,-1,-1,2934,15888
tindy2013/stairspeedtest-reborn,-1,-1,-1,4.6,-1,-1,3644,12289
timothybrooks/hdr-plus,-1,-1,-1,5.7,-1,-1,534,1992
tikzit/tikzit,-1,-1,-1,5.7,-1,-1,1382,8538
tikv/titan,-1,-1,-1,7.5,-1,-1,1710,23092
tihmstar/tsschecker,-1,0,-1,6.3,-1,-1,159,1950
tihmstar/futurerestore,-1,0,-1,5.6,-1,-1,137,1476
tideways/php-xhprof-extension,-1,0,-1,5.8,-1,-1,43,925
tiann/KernelSU,-1,-1,-1,5.2,-1,-1,216,3568
tiann/FreeReflection,-1,0,-1,6.2,-1,-1,112,144
thunlp/THULAC,-1,-1,-1,6.2,-1,-1,587,4059
thp/psmoveapi,-1,-1,-1,4.9,-1,-1,18513,52692
thisistherk/fast_obj,-1,0,-1,6.5,-1,-1,572,3239
theori-io/nrsc5,-1,0,-1,6.6,-1,-1,936,6784
the-tcpdump-group/tcpdump,-1,-1,-1,7.5,-1,-1,19869,84961
tgfrerer/island,-1,0,-1,6.2,-1,-1,14847,71069
texus/TGUI,-1,-1,-1,5,-1,-1,43952,118435
teslamotors/linux,-1,0,-1,-1,-1,-1,2770947,13918500
terralang/terra,-1,-1,-1,4.7,-1,-1,1581,12595
tenderlove/initial-v,-1,-1,-1,7.6,-1,-1,33,643
tencentyun/TRTCSDK,-1,0,-1,4.4,-1,-1,15005,99164
teeworlds/teeworlds,-1,-1,0,5.8,-1,-1,9415,75242
teddyluo/hybrid-a-star-annotation,-1,-1,-1,6.4,-1,-1,2034,3228
tearshark/librf,-1,-1,-1,5.1,-1,-1,1210,9039
tdlib/telegram-bot-api,-1,-1,-1,7.6,-1,-1,185,14444
tdegeus/pybind11_examples,-1,-1,-1,6.2,-1,-1,151,534
tbfleming/cib,-1,0,-1,6,-1,-1,213,2086
tangsilian/android-vuln,-1,0,-1,4.8,-1,-1,2278131,10242838
takemaru/graphillion,-1,0,-1,6.3,-1,-1,3148,16065
t6x/reaver-wps-fork-t6x,-1,0,-1,5.9,-1,-1,11841,55786
szza/LearningNote,-1,0,-1,4.8,-1,-1,198,1492
szellmann/visionaray,-1,-1,-1,5.7,-1,-1,7413,63178
szcom/rnnlib,-1,-1,1861,6.2,-1,-1,231616,433606
szagoruyko/cvpr15deepcompare,-1,0,-1,6.1,-1,-1,86,738
systemed/tilemaker,-1,-1,-1,6,-1,-1,1371,16537
systemd/casync,-1,0,-1,6.8,-1,-1,1618,31368
system-pclub/GCatch,-1,-1,-1,5.1,-1,-1,63176,472732
syslog-ng/syslog-ng,-1,-1,-1,6.7,-1,-1,40514,159110
synfig/synfig,-1,0,0,5.5,-1,-1,60269,225252
symisc/unqlite,-1,0,-1,7.4,-1,-1,39250,84590
sylar-yin/sylar,-1,-1,-1,6,-1,-1,7891,43661
swow/swow,-1,0,-1,6.8,-1,-1,12178,100148
swaywm/swaylock,-1,0,-1,8,-1,-1,150,3090
superpoweredSDK/Low-Latency-Android-iOS-Linux-Windows-tvOS-macOS-Interactive-Audio-Platform,-1,0,-1,4.7,-1,-1,2358,4756
supercollider/sc3-plugins,-1,0,-1,6.6,-1,-1,43265,297789
sunpinyin/sunpinyin,-1,-1,-1,6.3,-1,-1,8799,28729
sundyCoder/DEye,-1,0,-1,5.2,-1,-1,201649,972675
sumeetchhetri/ffead-cpp,-1,0,-1,5.1,-1,-1,18402,105528
sultim-t/prboom-plus-rt,-1,-1,-1,4.2,-1,-1,27413,103636
subsurface/subsurface,-1,-1,-1,5.8,-1,-1,12471,96746
stuntrally/stuntrally,-1,-1,-1,5.6,-1,-1,13155,71330
strongswan/strongswan,-1,-1,1017,6.7,-1,-1,142358,403497
stream-labs/obs-studio-node,-1,-1,-1,5.5,-1,-1,3676,36576
strawberrymusicplayer/strawberry,-1,-1,-1,5.3,-1,-1,18413,97838
strace/strace,-1,0,-1,7.6,-1,-1,30099,182283
stotko/stdgpu,-1,-1,-1,6.5,-1,-1,4766,7821
storm-devs/storm-engine,-1,-1,-1,5.6,-1,-1,20138,180297
storax/kubedoom,-1,-1,-1,6,-1,-1,19774,65093
stoneatom/stonedb,-1,-1,-1,6,-1,-1,573065,2175911
stolk/GPGOAP,-1,0,-1,6,-1,-1,83,437
stm32duino/Arduino_Core_STM32,-1,-1,0,6.3,-1,-1,2147011,5515714
stlink-org/stlink,-1,-1,-1,6.4,-1,-1,1538,12171
stlab/libraries,-1,-1,-1,5.6,-1,-1,1521,14978
stevenlovegrove/Pangolin,-1,-1,-1,6.2,-1,-1,12833,51067
stevengj/nlopt,-1,0,-1,5.4,-1,-1,8036,27765
steve-m/librtlsdr,-1,-1,-1,6.2,-1,-1,1988,9311
steve-m/kalibrate-rtl,-1,0,-1,7.3,-1,-1,643,1746
stereolabs/zed-sdk,-1,0,-1,6.2,-1,-1,11820,64335
stellar/stellar-core,-1,-1,-1,7.9,-1,-1,108609,364468
stella-cv/stella_vslam,-1,-1,-1,5.9,-1,-1,12588,47255
steinbergmedia/vstgui,-1,-1,-1,6.4,-1,-1,20475,133262
stefanocasazza/ULib,-1,0,-1,6,-1,-1,50742,212582
stefankueng/BowPad,-1,-1,-1,4.6,-1,-1,10129,87279
stefanberger/swtpm,-1,0,-1,8,-1,-1,3988,18149
stawel/cheali-charger,-1,0,-1,6.2,-1,-1,31333,33723
stack-of-tasks/pinocchio,-1,-1,-1,7,-1,-1,9737,58758
stachenov/quazip,-1,0,-1,4.9,-1,-1,3319,10022
ssloy/tinyraycaster,-1,0,-1,6.2,-1,-1,1,400
ssloy/tinykaboom,-1,0,-1,5.8,-1,-1,1,153
srsran/srsRAN_4G,-1,-1,-1,6.2,-1,-1,98924,823503
sqlite/sqlite,-1,798,-1,7.6,-1,-1,97472,268174
springzfx/point-cloud-annotation-tool,-1,-1,-1,6.4,-1,-1,282,1578
spotify/sparkey,-1,0,14,6.9,-1,-1,1090,3875
sphinxsearch/sphinx,-1,1929,580,5.5,-1,-1,13621,126486
spencer-project/spencer_people_tracking,-1,0,0,5.8,-1,-1,11264,25946
spacemeowx2/switch-lan-play,-1,0,-1,4.6,-1,-1,30884,76805
sourishg/stereo-calibration,-1,-1,-1,6,-1,-1,3,382
soulthreads/imgui-plot,-1,0,-1,6.2,-1,-1,22,284
souffle-lang/souffle,-1,25,0,6.4,-1,-1,22414,73081
sorayuki/obs-multi-rtmp,-1,-1,-1,5.9,-1,-1,14,1455
soramimi/Guitar,-1,-1,-1,5.7,-1,-1,17664,132199
sonic-net/sonic-buildimage,-1,0,-1,5.6,-1,-1,55802,425376
songrun/SeamAwareDecimater,-1,-1,-1,6.2,-1,-1,606,2242
solvespace/solvespace,-1,-1,-1,5.7,-1,-1,4780,45737
solus-project/linux-steam-integration,-1,0,-1,6.3,-1,-1,1373,2695
solemnwarning/rehex,-1,-1,-1,5.5,-1,-1,23595,94839
socketio/socket.io-client-cpp,-1,-1,-1,5.4,-1,-1,807,6912
sobotka/blender,-1,-1,0,6.4,-1,-1,441917,2468138
snyball/hawck,-1,0,-1,7.2,-1,-1,1937,5434
snort3/snort3,-1,0,-1,6.8,-1,-1,67674,332555
sniper00/moon,-1,0,-1,5.5,-1,-1,56910,190359
snes9xgit/snes9x,-1,-1,-1,6.1,-1,-1,30348,211569
snakster/cpp.react,-1,0,-1,6.4,-1,-1,1546,6396
smfrpc/smf,-1,-1,-1,5.7,-1,-1,651,5431
smackers/smack,-1,-1,0,5.1,-1,-1,3857,133854
slembcke/Chipmunk2D,-1,-1,-1,6.6,-1,-1,6295,29748
skypjack/uvw,-1,0,0,6.4,-1,-1,3608,6041
skypjack/meta,-1,-1,-1,4.5,-1,-1,1010,3204
skylicht-lab/skylicht-engine,-1,-1,0,5.1,-1,-1,181028,603537
skyjake/lagrange,-1,0,-1,6.4,-1,-1,8218,70059
simulationcraft/simc,-1,-1,-1,6.2,-1,-1,26946,260020
simsong/bulk_extractor,-1,-1,-1,4.8,-1,-1,5787,31954
simon987/sist2,-1,-1,-1,6.1,-1,-1,279,10839
simit-lang/simit,-1,-1,-1,6.5,-1,-1,12192,69493
silverf0x/RpcView,-1,-1,-1,4.8,-1,-1,2556,13777
sikang/mpl_ros,-1,-1,-1,6.4,-1,-1,663,5518
signal11/hidapi,-1,0,-1,6.4,-1,-1,982,3708
sieren/Homepoint,-1,-1,-1,5.8,-1,-1,5391,247739
sideeffects/SideFXLabs,-1,-1,-1,7.4,-1,-1,1433,18344
shouxieai/tensorRT_Pro,-1,-1,-1,4.1,-1,-1,74288,217041
shonumi/gbe-plus,-1,-1,-1,6.8,-1,-1,17701,89742
shogun-toolbox/shogun,-1,-1,-1,6.4,-1,-1,96461,251593
shmuelzon/esp32-ble2mqtt,-1,-1,-1,5.8,-1,-1,267,6837
shiyanhui/libcsp,-1,-1,-1,5.6,-1,-1,1414,5826
shiguredo/momo,-1,-1,-1,5.6,-1,-1,4670,20567
shichaoy/cube_slam,-1,-1,-1,5.8,-1,-1,10553,44032
shellinabox/shellinabox,-1,0,-1,5.8,-1,-1,1785,8729
sheepdog/sheepdog,-1,0,-1,7,-1,-1,6743,60033
shaoshengsong/DeepSORT,-1,-1,-1,5.9,-1,-1,371,3233
sfzhang15/RefineDet,-1,-1,-1,5.2,-1,-1,16882,81434
sfzhang15/FaceBoxes,-1,-1,-1,4.1,-1,-1,13433,70928
sewenew/redis-plus-plus,-1,-1,-1,7.4,-1,-1,4184,22660
serge-rgb/milton,-1,2014,-1,5.7,-1,-1,52640,257732
seqan/seqan,-1,0,-1,5.9,-1,-1,159039,349901
senlinuc/caffe_ocr,-1,0,-1,4.8,-1,-1,82048,355529
sektioneins/suhosin,-1,0,-1,6.1,-1,-1,1312,7102
sekigon-gonnoc/Pico-PIO-USB,-1,0,-1,6.2,-1,-1,385,3088
secure-software-engineering/phasar,-1,-1,-1,7.2,-1,-1,9664,49142
sebbbi/OffsetAllocator,-1,-1,-1,6.8,-1,-1,84,615
sddm/sddm,-1,-1,-1,6.7,-1,-1,2796,8316
scrt/avcleaner,-1,-1,-1,5.9,-1,-1,741,5194
scottdraves/electricsheep,-1,0,-1,4.6,-1,-1,25142,78376
scottcgi/Mojoc,-1,0,-1,5.6,-1,-1,14986,44646
scipr-lab/libsnark,-1,0,-1,5.9,-1,-1,8690,37305
schwittlick/ofxDarknet,-1,-1,-1,5,-1,-1,2109,10026
scanner-research/scanner,-1,-1,-1,4.8,-1,-1,12704,36784
scanmem/scanmem,-1,0,-1,5.1,-1,-1,1321,5247
sbarex/QLMarkdown,-1,0,-1,6.7,-1,-1,105681,733213
satori-com/tcpkali,-1,0,0,5.8,-1,-1,9032,38176
sass/sassc,-1,0,-1,6.1,-1,-1,204,779
sarah-walker-pcem/pcem,-1,-1,-1,5.4,-1,-1,19995,242666
saprykin/plibsys,-1,0,-1,6.2,-1,-1,10136,25868
samtools/samtools,-1,0,-1,7.7,-1,-1,5181,32285
samtools/bcftools,-1,0,-1,6.9,-1,-1,6647,64174
samhocevar/portable-file-dialogs,-1,-1,0,6.4,-1,-1,228,1560
samdmarshall/SDMMobileDevice,-1,0,-1,5.5,-1,-1,86895,252356
sam-astro/Astro8-Computer,-1,-1,-1,4.6,-1,-1,1399,3280
sakura-editor/sakura,-1,0,-1,4.3,-1,-1,47465,139968
sakumisu/CherryUSB,-1,0,-1,7.2,-1,-1,62471,327374
saitoha/libsixel,-1,0,-1,5.7,-1,-1,6651,27829
sainnhe/caj2pdf-qt,-1,-1,-1,4.6,-1,-1,277,494
sailing-pmls/bosen,-1,0,-1,6.4,-1,-1,22769,75360
s9xie/hed,-1,-1,-1,4.8,-1,-1,11499,52928
rusty1s/pytorch_cluster,-1,-1,-1,6.7,-1,-1,722,2076
rumpkernel/rumprun,-1,-1,0,6.8,-1,-1,5410,17969
rubengooj/pl-slam,-1,-1,-1,6.4,-1,-1,4078,12063
rttrorg/rttr,-1,-1,-1,4.8,-1,-1,27927,80054
rst-tu-dortmund/teb_local_planner,-1,-1,-1,6.8,-1,-1,5959,8305
rst-tu-dortmund/mpc_local_planner,-1,-1,-1,6.4,-1,-1,1982,4204
rspatial/terra,-1,-1,-1,6.2,-1,-1,8675,42097
rpng/R-VIO,-1,-1,-1,6.5,-1,-1,530,2010
rpm-software-management/rpm,-1,-1,-1,6.5,-1,-1,12548,67110
royshil/obs-backgroundremoval,-1,-1,-1,6.5,-1,-1,118,1340
royshil/SfM-Toy-Library,-1,-1,-1,5.8,-1,-1,1990,4694
royhills/arp-scan,-1,0,-1,6.3,-1,-1,1715,3215
ros2/examples,-1,-1,-1,6.1,-1,-1,1050,3119
ros/ros_tutorials,-1,-1,-1,6.2,-1,-1,1116,1488
ros-visualization/rviz,-1,-1,-1,6.4,-1,-1,15421,43381
ros-simulation/gazebo_ros_pkgs,-1,-1,-1,6.9,-1,-1,4662,13209
ros-planning/navigation2,-1,0,-1,6.1,-1,-1,29857,80104
ros-planning/navigation,-1,-1,-1,6.8,-1,-1,11153,21682
ros-planning/moveit2,-1,-1,-1,7.5,-1,-1,55908,145772
ros-planning/moveit,-1,-1,-1,7.2,-1,-1,50083,120768
ros-perception/vision_opencv,-1,-1,-1,6.4,-1,-1,1178,3558
ros-perception/slam_gmapping,-1,-1,-1,6.1,-1,-1,289,846
ros-perception/image_pipeline,-1,-1,-1,5.7,-1,-1,2306,6228
ros-industrial/universal_robot,-1,-1,-1,6.1,-1,-1,401,1434
ros-drivers/velodyne,-1,-1,-1,5.7,-1,-1,1358,3223
ros-drivers/rosserial,-1,-1,-1,6.7,-1,-1,3392,6578
ros-controls/ros_controllers,-1,-1,-1,5.9,-1,-1,6640,13386
ros-controls/ros_control,-1,-1,-1,5.3,-1,-1,6180,12305
rorywalsh/cabbage,-1,-1,-1,6.2,-1,-1,12690,123731
rootless-containers/slirp4netns,-1,28,7,5.6,-1,-1,310,4188
root-project/cling,-1,-1,-1,4.5,-1,-1,13385,33669
rollbear/trompeloeil,-1,0,0,6.3,-1,-1,1154,15897
rokups/ImNodes,-1,-1,-1,6.4,-1,-1,291,1342
rohit-px2/nvui,-1,-1,-1,4.6,-1,-1,913,10092
rogerclarkmelbourne/Arduino_STM32,-1,0,-1,5.7,-1,-1,73685,112578
rocky/remake,-1,851,-1,4.7,-1,-1,11869,38718
rockowitz/ddcutil,-1,0,-1,7.6,-1,-1,18765,55839
rockkingjy/OpenTracker,-1,-1,-1,6.2,-1,-1,17159,49137
rockdaboot/wget2,-1,0,-1,7,-1,-1,15250,43435
rockchip-linux/kernel,-1,0,-1,6.4,-1,-1,3381030,18435179
roboticslibrary/rl,-1,-1,0,4.9,-1,-1,17072,62217
robopeak/rplidar_ros,-1,-1,-1,6.3,-1,-1,1607,6413
robomechanics/quad-sdk,-1,-1,-1,7,-1,-1,31726,230470
robbert-vdh/yabridge,-1,0,-1,5.3,-1,-1,17056,28842
rncbc/qtractor,-1,0,-1,7.3,-1,-1,23557,118221
rmsalinas/fbow,-1,0,-1,5.8,-1,-1,1241,4252
rmsalinas/DBow3,-1,0,-1,6.3,-1,-1,1830,5152
rlguy/GridFluidSim3D,-1,-1,-1,6.4,-1,-1,4258,26931
rlguy/Blender-FLIP-Fluids,-1,-1,-1,6.8,-1,-1,29435,148157
rizsotto/Bear,-1,-1,0,6.5,-1,-1,2452,9136
rizinorg/rz-ghidra,-1,-1,-1,4.6,-1,-1,451,8084
rivermoonlight/gobbledegook,-1,0,-1,6.4,-1,-1,3794,4484
risinek/esp32-wifi-penetration-tool,-1,-1,-1,5.9,-1,-1,963,1654
riscv-software-src/riscv-tests,-1,0,-1,8,-1,-1,1433,14285
riscv-software-src/riscv-pk,-1,0,-1,6.7,-1,-1,11734,37257
riscv-collab/riscv-gnu-toolchain,-1,-1,-1,6.8,-1,-1,54855,90430
rime/ibus-rime,-1,-1,-1,6.2,-1,-1,31,754
rilian-la-te/vala-panel-appmenu,-1,-1,0,5.7,-1,-1,1909,10347
richgel999/lzham_codec,-1,0,-1,6.4,-1,-1,857,15988
richardchien/modern-cmake-by-example,-1,-1,-1,6,-1,-1,2,115
rhasspy/piper,-1,-1,-1,6,-1,-1,11683,31720
rflynn/imgmin,-1,0,-1,6.4,-1,-1,267,1251
rewardone/OSCPRepo,-1,0,-1,5.5,-1,-1,40817,275901
reverbrain/elliptics,-1,-1,-1,6.5,-1,-1,6133,34805
retronx-team/sys-clk,-1,0,-1,5.9,-1,-1,10114,40502
resonance-audio/resonance-audio,-1,-1,-1,6.7,-1,-1,11754,34458
rescrv/libmacaroons,-1,0,-1,6.4,-1,-1,1055,5063
rescrv/HyperDex,-1,0,-1,6.4,-1,-1,9643,53946
renatoGarcia/icecream-cpp,-1,0,0,6.3,-1,-1,1284,16986
reinterpretcat/utymap,-1,0,-1,4.6,-1,-1,7339,36714
recp/cglm,-1,0,10,6.5,-1,-1,12524,26341
rdiankov/openrave,-1,-1,-1,7.3,-1,-1,159551,577333
rdesktop/rdesktop,-1,0,-1,5.4,-1,-1,3421,33282
rcaelers/workrave,-1,-1,-1,5.4,-1,-1,13380,71815
rbei-etas/busmaster,-1,-1,-1,5.2,-1,-1,154930,263785
rbaron/b-parasite,-1,0,-1,6,-1,-1,136,1132
raysan5/raygui,-1,-1,-1,7.7,-1,-1,2575,11052
raulmur/ORB_SLAM,-1,-1,-1,6.4,-1,-1,6390,20391
ratwithacompiler/OBS-captions-plugin,-1,-1,-1,5.8,-1,-1,1770,9870
rathena/rathena,-1,0,2293,5.9,-1,-1,47707,298093
raspberrypi/tools,-1,-1,-1,5,-1,-1,282881,732185
raspberrypi/picoprobe,-1,0,-1,6.3,-1,-1,877,1070
raspberrypi/pico-examples,-1,0,-1,6.2,-1,-1,3353,19321
rapidsai/cuml,-1,-1,-1,8,-1,-1,7652,39770
rapid7/metasploit-payloads,-1,-1,-1,7.8,-1,-1,54246,347526
rangaofei/SSokit-qmake,-1,-1,-1,5.5,-1,-1,555,7062
rampageX/firmware-mod-kit,-1,-1,-1,6,-1,-1,24153,318279
rakshasa/rtorrent,-1,0,-1,6.1,-1,-1,7994,19877
radareorg/iaito,-1,-1,-1,5.5,-1,-1,3446,39742
ra3xdh/qucs_s,-1,0,-1,5.7,-1,-1,19903,86015
r-lyeh-archived/bundle,-1,-1,-1,6.2,-1,-1,27947,232185
quotient-im/Quaternion,-1,-1,-1,6,-1,-1,993,8010
quiet/quiet-lwip,-1,0,-1,6.4,-1,-1,12834,30367
quiet/quiet,-1,-1,-1,6.4,-1,-1,1010,3831
quassel/quassel,-1,-1,0,5.4,-1,-1,32676,103656
qt/qtbase,-1,-1,0,4.6,-1,-1,569046,2408680
qpdf/qpdf,-1,17,0,7.2,-1,-1,11549,63252
qixianyu-buaa/EigenChineseDocument,-1,-1,0,6,-1,-1,1696,1516
qicosmos/ormpp,-1,-1,0,7.2,-1,-1,92625,188140
qboticslabs/mastering_ros,-1,-1,-1,4.6,-1,-1,2268,9482
pytorch/cpuinfo,-1,0,-1,7.8,-1,-1,4539,296267
pysam-developers/pysam,-1,-1,-1,6.3,-1,-1,36638,212887
pwsafe/pwsafe,-1,0,-1,8,-1,-1,30604,158577
pwmt/zathura,-1,0,-1,6.4,-1,-1,3110,14025
pushrax/OpenVR-SpaceCalibrator,-1,0,-1,4.9,-1,-1,32044,122912
pulp-platform/pulpino,-1,0,-1,6.1,-1,-1,17678,58810
ptrkrysik/gr-gsm,-1,-1,-1,6.4,-1,-1,6054,12044
psycha0s/airwave,-1,0,-1,5.7,-1,-1,1580,12039
pspdev/pspsdk,-1,0,-1,7.4,-1,-1,15366,35700
psi4/psi4,-1,-1,0,7.2,-1,-1,132185,423615
pschatzmann/ESP32-A2DP,-1,0,-1,6.2,-1,-1,623,78777
projectNe10/Ne10,-1,-1,-1,6.7,-1,-1,9226,29689
project64/project64,-1,-1,-1,6.7,-1,-1,69214,500460
profanity-im/profanity,-1,0,-1,7.2,-1,-1,8473,79300
processhacker/phnt,-1,-1,0,6.8,-1,-1,2886,32702
probonopd/linuxdeployqt,-1,-1,-1,4.3,-1,-1,435,2240
private-octopus/picoquic,-1,-1,-1,6.8,-1,-1,12139,78504
prideout/par,-1,-1,-1,5.9,-1,-1,4428,26430
preshing/junction,-1,-1,-1,6.1,-1,-1,1144,5513
praydog/REFramework,-1,-1,-1,5.1,-1,-1,30585,227463
praveen-palanisamy/multiple-object-tracking-lidar,-1,-1,-1,6.2,-1,-1,343,1104
prampec/IotWebConf,-1,0,-1,5.2,-1,-1,833,3496
powervr-graphics/Native_SDK,-1,15,-1,5.2,-1,-1,40691,259193
positive-security/send-my,-1,-1,-1,5.7,-1,-1,439,1985
polarphp/polarphp,-1,-1,-1,5.2,-1,-1,180471,655700
pocl/pocl,-1,-1,-1,6.7,-1,-1,22301,124744
pmq20/node-packer,-1,-1,6,2.8,-1,-1,491878,2498902
pmodels/mpich,-1,-1,-1,7.9,-1,-1,66499,400559
plv8/plv8,-1,-1,-1,6.3,-1,-1,521,29490
plasma-umass/coz,-1,-1,-1,6.1,-1,-1,109758,194903
planetbeing/xpwn,-1,0,-1,5.6,-1,-1,157124,155245
planck-repl/planck,-1,-1,-1,5.1,-1,-1,448,6857
pkelsey/libuinet,-1,0,-1,6,-1,-1,359334,1215331
pit-ray/win-vind,-1,-1,-1,5.5,-1,-1,9562,50751
pingcap/tiflash,-1,-1,-1,8.2,-1,-1,76499,456238
pimoroni/pimoroni-pico,-1,0,-1,6.4,-1,-1,8247,96695
picotorrent/picotorrent,-1,-1,-1,6.2,-1,-1,542,15858
picoruby/prk_firmware,-1,0,-1,5.3,-1,-1,321,2008
pico-coder/sigrok-pico,-1,-1,-1,6.1,-1,-1,533,942
pi-hole/FTL,-1,-1,-1,7.3,-1,-1,107043,253630
phpv8/v8js,-1,0,-1,7,-1,-1,1149,4222
php-memcached-dev/php-memcached,-1,0,-1,6,-1,-1,840,5866
php-ds/ext-ds,-1,0,-1,5.1,-1,-1,334,8733
php-amqp/php-amqp,-1,0,-1,5.5,-1,-1,1477,5922
phoboslab/JavaScriptCore-iOS,-1,0,-1,6,-1,-1,72445,254466
phisko/kengine,-1,-1,0,5.9,-1,-1,5462,21072
phaistos-networks/TANK,-1,-1,-1,5,-1,-1,28700,150673
pgbouncer/pgbouncer,-1,0,-1,7.1,-1,-1,3994,26734
peter-winter/ctpg,-1,-1,-1,5.5,-1,-1,39,5484
personalrobotics/OpenChisel,-1,-1,-1,6,-1,-1,1040,4188
perone/euclidesdb,-1,-1,-1,4.2,-1,-1,3006,17827
performous/performous,-1,-1,-1,6.6,-1,-1,2090,19293
peng-zhihui/OpenHeat,-1,-1,-1,6,-1,-1,41829,396214
peng-zhihui/ESP32-PicoDK,-1,-1,-1,6,-1,-1,39194,270920
peng-zhihui/Ctrl-FOC-Lite,-1,-1,-1,6,-1,-1,33146,56366
pegasusTrader/PandoraTrader,-1,0,-1,4.9,-1,-1,10779,12344
pbatard/libwdi,-1,0,-1,5.5,-1,-1,2890,17011
pavel-odintsov/fastnetmon,-1,-1,-1,7.3,-1,-1,7084,40767
pauldreik/rdfind,-1,0,-1,5.1,-1,-1,538,1686
patrikhuber/eos,-1,-1,-1,5.7,-1,-1,5543,10922
patrikhuber/4dface,-1,-1,-1,5.5,-1,-1,144,314
patr0nus/DeskGap,-1,-1,-1,4.6,-1,-1,159,4763
papyros/papyros-shell,-1,-1,-1,6.4,-1,-1,2233,8238
paolo-projects/auto-unlocker,-1,0,-1,5.8,-1,-1,321,4481
pantor/inja,-1,0,0,4.7,-1,-1,4997,28859
paceholder/nodeeditor,-1,-1,-1,5.3,-1,-1,750,8036
p4lang/p4c,-1,-1,-1,7.5,-1,-1,22590,117220
p-ranav/tabulate,-1,0,0,7.3,-1,-1,2280,13671
p-ranav/indicators,-1,0,0,7.8,-1,-1,528,6160
oxygine/oxygine-framework,-1,-1,-1,5.2,-1,-1,24513,95139
owncloud/client,-1,-1,-1,7.3,-1,-1,21953,75265
