repo, scan-build-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
sewenew/redis-plus-plus,-1,-1,5.7,-1,-1,4233,23761
sevagh/pitch-detection,-1,-1,3.7,-1,-1,64,1755
serge-rgb/milton,-1,-1,3.8,-1,-1,52640,257732
seqan/seqan,-1,-1,5.8,-1,-1,159062,349883
senlinuc/caffe_ocr,-1,-1,1.9,-1,-1,82048,355529
sektioneins/suhosin,-1,-1,4.1,-1,-1,1312,7102
sekigon-gonnoc/Pico-PIO-USB,-1,-1,6.3,-1,-1,412,3475
sebbbi/OffsetAllocator,-1,-1,4.1,-1,-1,84,615
sebastianbiallas/ht,-1,-1,4.3,-1,-1,19720,112162
seahorn/seahorn,-1,0,4.4,-1,-1,11093,181487
sdima1357/esp32_usb_soft_host,-1,-1,4.4,-1,-1,304,1760
sddm/sddm,-1,-1,5.7,-1,-1,2807,8425
scrt/avcleaner,-1,-1,3.7,-1,-1,741,5194
scottdraves/electricsheep,-1,-1,3.2,-1,-1,65194,195811
scottcgi/Mojoc,-1,-1,2.6,-1,-1,14983,44646
scorpion-26/gBar,-1,-1,5.6,-1,-1,329,6427
scipr-lab/libsnark,-1,-1,3.6,-1,-1,8690,37305
schwittlick/ofxDarknet,-1,-1,2.4,-1,-1,2109,10026
schrodinger/pymol-open-source,-1,-1,5.8,-1,-1,34156,511095
schreibfaul1/ESP32-audioI2S,-1,-1,6.4,-1,-1,5869,25913
sched-ext/scx,-1,-1,6.7,-1,-1,4148,134932
scanner-research/scanner,-1,-1,2.1,-1,-1,12704,36784
scanmem/scanmem,-1,-1,4.5,-1,-1,1321,5247
savoirfairelinux/opendht,-1,214,5.8,-1,-1,5087,25091
saturneric/GpgFrontend,-1,-1,6.7,-1,-1,15910,26838
satori-com/tcpkali,-1,0,-1,-1,-1,9032,38176
sass/sassc,-1,-1,4.2,-1,-1,204,779
sarah-walker-pcem/pcem,-1,-1,4.6,-1,-1,19995,242685
saprykin/plibsys,-1,-1,5.5,-1,-1,10309,26215
samtools/samtools,-1,-1,6.7,-1,-1,5413,33778
samtools/bcftools,-1,-1,5.5,-1,-1,7929,68332
samhocevar/portable-file-dialogs,-1,0,4.5,-1,-1,228,1560
samdmarshall/SDMMobileDevice,-1,-1,3.5,-1,-1,86895,252356
sam-astro/Astro8-Computer,-1,-1,2,-1,-1,1913,5020
sakura-editor/sakura,-1,-1,4.5,-1,-1,47532,140228
sair-lab/AirVO,-1,-1,6.1,-1,-1,1777,10066
sainnhe/caj2pdf-qt,-1,-1,3.9,-1,-1,277,494
sailing-pmls/bosen,-1,-1,4.4,-1,-1,22769,75360
sagemathinc/cowasm,-1,-1,1.9,-1,-1,11923,47751
s9xie/hed,-1,-1,2.2,-1,-1,11499,52928
rusty1s/pytorch_cluster,-1,-1,5.1,-1,-1,722,2076
rusefi/rusefi,-1,2,2.8,-1,-1,335352,587671
rumpkernel/rumprun,-1,0,5.1,-1,-1,5410,17969
rubengooj/pl-slam,-1,-1,4.4,-1,-1,4078,12063
rttrorg/rttr,-1,-1,4.3,-1,-1,27927,80054
rtlabs-com/p-net,-1,-1,4.7,-1,-1,15272,45752
rst-tu-dortmund/teb_local_planner,-1,-1,5.5,-1,-1,5935,8264
rst-tu-dortmund/mpc_local_planner,-1,-1,4.5,-1,-1,1982,4204
rspatial/terra,-1,-1,5.9,-1,-1,9228,44036
rsasaki0109/lidarslam_ros2,-1,-1,5.5,-1,-1,62,1326
rpng/R-VIO,-1,-1,4.4,-1,-1,530,2010
rpm-software-management/rpm,-1,-1,5,-1,-1,11792,64872
rozniak/xfce-winxp-tc,-1,-1,6.2,-1,-1,4338,23606
royshil/SfM-Toy-Library,-1,-1,3.5,-1,-1,1990,4694
royhills/arp-scan,-1,-1,4.8,-1,-1,1718,3209
ros2/ros1_bridge,-1,-1,5.3,-1,-1,492,3202
ros2/rclcpp,-1,-1,6.1,-1,-1,20261,74874
ros2/examples,-1,-1,5.7,-1,-1,1050,3123
ros2/demos,-1,0,5.8,-1,-1,2707,7283
ros/ros_tutorials,-1,-1,4.2,-1,-1,1116,1488
ros-visualization/rviz,-1,-1,5.8,-1,-1,15453,44014
ros-simulation/gazebo_ros_pkgs,-1,-1,4.9,-1,-1,4663,13230
ros-planning/navigation,-1,-1,4.9,-1,-1,11153,21682
ros-perception/vision_opencv,-1,-1,6.6,-1,-1,1105,3539
ros-perception/slam_gmapping,-1,-1,4.1,-1,-1,289,846
ros-perception/perception_pcl,-1,-1,6.2,-1,-1,5086,8379
ros-perception/image_pipeline,-1,-1,6.6,-1,-1,3441,7297
ros-navigation/navigation2,-1,-1,6.1,-1,-1,33326,92721
ros-industrial/universal_robot,-1,-1,5.4,-1,-1,402,1440
ros-industrial/industrial_training,-1,-1,5,-1,-1,4862,25241
ros-drivers/velodyne,-1,-1,4.9,-1,-1,1358,3223
ros-drivers/usb_cam,-1,-1,5.5,-1,-1,1385,2660
ros-drivers/rosserial,-1,-1,4.6,-1,-1,3392,6578
ros-controls/ros_controllers,-1,-1,4.9,-1,-1,6640,13398
ros-controls/ros_control,-1,-1,4.6,-1,-1,6224,12353
ros-controls/ros2_control,-1,-1,6.8,-1,-1,5893,28312
rorywalsh/cabbage,-1,-1,4.4,-1,-1,41840,271433
roq-trading/roq-api,-1,-1,6.2,-1,-1,770,9304
ropfuscator/ropfuscator,-1,-1,4.3,-1,-1,974,9609
rootless-containers/slirp4netns,-1,14,6,-1,-1,325,4522
root-project/cling,-1,-1,4,-1,-1,13537,34058
romange/helio,-1,-1,6.9,-1,-1,7838,31228
rollbear/trompeloeil,-1,0,5.9,-1,-1,1582,17713
rokups/ImNodes,-1,-1,4.5,-1,-1,291,1342
rohit-px2/nvui,-1,-1,3.8,-1,-1,913,10092
rogerclarkmelbourne/Arduino_STM32,-1,-1,4.5,-1,-1,74303,114789
rocky/remake,-1,-1,4.6,-1,-1,11871,38722
rockowitz/ddcutil,-1,-1,6.5,-1,-1,20968,67972
rockkingjy/OpenTracker,-1,-1,4.1,-1,-1,17159,49137
rockchip-linux/mpp,-1,-1,4.4,-1,-1,29291,202271
rockchip-linux/kernel,-1,-1,4.3,-1,-1,3381030,18435179
roboticslibrary/rl,-1,0,4.2,-1,-1,17122,62329
robopeak/rplidar_ros,-1,-1,4.3,-1,-1,1607,6413
robomechanics/quad-sdk,-1,-1,6.6,-1,-1,31726,230470
robiot/xclicker,-1,-1,4.3,-1,-1,229,1117
robbert-vdh/yabridge,-1,-1,4.2,-1,-1,17138,28906
rncbc/qtractor,-1,-1,6.2,-1,-1,23785,120284
rmsalinas/fbow,-1,-1,3.5,-1,-1,1241,4252
rmsalinas/DBow3,-1,-1,4.4,-1,-1,1830,5152
rlguy/GridFluidSim3D,-1,-1,4.4,-1,-1,4258,26931
rlguy/Blender-FLIP-Fluids,-1,-1,3.6,-1,-1,29659,151073
rizinorg/rz-ghidra,-1,-1,4.2,-1,-1,459,8184
rivermoonlight/gobbledegook,-1,-1,4.4,-1,-1,3794,4484
risinek/esp32-wifi-penetration-tool,-1,-1,3.5,-1,-1,963,1654
riscv-software-src/riscv-tests,-1,-1,5.9,-1,-1,1532,15254
riscv-software-src/riscv-pk,-1,-1,6,-1,-1,11752,27981
riscv-collab/riscv-gnu-toolchain,-1,-1,6.1,-1,-1,68194,102737
rime/ibus-rime,-1,-1,4.5,-1,-1,31,754
rilian-la-te/vala-panel-appmenu,-1,-1,5.3,-1,-1,1901,10246
richgel999/lzham_codec,-1,-1,4.3,-1,-1,857,15988
ricardoquesada/bluepad32,-1,-1,4.5,-1,-1,4618,21656
rflynn/imgmin,-1,-1,4.5,-1,-1,267,1251
rewardone/OSCPRepo,-1,-1,3.2,-1,-1,40817,275901
revng/revng,-1,-1,5.6,-1,-1,12436,75788
reverbrain/elliptics,-1,-1,4.6,-1,-1,6133,34805
retronx-team/sys-clk,-1,-1,3.6,-1,-1,10183,41143
rescrv/libmacaroons,-1,-1,4.5,-1,-1,1055,5063
rescrv/HyperDex,-1,-1,4.4,-1,-1,9643,53946
renatoGarcia/icecream-cpp,-1,0,4.5,-1,-1,1438,16607
reinterpretcat/utymap,-1,-1,2.1,-1,-1,7339,36714
redcode/Z80,-1,-1,5.3,-1,-1,1412,2400
redboltz/mqtt_cpp,-1,-1,4.5,-1,-1,9162,71700
recp/cglm,-1,12,6.3,-1,-1,16814,34756
reaper-oss/sws,-1,-1,5,-1,-1,14556,101891
rdiankov/openrave,-1,-1,5.7,-1,-1,159905,581214
rdesktop/rdesktop,-1,-1,3.4,-1,-1,3421,33282
rcaelers/workrave,-1,-1,5.6,-1,-1,13606,73113
rbei-etas/busmaster,-1,-1,2.5,-1,-1,154930,263785
rbdl/rbdl,-1,-1,4.6,-1,-1,12995,42287
rbaron/b-parasite,-1,-1,6.1,-1,-1,163,1429
raysan5/raygui,-1,-1,6.6,-1,-1,2704,13746
raulmur/ORB_SLAM,-1,-1,4.3,-1,-1,6390,20391
ratwithacompiler/OBS-captions-plugin,-1,-1,3.7,-1,-1,1770,9870
rathena/rathena,-1,114,5.5,-1,-1,48200,303818
raspberrypi/tools,-1,-1,2.3,-1,-1,282881,732185
raspberrypi/picotool,-1,-1,5,-1,-1,235,3738
raspberrypi/pico-tflmicro,-1,-1,4.6,-1,-1,37853,173763
raspberrypi/pico-extras,-1,-1,4.8,-1,-1,1798,10042
raspberrypi/pico-examples,-1,-1,5.5,-1,-1,3527,19892
raspberrypi/debugprobe,-1,-1,3.3,-1,-1,936,1504
rapidsai/rmm,-1,-1,7.6,-1,-1,7472,10612
rapidfuzz/RapidFuzz,-1,-1,6.7,-1,-1,208,7484
rapid7/metasploit-payloads,-1,8,7,-1,-1,54380,348245
rangaofei/SSokit-qmake,-1,-1,3.5,-1,-1,555,7062
randombit/botan,-1,-1,8.8,-1,-1,42795,166616
rampageX/firmware-mod-kit,-1,-1,3.5,-1,-1,24153,318279
radareorg/iaito,-1,-1,5.2,-1,-1,3510,40296
ra3xdh/qucs_s,-1,-1,5.5,-1,-1,21788,92245
r57zone/Half-Life-Alyx-novr,-1,-1,3.1,-1,-1,2186,10988
r0ysue/AndroidFridaBeginnersBook,-1,-1,1.9,-1,-1,75456,688744
r-lyeh-archived/bundle,-1,-1,4.1,-1,-1,27947,232185
quixdb/squash,-1,-1,4.8,-1,-1,4682,16287
quiniouben/vban,-1,-1,4.6,-1,-1,472,2506
quiet/quiet-lwip,-1,-1,4.3,-1,-1,12834,30367
quiet/quiet,-1,-1,4.4,-1,-1,1010,3831
quassel/quassel,-1,0,5.1,-1,-1,32676,103656
qtfreet00/AntiFrida,-1,-1,3.6,-1,-1,34,217
qt/qtbase,-1,0,4.3,-1,-1,595086,2512616
qpdf/qpdf,-1,434,6.2,-1,-1,9811,61894
qixianyu-buaa/EigenChineseDocument,-1,1,3.8,-1,-1,1696,1516
qicosmos/ormpp,-1,0,6.4,-1,-1,94051,201439
qiayuanl/legged_control,-1,-1,3.8,-1,-1,1274,4023
qca/open-ath9k-htc-firmware,-1,-1,4.4,-1,-1,19541,38489
qboticslabs/mastering_ros,-1,-1,1.8,-1,-1,2268,9482
pytorch/cpuinfo,-1,-1,6,-1,-1,6186,297662
pwsafe/pwsafe,-1,-1,7.6,-1,-1,31360,162970
pwmt/zathura,-1,-1,4.2,-1,-1,3260,13017
pushrax/OpenVR-SpaceCalibrator,-1,-1,2.6,-1,-1,32044,122912
pulseaudio/pulseaudio,-1,-1,4.7,-1,-1,23924,157560
pulp-platform/pulpino,-1,-1,4.1,-1,-1,17678,58810
ptrkrysik/gr-gsm,-1,-1,4.3,-1,-1,6054,12044
psycha0s/airwave,-1,-1,3.6,-1,-1,1580,12039
pspdev/pspsdk,-1,-1,7.1,-1,-1,15649,36369
psi4/psi4,-1,0,6.9,-1,-1,131578,419674
pschatzmann/ESP32-A2DP,-1,-1,5.6,-1,-1,825,79537
protocolbuffers/upb,-1,0,5.1,-1,-1,13473,52698
projectchrono/chrono,-1,0,5.3,-1,-1,160430,504618
projectNe10/Ne10,-1,-1,4.9,-1,-1,9226,29689
project64/project64,-1,-1,4.9,-1,-1,69023,503842
profanity-im/profanity,-1,-1,5.8,-1,-1,8792,79030
probonopd/linuxdeployqt,-1,-1,3.9,-1,-1,436,2265
private-octopus/picoquic,-1,-1,6.7,-1,-1,15001,91868
princeton-vl/DPVO,-1,-1,4.1,-1,-1,2823,14478
prideout/par,-1,-1,3.7,-1,-1,4428,26430
preshing/junction,-1,-1,4.1,-1,-1,1144,5513
praydog/REFramework,-1,-1,5.1,-1,-1,31190,308554
praveen-palanisamy/multiple-object-tracking-lidar,-1,-1,4.1,-1,-1,343,1104
prampec/IotWebConf,-1,-1,4.6,-1,-1,833,3496
pradeep-pyro/tinynurbs,-1,46,4.8,-1,-1,1584,13228
praat/praat,-1,-1,3.9,-1,-1,408772,1507399
ppogg/YOLOv5-Lite,-1,-1,1.5,-1,-1,6644,19148
positive-security/send-my,-1,-1,3.5,-1,-1,439,1985
portapack-mayhem/mayhem-firmware,-1,-1,5.4,-1,-1,147546,374832
polyfem/polyfem,-1,-1,6,-1,-1,10725,88923
polarphp/polarphp,-1,-1,3.3,-1,-1,180471,655700
pmq20/node-packer,-1,6,1.7,-1,-1,491878,2498902
pmp-library/pmp-library,-1,96,5.1,-1,-1,101615,469578
pmodels/mpich,-1,-1,7,-1,-1,68798,421185
plowteam/donut,-1,-1,3.6,-1,-1,8312,58336
plasma-umass/coz,-1,-1,5.1,-1,-1,109758,194901
plasma-umass/ChatDBG,-1,-1,5.9,-1,-1,4235,18550
planetbeing/xpwn,-1,-1,3.2,-1,-1,157124,155246
planck-repl/planck,-1,-1,4.3,-1,-1,448,6842
pkelsey/libuinet,-1,-1,3.8,-1,-1,359334,1215331
pjrambo/VINS-Fusion-gpu,-1,-1,4.1,-1,-1,5204,23165
pixpark/gpupixel,-1,-1,3.9,-1,-1,14578,118868
pit-ray/win-vind,-1,-1,5.2,-1,-1,2547,37968
pingcap/tiflash,-1,-1,7.4,-1,-1,80209,755464
pimoroni/pimoroni-pico,-1,-1,5.6,-1,-1,11150,105787
pigpigyyy/Yuescript,-1,-1,4.7,-1,-1,12971,79506
pierotofy/OpenSplat,-1,-1,6.9,-1,-1,125,3726
picotorrent/picotorrent,-1,-1,4.8,-1,-1,546,16024
picoruby/prk_firmware,-1,-1,3.7,-1,-1,312,1940
pico-coder/sigrok-pico,-1,-1,3.5,-1,-1,533,942
pi-hole/FTL,-1,-1,6.9,-1,-1,108116,257598
phpv8/v8js,-1,-1,4.3,-1,-1,1149,4222
php-memcached-dev/php-memcached,-1,-1,5,-1,-1,840,5866
php-ds/ext-ds,-1,-1,4.5,-1,-1,334,8767
php-amqp/php-amqp,-1,-1,4.7,-1,-1,1334,7311
phoboslab/JavaScriptCore-iOS,-1,-1,3.9,-1,-1,72445,254466
phisko/kengine,-1,0,4.1,-1,-1,5462,21072
philj56/tofi,-1,-1,4.3,-1,-1,1024,6952
phaistos-networks/TANK,-1,-1,2.2,-1,-1,28700,150673
pgroonga/pgroonga,-1,-1,6.5,-1,-1,797,24759
pgbouncer/pgbouncer,-1,-1,5.7,-1,-1,4968,28757
pgbackrest/pgbackrest,-1,-1,5.8,-1,-1,28005,117231
pgRouting/pgrouting,-1,-1,7.5,-1,-1,12213,33534
pezcode/Cluster,-1,-1,3.8,-1,-1,238,2605
petersalomonsen/wasm-git,-1,-1,4.7,-1,-1,358,1503
peter-winter/ctpg,-1,-1,4.6,-1,-1,39,5515
personalrobotics/OpenChisel,-1,-1,4.1,-1,-1,1040,4189
perone/euclidesdb,-1,-1,1.8,-1,-1,3006,17827
performous/performous,-1,-1,6.6,-1,-1,2079,19874
peng-zhihui/OpenHeat,-1,-1,3.8,-1,-1,41829,396214
peng-zhihui/ESP32-PicoDK,-1,-1,3.8,-1,-1,39194,270920
peng-zhihui/Ctrl-FOC-Lite,-1,-1,3.8,-1,-1,33146,56366
pegasusTrader/PandoraTrader,-1,-1,1.9,-1,-1,15091,40291
pbatard/libwdi,-1,-1,5,-1,-1,2894,17292
paxo-phone/PaxOS-8,-1,-1,2.1,-1,-1,379188,1329017
pavel-odintsov/fastnetmon,-1,-1,5.7,-1,-1,7953,46770
patrikhuber/eos,-1,-1,3.9,-1,-1,5543,10922
patrikhuber/4dface,-1,-1,3.5,-1,-1,144,314
papyros/papyros-shell,-1,-1,4.4,-1,-1,2233,8238
paolostivanin/OTPClient,-1,-1,7.7,-1,-1,117,7539
paolo-projects/auto-unlocker,-1,-1,4,-1,-1,317,4428
pantor/inja,-1,4,4.1,-1,-1,4997,28865
pal-robotics/aruco_ros,-1,-1,5.2,-1,-1,2999,13409
paceholder/nodeeditor,-1,-1,4.5,-1,-1,750,8054
p4lang/p4c,-1,-1,7.1,-1,-1,26313,162832
p-ranav/tabulate,-1,0,6.2,-1,-1,2282,13933
p-ranav/indicators,-1,0,5,-1,-1,528,6172
p-ranav/csv2,-1,0,5.2,-1,-1,1656,8219
oxygine/oxygine-framework,-1,-1,2.6,-1,-1,24513,95139
owncloud/client,-1,-1,7.6,-1,-1,14492,57503
ovn-org/ovn,-1,-1,5.6,-1,-1,12911,87574
ouster-lidar/ouster_example,-1,65,5.4,-1,-1,10309,31703
otland/forgottenserver,-1,-1,6.5,-1,-1,3166,68391
osxmidi/LinVst,-1,-1,3.7,-1,-1,1388,8152
osxfuse/sshfs,-1,-1,3.7,-1,-1,347,4770
ostreedev/ostree,-1,-1,6.4,-1,-1,19132,64300
ossia/score,-1,76,5.7,-1,-1,27243,280124
osrf/car_demo,-1,-1,3.9,-1,-1,313,934
osmocom/rtl-sdr,-1,-1,4.6,-1,-1,2020,9369
osmcode/osmium-tool,-1,-1,4.4,-1,-1,5687,34591
osmcode/libosmium,-1,-1,4.8,-1,-1,13086,52685
osm2pgsql-dev/osm2pgsql,-1,-1,6.9,-1,-1,21831,85616
orocos/orocos_kinematics_dynamics,-1,-1,5.1,-1,-1,9578,19436
ori-drs/allan_variance_ros,-1,-1,4.6,-1,-1,45,450
oreillymedia/Learning-OpenCV-3_examples,-1,-1,3.3,-1,-1,1382,5776
orbitersim/orbiter,-1,-1,5.2,-1,-1,101794,359225
oransel/node-talib,-1,-1,4.1,-1,-1,29582,87574
openzfsonwindows/ZFSin,-1,-1,4.2,-1,-1,96429,323937
openzfsonosx/zfs,-1,-1,3.6,-1,-1,84689,302127
openxrlab/xrslam,-1,0,5.6,-1,-1,7620,39768
openxrlab/xrnerf,-1,-1,5.4,-1,-1,48693,230142
openxla/xla,-1,-1,6,-1,-1,161216,916394
openwrt/mt76,-1,-1,5.1,-1,-1,2876,85177
openvehicles/Open-Vehicle-Monitoring-System-3,-1,-1,7.6,-1,-1,128940,387468
opensim-org/opensim-core,-1,0,6.1,-1,-1,125352,241891
openscenegraph/OpenSceneGraph,-1,-1,5.1,-1,-1,59738,418739
openppl-public/ppl.cv,-1,-1,5.3,-1,-1,49473,128755
openmv/openmv,-1,-1,4.7,-1,-1,689358,1449644
openmultiplayer/open.mp,-1,-1,6.2,-1,-1,4036,45906
openmm/openmm,-1,-1,5.7,-1,-1,84789,268741
openldap/openldap,-1,-1,6.2,-1,-1,49694,337574
opengm/opengm,-1,-1,5.2,-1,-1,19749,115629
openglsuperbible/sb7code,-1,-1,3.8,-1,-1,9438,60941
openglredbook/examples,-1,-1,3.8,-1,-1,9589,64421
opengl-tutorials/ogl,-1,0,2.3,-1,-1,102512,359501
opengisch/QField,-1,-1,6.7,-1,-1,8497,37477
opengauss-mirror/openGauss-server,-1,-1,3.4,-1,-1,528092,1707666
openfheorg/openfhe-development,-1,-1,6.2,-1,-1,42635,83425
openconnect/openconnect,-1,-1,4.4,-1,-1,4364,30952
opencog/atomspace,-1,-1,6.2,-1,-1,23859,40729
openblack/openblack,-1,-1,5.3,-1,-1,8941,95622
openappsec/openappsec,-1,-1,5.8,-1,-1,23613,170597
openai/procgen,-1,-1,3.3,-1,-1,200,8452
openSUSE/libsolv,-1,-1,5.8,-1,-1,6776,71330
open-watcom/open-watcom-v2,-1,-1,4.1,-1,-1,620123,2182598
open-obfuscator/o-mvll,-1,-1,5.5,-1,-1,639,4370
open-license-manager/licensecc,-1,-1,4.1,-1,-1,2308,7071
onqtam/rcrl,-1,-1,4.4,-1,-1,155,984
onnx/onnx-tensorrt,-1,-1,6.2,-1,-1,3061,16746
onnx/onnx-mlir,-1,-1,7.8,-1,-1,25531,75292
onlytailei/CppRobotics,-1,-1,3.7,-1,-1,335,3163
oneapi-src/oneMKL,-1,0,9.3,-1,-1,23222,202408
oneapi-src/oneDNN,-1,0,8.6,-1,-1,144170,1015065
oneapi-src/oneDAL,-1,-1,9.3,-1,-1,116006,270326
oneapi-src/oneAPI-samples,-1,-1,6,-1,-1,128535,344872
omnirom/android_bootable_recovery,-1,-1,1.9,-1,-1,37888,166389
olikraus/u8glib,-1,-1,4.1,-1,-1,31830,222930
olav-st/screencloud,-1,-1,3.9,-1,-1,2247,9817
okdshin/PicoSHA2,-1,0,4.8,-1,-1,24,582
okbob/pspg,-1,49,5.6,-1,-1,2492,23490
ofiwg/libfabric,-1,-1,6.5,-1,-1,77061,357274
oetiker/rrdtool-1.x,-1,-1,4.7,-1,-1,6102,39300
odygrd/quill,-1,0,5.2,-1,-1,6084,40293
octobanana/peaclock,-1,-1,4.4,-1,-1,365,10059
octobanana/fltrdr,-1,-1,4.4,-1,-1,313,7991
oclint/oclint,-1,-1,3.8,-1,-1,484,21868
oceanbase/miniob,-1,-1,7.1,-1,-1,10794,37933
occ-ai/obs-backgroundremoval,-1,-1,5.9,-1,-1,207,2257
obsproject/obs-websocket,-1,-1,5.4,-1,-1,5375,8568
obsproject/obs-browser,-1,-1,4.9,-1,-1,466,4966
o0o0o0o0o0o0o/image-processing-from-scratch,-1,0,4.4,-1,-1,40591,177529
nxrighthere/ENet-CSharp,-1,0,3.8,-1,-1,163,3808
nxp-imx/mfgtools,-1,-1,4.6,-1,-1,1654,9893
nvpro-samples/vk_raytracing_tutorial_KHR,-1,-1,5.2,-1,-1,5616,17039
nvpro-samples/vk_raytrace,-1,-1,4.6,-1,-1,1059,2905
nvpro-samples/vk_mini_path_tracer,-1,-1,4.1,-1,-1,1775,5288
nvpro-samples/optix_advanced_samples,-1,-1,3.5,-1,-1,20080,124480
nvpro-samples/gl_occlusion_culling,-1,-1,4.4,-1,-1,333,2772
nvidia-isaac/nvblox,-1,-1,6,-1,-1,10165,31310
numberwolf/h265web.js,-1,-1,0.7,-1,-1,153308,1083903
nu774/qaac,-1,-1,3.5,-1,-1,37049,81220
ntop/nDPI,-1,-1,6.3,-1,-1,27518,118363
ntnu-arl/gbplanner_ros,-1,-1,4.3,-1,-1,1483,14473
nsntrace/nsntrace,-1,-1,4,-1,-1,332,971
nrk/phpiredis,-1,-1,4.1,-1,-1,56,967
nrfconnect/sdk-nrf,-1,-1,5.1,-1,-1,155760,654905
nowrep/obs-vkcapture,-1,-1,5.4,-1,-1,486,5274
notomorrow/hyperion-engine,-1,-1,3.2,-1,-1,24570,137598
notandy/ympd,-1,-1,4.2,-1,-1,502,5470
norlab-ulaval/libpointmatcher,-1,-1,4.9,-1,-1,14172,40819
nodejs/node-addon-examples,-1,-1,7.2,-1,-1,533,4332
nodejs/nan,-1,0,6.9,-1,-1,820,9250
node-webrtc/node-webrtc,-1,-1,5.6,-1,-1,1145,8678
node-on-mobile/node-on-android,-1,-1,3.2,-1,-1,17622,38741
nobleo/rviz_satellite,-1,-1,5,-1,-1,249,1126
nobleo/full_coverage_path_planner,-1,-1,4.8,-1,-1,602,1542
nnstreamer/nnstreamer,-1,-1,7.7,-1,-1,23930,82366
nmslib/nmslib,-1,-1,2.7,-1,-1,6239,30149
nmoehrle/mvs-texturing,-1,-1,5.5,-1,-1,759,4296
nmikhailov/Validity90,-1,-1,4.3,-1,-1,13089,49101
nm-l2tp/NetworkManager-l2tp,-1,-1,6.3,-1,-1,1812,11009
nladuo/captcha-break,-1,-1,4.3,-1,-1,2159,6982
nkolban/esp32-snippets,-1,-1,4.6,-1,-1,13639,55785
nix-community/nixd,-1,-1,6.7,-1,-1,2289,13996
nitroshare/nitroshare-desktop,-1,-1,4.1,-1,-1,12792,16873
niqdev/ipcam-view,-1,-1,4.9,-1,-1,11681,29557
nillerusr/source-engine,-1,-1,3.8,-1,-1,722509,2700423
nihui/opencv-mobile,-1,-1,6.3,-1,-1,3159,30624
nihui/ncnn-android-yolov5,-1,-1,3.6,-1,-1,45,397
nigels-com/glew,-1,-1,5,-1,-1,420,3623
niessner/Matterport,-1,-1,2.4,-1,-1,52386,188584
nidium/Nidium,-1,-1,2,-1,-1,4686,48272
nicolasff/webdis,-1,-1,4.9,-1,-1,3208,16916
nickbnf/glogg,-1,-1,4.6,-1,-1,4355,13690
nholthaus/units,-1,-1,5.2,-1,-1,2091,5110
ngscopeclient/scopehal-apps,-1,-1,5.6,-1,-1,10136,26536
nfs-ganesha/nfs-ganesha,-1,77,5,-1,-1,70657,180266
nfc-tools/mfoc,-1,-1,4.8,-1,-1,586,2106
nfc-tools/mfcuk,-1,-1,4.3,-1,-1,1215,2428
nfc-tools/libnfc,-1,-1,4.7,-1,-1,6136,19650
newaetech/chipwhisperer,-1,-1,4.5,-1,-1,931229,2337245
newaetech/chipshouter-picoemp,-1,-1,3.5,-1,-1,39,575
nevermoe/unity_metadata_loader,-1,-1,4.2,-1,-1,8164,111757
neutrinolabs/xorgxrdp,-1,-1,7.3,-1,-1,2394,13422
netwarm007/GameEngineFromScratch,-1,-1,3,-1,-1,3603,58426
netheril96/securefs,-1,-1,4.8,-1,-1,256,14281
nest/nest-simulator,-1,-1,6.4,-1,-1,58457,119589
nepluno/libwetcloth,-1,-1,4.4,-1,-1,62406,274276
nem0/OpenFBX,-1,-1,5.4,-1,-1,12446,52729
nektra/Deviare2,-1,-1,1.9,-1,-1,70193,204699
ned14/outcome,-1,-1,4.7,-1,-1,9127,35766
ned14/llfio,-1,-1,4.4,-1,-1,23053,73349
ndrplz/self-driving-car,-1,4,2.1,-1,-1,63980,233966
ndilieto/uacme,-1,-1,4.8,-1,-1,1895,20251
ndevilla/iniparser,-1,-1,5.6,-1,-1,1289,2253
ncmpcpp/ncmpcpp,-1,-1,4.6,-1,-1,3334,24069
nccgroup/phantap,-1,-1,3.5,-1,-1,139,777
nauxliu/opencc4php,-1,-1,4.3,-1,-1,161,161
naturerobots/mesh_navigation,-1,-1,6.8,-1,-1,3556,6447
natanielruiz/android-yolo,-1,0,2.2,-1,-1,138068,638709
nasa/osal,-1,0,5.9,-1,-1,44433,37892
nasa/astrobee,-1,0,7,-1,-1,31820,119566
nanshihui/Scan-T,-1,-1,0,-1,-1,20681,86571
nanoporetech/dorado,-1,-1,5.4,-1,-1,5418,54299
nanocurrency/nano-node,-1,15,6.6,-1,-1,12481,146160
namazso/MagicSigner,-1,0,3.7,-1,-1,12,84
naev/naev,-1,-1,5.8,-1,-1,46914,126071
naelstrof/slop,-1,-1,5.1,-1,-1,465,3372
naelstrof/maim,-1,-1,6,-1,-1,181,2408
nRF24/RF24Mesh,-1,-1,6,-1,-1,618,1141
nCine/nCine,-1,-1,5,-1,-1,7286,111698
mysql/mysql-proxy,-1,-1,4.3,-1,-1,7918,27025
myscale/MyScaleDB,-1,-1,5.7,-1,-1,132090,1091038
myriadrf/LimeSuite,-1,0,3.9,-1,-1,7199,199152
mydumper/mydumper,-1,17,5.4,-1,-1,2583,14324
mummer4/mummer,-1,-1,3.7,-1,-1,13021,47504
mull-project/mull,-1,-1,4.8,-1,-1,10711,34687
muellerberndt/frida-detection,-1,-1,3.7,-1,-1,107,264
muellan/clipp,-1,0,4.3,-1,-1,2394,10253
