repo, scan-build-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
sundyCoder/DEye,-1,-1,2.5,-1,-1,201649,972675
sumeetchhetri/ffead-cpp,-1,-1,4.6,-1,-1,18648,107399
sultim-t/prboom-plus-rt,-1,-1,3.6,-1,-1,27413,103636
subsurface/subsurface,-1,-1,5.9,-1,-1,12524,97200
stuntrally/stuntrally,-1,-1,4.1,-1,-1,13167,71346
strongswan/strongswan,-1,-1,6.6,-1,-1,143420,407210
stream-labs/obs-studio-node,-1,-1,4.6,-1,-1,3653,36772
strawberrymusicplayer/strawberry,-1,-1,5.2,-1,-1,18589,97589
strato-emu/strato,-1,-1,6.1,-1,-1,9794,46665
strace/strace,-1,-1,6.7,-1,-1,31570,186127
stotko/stdgpu,-1,-1,5.2,-1,-1,4754,7937
storm-devs/storm-engine,-1,-1,4.1,-1,-1,20141,180338
storax/kubedoom,-1,-1,5.3,-1,-1,19774,65093
stoneatom/stonedb,-1,-1,3.9,-1,-1,573065,2176301
stolk/GPGOAP,-1,-1,3.5,-1,-1,83,437
stm32duino/Arduino_Core_STM32,-1,2,5.9,-1,-1,2427168,6040266
stlab/libraries,-1,-1,5.8,-1,-1,1496,14906
stevenlovegrove/Pangolin,-1,-1,6.2,-1,-1,12833,51076
stevengj/nlopt,-1,-1,5.3,-1,-1,8036,27763
steve-m/librtlsdr,-1,-1,4.8,-1,-1,2006,9381
steve-m/kalibrate-rtl,-1,-1,5.9,-1,-1,643,1746
stereolabs/zed-sdk,-1,-1,5.5,-1,-1,11855,63577
stereolabs/zed-ros-wrapper,-1,-1,5.6,-1,-1,856,5991
stellar/stellar-core,-1,-1,7.7,-1,-1,115433,393354
stella-cv/stella_vslam,-1,-1,5.7,-1,-1,12111,43597
steinbergmedia/vstgui,-1,-1,5.7,-1,-1,20552,134066
stefanocasazza/ULib,-1,-1,3.7,-1,-1,50742,212582
stefankueng/BowPad,-1,-1,4.1,-1,-1,10160,87518
stefanberger/swtpm,-1,-1,5.7,-1,-1,4006,18295
stdrc/modern-cmake-by-example,-1,-1,3.8,-1,-1,2,115
stawel/cheali-charger,-1,-1,4.7,-1,-1,31337,33720
stacksmashing/tamarin-firmware,-1,-1,4.5,-1,-1,308,1024
stacksmashing/pico-tpmsniffer,-1,-1,4.3,-1,-1,19,128
stack-of-tasks/pinocchio,-1,-1,6.6,-1,-1,9802,58977
stachenov/quazip,-1,-1,4.6,-1,-1,3319,10022
ssloy/tinyraycaster,-1,-1,4,-1,-1,1,400
ssloy/tinykaboom,-1,-1,3.3,-1,-1,1,153
srsran/srsRAN_4G,-1,-1,5.5,-1,-1,98995,823856
srl-freiburg/pedsim_ros,-1,-1,4.6,-1,-1,3281,5891
square/subzero,-1,-1,5.3,-1,-1,8950,49763
springzfx/point-cloud-annotation-tool,-1,-1,4.4,-1,-1,282,1578
spotify/sparkey,-1,16,5.4,-1,-1,1093,3895
sphinxsearch/sphinx,-1,54,3.5,-1,-1,13621,126486
spencer-project/spencer_people_tracking,-1,0,3.5,-1,-1,11264,25946
speedb-io/speedb,-1,-1,4.7,-1,-1,105853,480587
spacemeowx2/switch-lan-play,-1,-1,4.1,-1,-1,30884,76805
sourishg/stereo-calibration,-1,-1,3.9,-1,-1,3,382
soulsmods/ModEngine2,-1,-1,5.2,-1,-1,207,3009
souffle-lang/souffle,-1,0,6.1,-1,-1,22821,75548
sorayuki/obs-multi-rtmp,-1,-1,5,-1,-1,4160,19829
soramimi/Guitar,-1,-1,3.7,-1,-1,18118,133309
sonic-visualiser/sonic-visualiser,-1,-1,5.3,-1,-1,521,7018
songrun/SeamAwareDecimater,-1,-1,4.1,-1,-1,606,2242
solvespace/solvespace,-1,-1,5.6,-1,-1,4799,45839
solus-project/linux-steam-integration,-1,-1,4.7,-1,-1,1373,2695
solemnwarning/rehex,-1,-1,4.7,-1,-1,25100,99394
socketio/socket.io-client-cpp,-1,-1,4.5,-1,-1,808,6958
snyball/hawck,-1,-1,4.5,-1,-1,1937,5434
snort3/snort3,-1,-1,5.2,-1,-1,67773,336653
sniper00/moon,-1,-1,5.2,-1,-1,57988,193271
snes9xgit/snes9x,-1,-1,4.7,-1,-1,30794,249969
snakster/cpp.react,-1,-1,4.4,-1,-1,1546,6396
smilefacehh/LIO-SAM-DetailedNote,-1,-1,4.4,-1,-1,1071,2614
smfrpc/smf,-1,-1,3,-1,-1,651,5431
smackers/smack,-1,-1,4.5,-1,-1,3857,133854
sm0svx/svxlink,-1,-1,5.7,-1,-1,52551,72848
slembcke/Chipmunk2D,-1,-1,5,-1,-1,6295,29760
skywind3000/RenderHelp,-1,-1,4.5,-1,-1,279,1565
skywind3000/PyStand,-1,-1,4.5,-1,-1,78,344
skypjack/meta,-1,-1,4.2,-1,-1,1010,3204
skyjake/lagrange,-1,-1,5.8,-1,-1,9051,79816
skanti/Scan2CAD,-1,-1,4.3,-1,-1,2246,17429
simulationcraft/simc,-1,-1,5.9,-1,-1,27711,272712
simsong/bulk_extractor,-1,-1,4.9,-1,-1,5686,31408
simon987/sist2,-1,-1,4.4,-1,-1,187,12683
simit-lang/simit,-1,-1,4.6,-1,-1,12192,69493
silverf0x/RpcView,-1,-1,4.3,-1,-1,2557,13760
sikang/mpl_ros,-1,-1,4.4,-1,-1,663,5518
sigrokproject/pulseview,-1,0,5.1,-1,-1,7425,61387
signal11/hidapi,-1,-1,4.3,-1,-1,982,3708
sieren/Homepoint,-1,-1,3.6,-1,-1,5391,247739
sideeffects/SideFXLabs,-1,-1,5.6,-1,-1,1434,18278
shouxieai/tensorRT_Pro,-1,-1,0.6,-1,-1,74290,217042
shonumi/gbe-plus,-1,-1,5.2,-1,-1,17259,86989
shogun-toolbox/shogun,-1,-1,4.3,-1,-1,96461,251592
shmuelzon/esp32-ble2mqtt,-1,-1,4.2,-1,-1,267,6841
shiyanhui/libcsp,-1,-1,3.8,-1,-1,1414,5826
shiguredo/momo,-1,-1,5.2,-1,-1,4762,23413
shichaoy/cube_slam,-1,-1,3.4,-1,-1,10553,44032
shellinabox/shellinabox,-1,-1,3.9,-1,-1,1785,8729
sheepdog/sheepdog,-1,-1,5.1,-1,-1,6743,60033
shaoshengsong/DeepSORT,-1,-1,3.7,-1,-1,371,3233
shanteacontrols/OpenDeck,-1,-1,5.7,-1,-1,3170,22508
sfzhang15/RefineDet,-1,-1,2.7,-1,-1,16882,81434
sfzhang15/FaceBoxes,-1,-1,1.1,-1,-1,13433,70928
sfwa/ukf,-1,-1,4.7,-1,-1,1102,4972
sewenew/redis-plus-plus,-1,-1,5.7,-1,-1,4214,23731
sevagh/pitch-detection,-1,-1,4.3,-1,-1,64,1755
serge-rgb/milton,-1,197,3.8,-1,-1,52640,257732
seqan/seqan,-1,-1,6,-1,-1,159036,349889
senlinuc/caffe_ocr,-1,-1,1.9,-1,-1,82048,355529
sektioneins/suhosin,-1,-1,4.1,-1,-1,1312,7102
sekigon-gonnoc/Pico-PIO-USB,-1,-1,5.4,-1,-1,400,3214
secure-software-engineering/phasar,-1,-1,6.9,-1,-1,11746,59234
sebbbi/OffsetAllocator,-1,-1,4.1,-1,-1,84,615
seahorn/seahorn,-1,0,4.5,-1,-1,11093,181487
sddm/sddm,-1,-1,6.8,-1,-1,2807,8425
scrt/avcleaner,-1,-1,3.7,-1,-1,741,5194
scottdraves/electricsheep,-1,-1,4.2,-1,-1,65194,195811
scottcgi/Mojoc,-1,-1,2.9,-1,-1,14983,44646
scipr-lab/libsnark,-1,-1,3.6,-1,-1,8690,37305
schwittlick/ofxDarknet,-1,-1,2.4,-1,-1,2109,10026
schreibfaul1/ESP32-audioI2S,-1,-1,6.5,-1,-1,5806,25572
sched-ext/scx,-1,-1,6.7,-1,-1,2096,504953
scanner-research/scanner,-1,-1,2.1,-1,-1,12704,36784
scanmem/scanmem,-1,-1,4.2,-1,-1,1321,5247
satori-com/tcpkali,-1,-1,3.9,-1,-1,9032,38176
sass/sassc,-1,-1,4.3,-1,-1,204,779
sarah-walker-pcem/pcem,-1,-1,4,-1,-1,19995,242673
saprykin/plibsys,-1,-1,4.3,-1,-1,10307,26188
samtools/samtools,-1,-1,6.5,-1,-1,5312,33308
samtools/bcftools,-1,-1,5.6,-1,-1,7797,66994
samhocevar/portable-file-dialogs,-1,0,4.5,-1,-1,228,1560
samdmarshall/SDMMobileDevice,-1,-1,3.5,-1,-1,86895,252356
sam-astro/Astro8-Computer,-1,-1,2.1,-1,-1,1913,5020
sakura-editor/sakura,-1,-1,3.9,-1,-1,47527,140213
saitoha/libsixel,-1,-1,2.1,-1,-1,6651,27829
sair-lab/AirVO,-1,-1,5,-1,-1,1777,10066
sainnhe/caj2pdf-qt,-1,-1,3.9,-1,-1,277,494
sailing-pmls/bosen,-1,-1,4.4,-1,-1,22769,75360
sagemathinc/cowasm,-1,-1,2,-1,-1,11923,47751
s9xie/hed,-1,-1,2.2,-1,-1,11499,52928
rusty1s/pytorch_cluster,-1,-1,5.9,-1,-1,722,2076
rusefi/rusefi,-1,2,2.8,-1,-1,320600,552227
rumpkernel/rumprun,-1,0,5.1,-1,-1,5410,17969
rubengooj/pl-slam,-1,-1,4.4,-1,-1,4078,12063
rttrorg/rttr,-1,-1,4.3,-1,-1,27927,80054
rst-tu-dortmund/teb_local_planner,-1,-1,5.5,-1,-1,5935,8264
rst-tu-dortmund/mpc_local_planner,-1,-1,4.5,-1,-1,1982,4204
rspatial/terra,-1,-1,5.8,-1,-1,8824,43364
rsasaki0109/lidarslam_ros2,-1,-1,5,-1,-1,62,1290
rpng/R-VIO,-1,-1,4.4,-1,-1,530,2010
rpm-software-management/rpm,-1,-1,5,-1,-1,12062,67750
royshil/SfM-Toy-Library,-1,-1,3.5,-1,-1,1990,4694
royhills/arp-scan,-1,-1,5.6,-1,-1,1718,3209
ros2/rclcpp,-1,-1,6.3,-1,-1,19944,73827
ros2/examples,-1,-1,4.8,-1,-1,1050,3119
ros2/demos,-1,0,6,-1,-1,2705,7270
ros/ros_tutorials,-1,-1,4.2,-1,-1,1116,1488
ros-visualization/rviz,-1,-1,5,-1,-1,15449,43844
ros-simulation/gazebo_ros_pkgs,-1,-1,4.9,-1,-1,4662,13209
ros-planning/navigation2,-1,-1,6.1,-1,-1,31935,88283
ros-planning/navigation,-1,-1,4.9,-1,-1,11153,21682
ros-planning/moveit2,-1,-1,7.1,-1,-1,55168,144727
ros-planning/moveit,-1,-1,6.7,-1,-1,50295,121686
ros-perception/vision_opencv,-1,-1,4.6,-1,-1,1105,3539
ros-perception/slam_gmapping,-1,-1,4.1,-1,-1,289,846
ros-perception/image_pipeline,-1,-1,6.6,-1,-1,3439,7278
ros-industrial/universal_robot,-1,-1,5.2,-1,-1,401,1432
ros-drivers/velodyne,-1,-1,4.9,-1,-1,1358,3223
ros-drivers/usb_cam,-1,-1,5.8,-1,-1,323,1765
ros-drivers/rosserial,-1,-1,4.6,-1,-1,3392,6578
ros-controls/ros_controllers,-1,-1,5,-1,-1,6640,13398
ros-controls/ros_control,-1,-1,4.6,-1,-1,6224,12353
rorywalsh/cabbage,-1,-1,4.6,-1,-1,13840,129674
roq-trading/roq-api,-1,-1,6.2,-1,-1,780,9523
rootless-containers/slirp4netns,-1,14,6.1,-1,-1,324,4494
root-project/cling,-1,-1,4,-1,-1,13569,34065
rollbear/trompeloeil,-1,0,5.3,-1,-1,1580,17574
rokups/ImNodes,-1,-1,4.5,-1,-1,291,1342
rohit-px2/nvui,-1,-1,3.8,-1,-1,913,10092
rogerclarkmelbourne/Arduino_STM32,-1,-1,4.5,-1,-1,74300,114769
rocky/remake,-1,-1,4.6,-1,-1,11871,38722
rockowitz/ddcutil,-1,-1,6.5,-1,-1,20563,65773
rockkingjy/OpenTracker,-1,-1,4.1,-1,-1,17159,49137
rockchip-linux/kernel,-1,-1,4.3,-1,-1,3381030,18435179
roboticslibrary/rl,-1,0,5.2,-1,-1,17122,62329
robopeak/rplidar_ros,-1,-1,4.3,-1,-1,1607,6413
robomechanics/quad-sdk,-1,-1,6.4,-1,-1,31726,230470
robiot/xclicker,-1,-1,4.3,-1,-1,229,1117
robbert-vdh/yabridge,-1,-1,4.7,-1,-1,17132,28903
rncbc/qtractor,-1,-1,6.2,-1,-1,23771,120167
rmsalinas/fbow,-1,-1,3.5,-1,-1,1241,4252
rmsalinas/DBow3,-1,-1,4.4,-1,-1,1830,5152
rlguy/GridFluidSim3D,-1,-1,4.4,-1,-1,4258,26931
rlguy/Blender-FLIP-Fluids,-1,-1,4.7,-1,-1,29653,150796
rizinorg/rz-ghidra,-1,-1,4.6,-1,-1,451,8139
rivermoonlight/gobbledegook,-1,-1,4.4,-1,-1,3794,4484
risinek/esp32-wifi-penetration-tool,-1,-1,4,-1,-1,963,1654
riscv-software-src/riscv-tests,-1,-1,6.1,-1,-1,1532,15254
riscv-software-src/riscv-pk,-1,-1,4.9,-1,-1,11734,37256
riscv-collab/riscv-gnu-toolchain,-1,-1,6.2,-1,-1,68194,102737
rime/ibus-rime,-1,-1,4.1,-1,-1,31,754
rilian-la-te/vala-panel-appmenu,-1,-1,5.3,-1,-1,1901,10246
richgel999/lzham_codec,-1,-1,4.3,-1,-1,857,15988
rflynn/imgmin,-1,-1,4.5,-1,-1,267,1251
rewardone/OSCPRepo,-1,-1,3.2,-1,-1,40817,275901
revng/revng,-1,-1,5.6,-1,-1,12226,75900
reverbrain/elliptics,-1,-1,4.6,-1,-1,6133,34805
retronx-team/sys-clk,-1,-1,3.9,-1,-1,10183,41143
rescrv/libmacaroons,-1,-1,4.5,-1,-1,1055,5063
rescrv/HyperDex,-1,-1,4.4,-1,-1,9643,53946
renatoGarcia/icecream-cpp,-1,0,4.2,-1,-1,1380,17176
reinterpretcat/utymap,-1,-1,2.1,-1,-1,7339,36714
redboltz/mqtt_cpp,-1,-1,4.6,-1,-1,9162,71682
recp/cglm,-1,12,6.5,-1,-1,16467,34127
reaper-oss/sws,-1,-1,5.5,-1,-1,14558,101880
rdiankov/openrave,-1,-1,6.5,-1,-1,159905,581211
rdesktop/rdesktop,-1,-1,3.4,-1,-1,3421,33282
rcaelers/workrave,-1,-1,5.2,-1,-1,13579,72960
rbei-etas/busmaster,-1,-1,2.5,-1,-1,154930,263785
rbdl/rbdl,-1,-1,4.6,-1,-1,12995,42287
rbaron/b-parasite,-1,-1,5.2,-1,-1,161,1429
raysan5/raygui,-1,-1,6.6,-1,-1,2616,12935
raulmur/ORB_SLAM,-1,-1,4.3,-1,-1,6390,20391
ratwithacompiler/OBS-captions-plugin,-1,-1,3.7,-1,-1,1770,9870
rathena/rathena,-1,114,5.5,-1,-1,47762,300436
raspberrypi/tools,-1,-1,2.3,-1,-1,282881,732185
raspberrypi/picotool,-1,-1,5,-1,-1,235,3738
raspberrypi/pico-tflmicro,-1,-1,6.4,-1,-1,37853,173763
raspberrypi/pico-extras,-1,-1,4.8,-1,-1,1798,10042
raspberrypi/pico-examples,-1,-1,5.6,-1,-1,3527,19892
raspberrypi/debugprobe,-1,-1,4,-1,-1,926,1399
rapidsai/rmm,-1,-1,7.5,-1,-1,7256,10445
rapidsai/cuml,-1,-1,7.3,-1,-1,7880,40350
rapidfuzz/RapidFuzz,-1,-1,6.7,-1,-1,204,6900
rapid7/metasploit-payloads,-1,1,7.3,-1,-1,54380,348245
rangaofei/SSokit-qmake,-1,-1,3.5,-1,-1,555,7062
randombit/botan,-1,-1,8.8,-1,-1,39619,162028
rampageX/firmware-mod-kit,-1,-1,3.5,-1,-1,24153,318279
rakshasa/rtorrent,-1,-1,3.6,-1,-1,7994,19877
radareorg/iaito,-1,-1,5.4,-1,-1,3496,40145
ra3xdh/qucs_s,-1,-1,5.8,-1,-1,23597,99861
r57zone/Half-Life-Alyx-novr,-1,-1,3.1,-1,-1,2186,10988
r0ysue/AndroidFridaBeginnersBook,-1,-1,1.9,-1,-1,75456,688744
r-lyeh-archived/bundle,-1,-1,4.1,-1,-1,27947,232185
quiniouben/vban,-1,-1,4.6,-1,-1,472,2506
quiet/quiet-lwip,-1,-1,4.3,-1,-1,12834,30367
quiet/quiet,-1,-1,4.4,-1,-1,1010,3831
quassel/quassel,-1,0,4.6,-1,-1,32676,103657
qtfreet00/AntiFrida,-1,-1,3.6,-1,-1,34,217
qt/qtbase,-1,0,4.3,-1,-1,588242,2482721
qsaker/QtSwissArmyKnife,-1,-1,3.9,-1,-1,2220,18177
qpdf/qpdf,-1,431,6.2,-1,-1,9739,61476
qixianyu-buaa/EigenChineseDocument,-1,1,3.8,-1,-1,1696,1516
qicosmos/ormpp,-1,0,6.6,-1,-1,93989,199441
qiayuanl/legged_control,-1,-1,4.5,-1,-1,1274,4023
qca/open-ath9k-htc-firmware,-1,-1,4.4,-1,-1,19541,38489
qboticslabs/mastering_ros,-1,-1,1.8,-1,-1,2268,9482
pytorch/cpuinfo,-1,-1,6.2,-1,-1,6101,297130
pwsafe/pwsafe,-1,-1,7.7,-1,-1,31309,162753
pwmt/zathura,-1,-1,4.6,-1,-1,3162,13634
pushrax/OpenVR-SpaceCalibrator,-1,-1,2.6,-1,-1,32044,122912
pulseaudio/pulseaudio,-1,-1,5.1,-1,-1,23923,157559
pulp-platform/pulpino,-1,-1,4.1,-1,-1,17678,58810
ptrkrysik/gr-gsm,-1,-1,4.3,-1,-1,6054,12044
psycha0s/airwave,-1,-1,3.8,-1,-1,1580,12039
pspdev/pspsdk,-1,-1,7.1,-1,-1,15572,36202
psi4/psi4,-1,0,6.8,-1,-1,132649,424241
pschatzmann/ESP32-A2DP,-1,-1,4.7,-1,-1,720,79083
protocolbuffers/upb,-1,0,5.3,-1,-1,13473,52698
projectchrono/chrono,-1,0,5.3,-1,-1,159534,498479
projectNe10/Ne10,-1,-1,4.9,-1,-1,9226,29689
project64/project64,-1,-1,4.7,-1,-1,69058,505062
profanity-im/profanity,-1,-1,6.7,-1,-1,8790,79022
probonopd/linuxdeployqt,-1,-1,3.5,-1,-1,436,2265
private-octopus/picoquic,-1,-1,6.1,-1,-1,14725,90676
princeton-vl/DPVO,-1,-1,4.1,-1,-1,2823,14478
prideout/par,-1,-1,3.7,-1,-1,4428,26430
preshing/junction,-1,-1,4.1,-1,-1,1144,5513
praydog/REFramework,-1,-1,4.8,-1,-1,30813,289880
praveen-palanisamy/multiple-object-tracking-lidar,-1,-1,4.1,-1,-1,343,1104
prampec/IotWebConf,-1,-1,4.6,-1,-1,833,3496
praat/praat,-1,-1,3.9,-1,-1,408369,1789796
ppogg/YOLOv5-Lite,-1,-1,2.2,-1,-1,6644,19147
powervr-graphics/Native_SDK,-1,1268,2.5,-1,-1,43158,318505
positive-security/send-my,-1,-1,3.5,-1,-1,439,1985
portapack-mayhem/mayhem-firmware,-1,-1,4.8,-1,-1,146787,370353
polpo/picogus,-1,-1,4.5,-1,-1,2662,11721
polarphp/polarphp,-1,-1,3.3,-1,-1,180471,655700
pmq20/node-packer,-1,6,1.9,-1,-1,491878,2498902
pmp-library/pmp-library,-1,169,5.7,-1,-1,100259,461712
pmodels/mpich,-1,-1,7,-1,-1,68600,418659
plasma-umass/coz,-1,-1,5.1,-1,-1,109758,194903
plasma-umass/ChatDBG,-1,-1,6.2,-1,-1,4229,18508
planetbeing/xpwn,-1,-1,3.2,-1,-1,157124,155245
planck-repl/planck,-1,-1,4.4,-1,-1,448,6842
pkelsey/libuinet,-1,-1,3.8,-1,-1,359334,1215331
pjrambo/VINS-Fusion-gpu,-1,-1,4.1,-1,-1,5204,23165
pixpark/gpupixel,-1,-1,4,-1,-1,14553,118792
pit-ray/win-vind,-1,-1,5,-1,-1,2538,37828
pingcap/tiflash,-1,-1,7.4,-1,-1,79417,751445
pimoroni/pimoroni-pico,-1,-1,5.7,-1,-1,11003,105254
picotorrent/picotorrent,-1,-1,4.8,-1,-1,546,16024
picoruby/prk_firmware,-1,-1,3.7,-1,-1,312,1940
pico-coder/sigrok-pico,-1,-1,4.4,-1,-1,533,942
pi-hole/FTL,-1,-1,6.9,-1,-1,108116,257597
phpv8/v8js,-1,-1,5,-1,-1,1149,4222
php-memcached-dev/php-memcached,-1,-1,5,-1,-1,840,5866
php-ds/ext-ds,-1,-1,5.5,-1,-1,334,8767
php-amqp/php-amqp,-1,-1,5.7,-1,-1,1334,7295
phoboslab/JavaScriptCore-iOS,-1,-1,3.9,-1,-1,72445,254466
phisko/kengine,-1,0,4.4,-1,-1,5462,21072
philj56/tofi,-1,-1,4.3,-1,-1,1024,6952
phandasm/waveform,-1,86,5.2,-1,-1,25582,267340
phaistos-networks/TANK,-1,-1,2.2,-1,-1,28700,150673
pgroonga/pgroonga,-1,-1,6.1,-1,-1,728,22187
pgbouncer/pgbouncer,-1,-1,6.5,-1,-1,4746,28329
pgbackrest/pgbackrest,-1,-1,5.8,-1,-1,27245,112396
pgRouting/pgrouting,-1,-1,7.9,-1,-1,12213,33534
petersalomonsen/wasm-git,-1,-1,5.1,-1,-1,358,1503
peter-winter/ctpg,-1,-1,4.8,-1,-1,39,5515
personalrobotics/OpenChisel,-1,-1,4.1,-1,-1,1040,4189
perone/euclidesdb,-1,-1,1.8,-1,-1,3006,17827
performous/performous,-1,-1,6.6,-1,-1,2092,19388
peng-zhihui/OpenHeat,-1,-1,3.8,-1,-1,41829,396214
peng-zhihui/ESP32-PicoDK,-1,-1,3.8,-1,-1,39194,270920
peng-zhihui/Ctrl-FOC-Lite,-1,-1,3.8,-1,-1,33146,56366
pegasusTrader/PandoraTrader,-1,-1,2.1,-1,-1,15090,40291
pbatard/libwdi,-1,-1,4.8,-1,-1,2890,17011
paxo-phone/PaxOS-8,-1,-1,3.6,-1,-1,379188,1329017
pavel-odintsov/fastnetmon,-1,-1,5.5,-1,-1,7762,45234
patrikhuber/eos,-1,-1,4.1,-1,-1,5543,10922
patrikhuber/4dface,-1,-1,3.5,-1,-1,144,314
papyros/papyros-shell,-1,-1,4.4,-1,-1,2233,8238
paolostivanin/OTPClient,-1,-1,6.9,-1,-1,114,7548
paolo-projects/auto-unlocker,-1,-1,4,-1,-1,317,4428
pantor/inja,-1,4,4.2,-1,-1,4997,28865
paceholder/nodeeditor,-1,-1,4.2,-1,-1,750,8036
p4lang/p4c,-1,-1,7.1,-1,-1,24467,142946
p-ranav/tabulate,-1,0,6.6,-1,-1,2282,13837
p-ranav/indicators,-1,0,5,-1,-1,528,6172
p-ranav/csv2,-1,0,5.2,-1,-1,1656,8219
oxygine/oxygine-framework,-1,-1,2.6,-1,-1,24513,95139
owncloud/client,-1,-1,6.4,-1,-1,14555,58362
ovn-org/ovn,-1,-1,5.6,-1,-1,12830,86668
otland/forgottenserver,-1,-1,6.5,-1,-1,3079,66672
osxmidi/LinVst,-1,-1,3.7,-1,-1,1388,8152
osxfuse/sshfs,-1,-1,3.7,-1,-1,347,4770
ostreedev/ostree,-1,-1,6.4,-1,-1,19070,64118
ossia/score,-1,48,5.7,-1,-1,27110,276084
osrf/car_demo,-1,-1,3.9,-1,-1,313,934
ospray/ospray,-1,0,7.3,-1,-1,16718,177333
osmocom/rtl-sdr,-1,-1,4.4,-1,-1,2006,9381
osmcode/osmium-tool,-1,-1,4.5,-1,-1,5687,34591
osmcode/libosmium,-1,-1,4.5,-1,-1,13086,52685
osm2pgsql-dev/osm2pgsql,-1,-1,6.7,-1,-1,22048,87965
orocos/orocos_kinematics_dynamics,-1,-1,4.5,-1,-1,9578,19422
oreillymedia/Learning-OpenCV-3_examples,-1,-1,3.3,-1,-1,1382,5776
orbitersim/orbiter,-1,-1,4.8,-1,-1,98149,352924
oransel/node-talib,-1,-1,4.1,-1,-1,29582,87574
openzfsonwindows/ZFSin,-1,-1,4.2,-1,-1,96429,323937
openzfsonosx/zfs,-1,-1,3.6,-1,-1,84689,302127
openxrlab/xrnerf,-1,-1,5.4,-1,-1,48693,230142
openxla/xla,-1,-1,7.2,-1,-1,152201,832812
openwrt/mt76,-1,-1,5.6,-1,-1,2865,84745
openvehicles/Open-Vehicle-Monitoring-System-3,-1,-1,7.6,-1,-1,128591,383857
opensim-org/opensim-core,-1,0,6.2,-1,-1,123273,238001
openscenegraph/OpenSceneGraph,-1,-1,5.5,-1,-1,59738,418739
openppl-public/ppl.cv,-1,-1,6.3,-1,-1,49473,128755
openmv/openmv,-1,-1,5,-1,-1,689510,1449119
openmm/openmm,-1,-1,5.3,-1,-1,84783,268693
openldap/openldap,-1,-1,6.2,-1,-1,49630,336583
opengm/opengm,-1,-1,5.2,-1,-1,19749,115629
openglsuperbible/sb7code,-1,-1,3.8,-1,-1,9438,60941
openglredbook/examples,-1,-1,3.8,-1,-1,9589,64421
opengl-tutorials/ogl,-1,0,2.8,-1,-1,102512,359501
opengisch/QField,-1,-1,6.8,-1,-1,7623,34154
opengauss-mirror/openGauss-server,-1,-1,3.4,-1,-1,528092,1707666
openfheorg/openfhe-development,-1,-1,6.2,-1,-1,41889,81639
opencog/atomspace,-1,-1,6.2,-1,-1,23418,39914
openblack/openblack,-1,-1,4.5,-1,-1,8401,54852
openappsec/openappsec,-1,-1,5.6,-1,-1,23492,168109
openai/procgen,-1,-1,3.3,-1,-1,200,8452
openSUSE/libsolv,-1,-1,5.6,-1,-1,6776,71283
open-watcom/open-watcom-v2,-1,-1,4.2,-1,-1,619357,2183046
open-obfuscator/o-mvll,-1,-1,5.3,-1,-1,636,4374
open-license-manager/licensecc,-1,-1,4.1,-1,-1,2308,7071
onqtam/rcrl,-1,-1,4.4,-1,-1,155,984
onnx/onnx-tensorrt,-1,-1,5.9,-1,-1,2649,13455
onnx/onnx-mlir,-1,-1,7.9,-1,-1,25121,72536
onlytailei/CppRobotics,-1,-1,3.7,-1,-1,335,3163
oneapi-src/oneMKL,-1,0,7.6,-1,-1,23217,200326
oneapi-src/oneDAL,-1,-1,9,-1,-1,114374,265981
oneapi-src/oneAPI-samples,-1,-1,4,-1,-1,93397,227840
omnirom/android_bootable_recovery,-1,-1,1.9,-1,-1,37888,166389
olikraus/u8glib,-1,-1,4.1,-1,-1,31830,222930
olav-st/screencloud,-1,-1,3.7,-1,-1,2247,9817
okdshin/PicoSHA2,-1,0,4.8,-1,-1,24,582
okbob/pspg,-1,49,5.4,-1,-1,2485,23454
ofiwg/libfabric,-1,-1,6,-1,-1,68671,330512
oetiker/rrdtool-1.x,-1,-1,5.3,-1,-1,6102,39300
octobanana/peaclock,-1,-1,4.4,-1,-1,365,10059
octobanana/fltrdr,-1,-1,4.4,-1,-1,313,7991
oclint/oclint,-1,-1,3.8,-1,-1,484,21868
oceanbase/miniob,-1,-1,7.1,-1,-1,8276,26890
obsproject/obs-websocket,-1,-1,5.4,-1,-1,5319,8321
obsproject/obs-browser,-1,-1,5.2,-1,-1,466,4966
obsproject/obs-amd-encoder,-1,-1,4,-1,-1,3025,14436
obs-ndi/obs-ndi,-1,-1,5.4,-1,-1,1267,3544
o0o0o0o0o0o0o/image-processing-from-scratch,-1,0,4.4,-1,-1,40591,177529
nxrighthere/ENet-CSharp,-1,0,4.4,-1,-1,163,3804
nxp-imx/mfgtools,-1,-1,5.3,-1,-1,1654,9888
nvpro-samples/vk_raytracing_tutorial_KHR,-1,-1,5,-1,-1,5616,17038
nvpro-samples/vk_raytrace,-1,-1,5.1,-1,-1,1061,2916
nvpro-samples/vk_mini_path_tracer,-1,-1,4.1,-1,-1,1775,5288
nvpro-samples/optix_advanced_samples,-1,-1,3.5,-1,-1,20080,124480
nvpro-samples/gl_occlusion_culling,-1,-1,4.4,-1,-1,333,2772
nvidia-isaac/nvblox,-1,-1,5.3,-1,-1,9118,29366
numberwolf/h265web.js,-1,-1,1.1,-1,-1,153308,1083903
nu774/qaac,-1,-1,3.9,-1,-1,37049,81211
ntop/nDPI,-1,-1,6.1,-1,-1,21911,94651
