repo, scan-build-bugs, bai-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
uzh-rpg/rpg_open_remode,-1,0,-1,6.2,-1,-1,620,3201
uzh-rpg/rpg_esim,-1,-1,-1,6.2,-1,-1,858,11873
uzh-rpg/flightmare,-1,-1,-1,4.6,-1,-1,4903,12432
uzh-rpg/agile_autonomy,-1,-1,-1,6.3,-1,-1,690,6667
uwerat/qskinny,-1,-1,-1,6.3,-1,-1,5140,78217
utelle/wxsqlite3,-1,-1,-1,5.1,-1,-1,109113,200133
ustcwpz/USTC-CS-Courses-Resource,-1,0,-1,4.8,-1,-1,10873,119208
userver-framework/userver,-1,-1,0,5.4,-1,-1,30793,257211
uowuo/abaddon,-1,-1,-1,6.1,-1,-1,592,26622
uoip/g2opy,-1,-1,-1,6,-1,-1,22275,68317
uoaerg/wavemon,-1,0,-1,5.5,-1,-1,5964,6385
unpaper/unpaper,-1,0,-1,4.4,-1,-1,647,3619
univrsal/tuna,-1,-1,-1,5.4,-1,-1,1862,13206
univrsal/input-overlay,-1,-1,-1,4.9,-1,-1,22334,38246
unity3d-jp/FrameCapturer,-1,-1,-1,5.4,-1,-1,607,9023
umanovskis/baremetal-arm,-1,-1,-1,5.4,-1,-1,156577,689565
ultravnc/UltraVNC,-1,0,-1,6.2,-1,-1,84197,301026
ugo-nama-kun/gym_torcs,-1,-1,-1,5.2,-1,-1,20482,111706
ucla-vision/xivo,-1,-1,615,6.4,-1,-1,172976,508270
ucbrise/confluo,-1,-1,0,6.2,-1,-1,10701,39558
ucbrise/clipper,-1,-1,-1,6.5,-1,-1,2888,21158
tzutalin/dlib-android,-1,-1,-1,6,-1,-1,222,1158
tysik/obstacle_detector,-1,-1,-1,5.8,-1,-1,1360,3154
tylermorganwall/rayrender,-1,0,-1,5.9,-1,-1,3609,31923
twitter-forks/mysql,-1,0,-1,5.6,-1,-1,266113,1205552
twhui/LiteFlowNet,-1,-1,-1,3.7,-1,-1,20430,102601
tuyoogame/huatuo,-1,-1,-1,6.2,-1,-1,372,552364
tuxera/ntfs-3g,-1,1629,-1,6.5,-1,-1,26136,91101
turing-technician/FastHook,-1,0,-1,6.3,-1,-1,103,1234
turi-code/SFrame,-1,-1,0,6.5,-1,-1,74680,186701
tuplex/tuplex,-1,-1,-1,3.7,-1,-1,32318,117108
tunabrain/sparse-voxel-octrees,-1,-1,-1,6.3,-1,-1,1574,5378
tumuyan/RealSR-NCNN-Android,-1,-1,-1,4.7,-1,-1,6467,37002
tum-vision/tandem,-1,-1,-1,5.5,-1,-1,7041,26514
tum-vision/LDSO,-1,-1,-1,6.4,-1,-1,10513,32822
tudelft3d/3dfier,-1,-1,-1,4,-1,-1,5631,14410
tudelft-iv/multi_sensor_calibration,-1,-1,-1,5.8,-1,-1,1234,3475
tu-darmstadt-ros-pkg/hector_slam,-1,-1,-1,5.9,-1,-1,1707,4177
tttapa/Control-Surface,-1,-1,-1,6.1,-1,-1,19462,49347
ttalvitie/browservice,-1,0,-1,6.6,-1,-1,1209,15744
tsujan/Kvantum,-1,-1,-1,7.4,-1,-1,4655,41858
trustwallet/wallet-core,-1,-1,-1,6,-1,-1,21570,127778
trummerschlunk/master_me,-1,-1,-1,5.2,-1,-1,2823,26176
troglobit/finit,-1,0,-1,6,-1,-1,4391,15676
trishume/eyeLike,-1,0,-1,6.3,-1,-1,136,437
triple-Mu/YOLOv8-TensorRT,-1,-1,-1,7.9,-1,-1,107,4166
triaquae/CrazyEye,-1,0,-1,3.5,-1,-1,19943,98738
trailofbits/winchecksec,-1,-1,0,3.6,-1,-1,5897,9689
trailofbits/polytracker,-1,-1,-1,6.9,-1,-1,9095,52853
trailofbits/maat,-1,-1,-1,4.4,-1,-1,5501,47681
tpoechtrager/osxcross,-1,0,-1,7.8,-1,-1,760,4481
tpoechtrager/cctools-port,-1,-1,1264,7.2,-1,-1,56355,265436
tpm2-software/tpm2-tools,-1,0,-1,7.2,-1,-1,10355,45415
tpaviot/oce,-1,-1,0,5.7,-1,-1,564575,1497113
toverainc/willow,-1,-1,-1,6.5,-1,-1,89,3181
torrent-file-editor/torrent-file-editor,-1,-1,-1,6.6,-1,-1,5748,24421
tonyp7/esp32-wifi-manager,-1,-1,-1,6.2,-1,-1,913,1564
tomhrr/dale,-1,5,42,4.8,-1,-1,3442,21480
tomasen/splayer,-1,-1,-1,5,-1,-1,635325,3303874
tomac/yersinia,-1,0,-1,7.3,-1,-1,3310,25439
tobimensch/aqemu,-1,0,-1,6.5,-1,-1,6363,39510
tmate-io/tmate-ssh-server,-1,0,-1,6.1,-1,-1,5922,39258
tkn-tub/ns3-gym,-1,0,-1,6.4,-1,-1,901,4274
tklengyel/drakvuf,-1,-1,-1,8.6,-1,-1,37705,76684
titansec/OpenWAF,-1,0,-1,6.2,-1,-1,1436,14973
tishion/mmLoader,-1,-1,-1,4.6,-1,-1,336,1334
tinyobjloader/tinyobjloader,-1,0,11,6.4,-1,-1,2934,15888
tindy2013/stairspeedtest-reborn,-1,-1,-1,4.4,-1,-1,3644,12289
timothybrooks/hdr-plus,-1,-1,-1,5.6,-1,-1,534,1992
timi-liuliang/echo,-1,0,0,5.7,-1,-1,713173,3132047
tikzit/tikzit,-1,-1,-1,6.2,-1,-1,1360,8589
tikv/titan,-1,-1,-1,8.5,-1,-1,1717,23436
tihmstar/tsschecker,-1,0,-1,5.8,-1,-1,162,2216
tihmstar/futurerestore,-1,0,-1,5.6,-1,-1,137,1476
tideways/php-xhprof-extension,-1,0,-1,5.7,-1,-1,43,925
tiann/FreeReflection,-1,0,-1,6.2,-1,-1,112,144
thunlp/THULAC,-1,-1,-1,6.2,-1,-1,587,4059
thp/psmoveapi,-1,-1,-1,4.7,-1,-1,18513,52692
thisistherk/fast_obj,-1,0,-1,7.5,-1,-1,574,3264
theori-io/nrsc5,-1,0,-1,6.4,-1,-1,931,6925
the-tcpdump-group/tcpdump,-1,-1,-1,7.6,-1,-1,20022,85278
texus/TGUI,-1,-1,-1,5.3,-1,-1,44374,120656
teslamotors/linux,-1,0,-1,6.4,-1,-1,2770947,13918500
tenderlove/initial-v,-1,-1,-1,6.4,-1,-1,33,643
tencentyun/TRTCSDK,-1,0,-1,4.4,-1,-1,15005,99164
teeworlds/teeworlds,-1,4,0,5.9,-1,-1,9630,85113
teddyluo/hybrid-a-star-annotation,-1,-1,-1,6.4,-1,-1,2034,3228
tearshark/librf,-1,-1,-1,5.1,-1,-1,1210,9039
tdlib/telegram-bot-api,-1,-1,-1,7.6,-1,-1,186,14507
tdegeus/pybind11_examples,-1,-1,-1,6.2,-1,-1,151,534
tbfleming/cib,-1,0,-1,6,-1,-1,213,2086
tapparelj/gr-lora_sdr,-1,-1,-1,5.8,-1,-1,1952,4697
tangsilian/android-vuln,-1,0,-1,4.8,-1,-1,2278131,10242838
takemaru/graphillion,-1,0,-1,6.3,-1,-1,3148,16065
t6x/reaver-wps-fork-t6x,-1,0,-1,5.7,-1,-1,11842,55788
szza/LearningNote,-1,0,-1,4.8,-1,-1,198,1492
szcom/rnnlib,-1,-1,-1,6.2,-1,-1,231616,433606
szagoruyko/cvpr15deepcompare,-1,0,-1,6.1,-1,-1,86,738
systemed/tilemaker,-1,-1,-1,6.3,-1,-1,1368,16567
systemd/casync,-1,0,-1,6.8,-1,-1,1618,31368
system-pclub/GCatch,-1,-1,-1,5.1,-1,-1,63176,472732
syslog-ng/syslog-ng,-1,-1,-1,6.5,-1,-1,42271,168472
synfig/synfig,-1,0,0,5.5,-1,-1,60254,225618
symisc/unqlite,-1,0,-1,6.9,-1,-1,39252,84733
sylar-yin/sylar,-1,-1,-1,6,-1,-1,7891,43661
swow/swow,-1,0,-1,7,-1,-1,12600,102287
swaywm/swaylock,-1,0,-1,7.7,-1,-1,150,3098
swaywm/swayidle,-1,0,-1,7,-1,-1,5,993
superpoweredSDK/Low-Latency-Android-iOS-Linux-Windows-tvOS-macOS-Interactive-Audio-Platform,-1,-1,-1,5,-1,-1,2379,5072
supercollider/sc3-plugins,-1,0,-1,6.2,-1,-1,43265,297789
sunpinyin/sunpinyin,-1,-1,-1,6.2,-1,-1,8799,28729
sundyCoder/DEye,-1,0,-1,5.2,-1,-1,201649,972675
sumeetchhetri/ffead-cpp,-1,0,-1,3.7,-1,-1,18402,105528
sultim-t/prboom-plus-rt,-1,-1,-1,4.2,-1,-1,27413,103636
subsurface/subsurface,-1,-1,-1,5.9,-1,-1,12478,96751
stuntrally/stuntrally,-1,-1,-1,5.5,-1,-1,13166,71344
strongswan/strongswan,-1,0,-1,6.6,-1,-1,142524,404017
stream-labs/obs-studio-node,-1,0,-1,5.1,-1,-1,3640,36895
strawberrymusicplayer/strawberry,-1,-1,-1,5.7,-1,-1,18580,97420
strace/strace,-1,0,-1,7.6,-1,-1,30665,184256
stotko/stdgpu,-1,-1,-1,6.5,-1,-1,4754,7937
storm-devs/storm-engine,-1,-1,-1,5.2,-1,-1,20139,180317
storax/kubedoom,-1,-1,-1,5.7,-1,-1,19774,65093
stoneatom/stonedb,-1,0,-1,5.8,-1,-1,573057,2176271
stolk/GPGOAP,-1,0,-1,6,-1,-1,83,437
stm32duino/Arduino_Core_STM32,-1,-1,2,6.3,-1,-1,2323305,5903600
stlink-org/stlink,-1,-1,-1,6.6,-1,-1,1727,12233
stlab/libraries,-1,-1,-1,5,-1,-1,1521,14957
stevenlovegrove/Pangolin,-1,-1,-1,5.2,-1,-1,12833,51068
stevengj/nlopt,-1,0,-1,6,-1,-1,8036,27761
steve-m/librtlsdr,-1,-1,-1,6.2,-1,-1,2003,9363
steve-m/kalibrate-rtl,-1,0,-1,7.3,-1,-1,643,1746
stereolabs/zed-sdk,-1,0,-1,5.8,-1,-1,11855,63577
stereolabs/zed-ros-wrapper,-1,-1,-1,6.6,-1,-1,856,6001
stellar/stellar-core,-1,0,-1,8,-1,-1,114962,387322
stella-cv/stella_vslam,-1,-1,-1,5.7,-1,-1,12029,43162
steinbergmedia/vstgui,-1,-1,-1,6.5,-1,-1,20523,133709
stefanocasazza/ULib,-1,0,-1,6,-1,-1,50742,212582
stefankueng/BowPad,-1,-1,-1,4.6,-1,-1,10156,87470
stefanberger/swtpm,-1,0,-1,7.9,-1,-1,4006,18295
stdrc/modern-cmake-by-example,-1,-1,-1,6,-1,-1,2,115
stawel/cheali-charger,-1,0,-1,4.8,-1,-1,31337,33720
stack-of-tasks/pinocchio,-1,-1,-1,6.8,-1,-1,9750,58815
stachenov/quazip,-1,0,-1,4.6,-1,-1,3319,10022
ssloy/tinyraycaster,-1,0,-1,6.2,-1,-1,1,400
ssloy/tinykaboom,-1,0,-1,5.8,-1,-1,1,153
srsran/srsRAN_4G,-1,-1,-1,5.3,-1,-1,98926,823489
square/subzero,-1,0,-1,7.1,-1,-1,8947,49703
springzfx/point-cloud-annotation-tool,-1,-1,-1,6.4,-1,-1,282,1578
spotify/sparkey,-1,0,16,7.2,-1,-1,1093,3895
sphinxsearch/sphinx,-1,61,54,5.5,-1,-1,13621,126486
spencer-project/spencer_people_tracking,-1,0,0,5.8,-1,-1,11264,25946
speedb-io/speedb,-1,0,-1,6.1,-1,-1,99205,466415
spacemeowx2/switch-lan-play,-1,0,-1,4.7,-1,-1,30884,76805
sourishg/stereo-calibration,-1,-1,-1,6,-1,-1,3,382
soulthreads/imgui-plot,-1,0,-1,6.6,-1,-1,22,284
soulsmods/ModEngine2,-1,-1,-1,5.3,-1,-1,173,2936
souffle-lang/souffle,-1,21,0,5.9,-1,-1,22548,73518
sorayuki/obs-multi-rtmp,-1,-1,-1,5.4,-1,-1,4130,19658
soramimi/Guitar,-1,-1,-1,5.7,-1,-1,17683,132477
songrun/SeamAwareDecimater,-1,-1,-1,6.2,-1,-1,606,2242
solvespace/solvespace,-1,-1,-1,5.7,-1,-1,4785,45765
solus-project/linux-steam-integration,-1,0,-1,6.3,-1,-1,1373,2695
solemnwarning/rehex,-1,-1,-1,5.3,-1,-1,23650,95530
socketio/socket.io-client-cpp,-1,-1,-1,5.1,-1,-1,807,6924
sobotka/blender,-1,-1,-1,6.1,-1,-1,441917,2468138
snyball/hawck,-1,0,-1,6.5,-1,-1,1937,5434
snort3/snort3,-1,0,-1,6.8,-1,-1,67411,334944
sniper00/moon,-1,0,-1,5.5,-1,-1,56910,190510
snes9xgit/snes9x,-1,-1,-1,6.1,-1,-1,30771,249639
snakster/cpp.react,-1,0,-1,6.4,-1,-1,1546,6396
smfrpc/smf,-1,-1,-1,5.7,-1,-1,651,5431
slembcke/Chipmunk2D,-1,-1,-1,6.8,-1,-1,6295,29760
skypjack/uvw,-1,0,0,6.4,-1,-1,3637,6162
skypjack/meta,-1,-1,-1,4.5,-1,-1,1010,3204
skyjake/lagrange,-1,0,-1,6.1,-1,-1,8252,70350
simulationcraft/simc,-1,-1,-1,6.4,-1,-1,27320,267464
simsong/bulk_extractor,-1,-1,-1,3.8,-1,-1,5787,31954
simon987/sist2,-1,-1,-1,5.3,-1,-1,183,12652
simit-lang/simit,-1,-1,-1,6.5,-1,-1,12192,69493
simd-everywhere/simde,-1,0,-1,5.7,-1,-1,14959,648940
silverf0x/RpcView,-1,-1,-1,4.8,-1,-1,2557,13760
sikang/mpl_ros,-1,-1,-1,6.4,-1,-1,663,5518
signal11/hidapi,-1,0,-1,6.4,-1,-1,982,3708
sieren/Homepoint,-1,-1,-1,5.6,-1,-1,5391,247739
sideeffects/SideFXLabs,-1,-1,-1,7.4,-1,-1,1433,18344
shouxieai/tensorRT_Pro,-1,-1,-1,3.8,-1,-1,74290,217042
shonumi/gbe-plus,-1,-1,-1,6.8,-1,-1,17087,86086
shogun-toolbox/shogun,-1,-1,-1,6.4,-1,-1,96461,251593
shmuelzon/esp32-ble2mqtt,-1,-1,-1,4.9,-1,-1,267,6837
shiyanhui/libcsp,-1,-1,-1,5.8,-1,-1,1414,5826
shiguredo/momo,-1,-1,-1,5.9,-1,-1,4762,23402
shichaoy/cube_slam,-1,-1,-1,5.8,-1,-1,10553,44032
shellinabox/shellinabox,-1,0,-1,5.8,-1,-1,1785,8729
sheepdog/sheepdog,-1,0,-1,7,-1,-1,6743,60033
shaoshengsong/DeepSORT,-1,-1,-1,5.9,-1,-1,371,3233
shanteacontrols/OpenDeck,-1,-1,-1,5.7,-1,-1,3153,22292
sfzhang15/RefineDet,-1,-1,-1,5.2,-1,-1,16882,81434
sfzhang15/FaceBoxes,-1,-1,-1,4.1,-1,-1,13433,70928
sfwa/ukf,-1,0,-1,5.4,-1,-1,1102,4972
sewenew/redis-plus-plus,-1,-1,-1,7.7,-1,-1,4176,23350
serge-rgb/milton,-1,-1,197,5.7,-1,-1,52640,257732
seqan/seqan,-1,0,-1,5.3,-1,-1,159035,349883
senlinuc/caffe_ocr,-1,0,-1,4.8,-1,-1,82048,355529
sektioneins/suhosin,-1,0,-1,6.1,-1,-1,1312,7102
sekigon-gonnoc/Pico-PIO-USB,-1,0,-1,6.5,-1,-1,394,3136
secure-software-engineering/phasar,-1,-1,-1,7.2,-1,-1,10256,50167
sebbbi/OffsetAllocator,-1,-1,-1,6.2,-1,-1,84,615
sddm/sddm,-1,-1,-1,6.7,-1,-1,2808,8389
scrt/avcleaner,-1,-1,-1,5.9,-1,-1,741,5194
scottdraves/electricsheep,-1,0,-1,4.6,-1,-1,25142,78376
scottcgi/Mojoc,-1,0,-1,5.7,-1,-1,14986,44646
scipr-lab/libsnark,-1,0,-1,5.9,-1,-1,8690,37305
schwittlick/ofxDarknet,-1,-1,-1,5,-1,-1,2109,10026
schreibfaul1/ESP32-audioI2S,-1,-1,-1,7.3,-1,-1,5592,24234
scanner-research/scanner,-1,-1,-1,4.8,-1,-1,12704,36784
scanmem/scanmem,-1,0,-1,4.8,-1,-1,1321,5247
satori-com/tcpkali,-1,0,-1,5.8,-1,-1,9032,38176
sass/sassc,-1,0,-1,6.1,-1,-1,204,779
sarah-walker-pcem/pcem,-1,-1,-1,5.3,-1,-1,19995,242669
saprykin/plibsys,-1,0,-1,6.3,-1,-1,10246,26111
samtools/samtools,-1,0,-1,7.8,-1,-1,5192,32498
samtools/bcftools,-1,0,-1,6.9,-1,-1,6833,64592
samhocevar/portable-file-dialogs,-1,-1,0,6.4,-1,-1,228,1560
samdmarshall/SDMMobileDevice,-1,0,-1,5.5,-1,-1,86895,252356
sam-astro/Astro8-Computer,-1,-1,-1,4.6,-1,-1,1399,3280
sakura-editor/sakura,-1,0,-1,4.4,-1,-1,47485,140108
sainnhe/caj2pdf-qt,-1,-1,-1,4.5,-1,-1,277,494
sailing-pmls/bosen,-1,0,-1,6.4,-1,-1,22769,75360
sagemathinc/cowasm,-1,0,-1,2.4,-1,-1,11923,47751
s9xie/hed,-1,-1,-1,4.8,-1,-1,11499,52928
rusty1s/pytorch_cluster,-1,-1,-1,5.9,-1,-1,722,2076
rumpkernel/rumprun,-1,-1,0,6.8,-1,-1,5410,17969
rubengooj/pl-slam,-1,-1,-1,6.4,-1,-1,4078,12063
rttrorg/rttr,-1,-1,-1,4.8,-1,-1,27927,80054
rst-tu-dortmund/teb_local_planner,-1,-1,-1,7.1,-1,-1,5935,8264
rst-tu-dortmund/mpc_local_planner,-1,-1,-1,6.4,-1,-1,1982,4204
rspatial/terra,-1,-1,-1,6.3,-1,-1,8745,42800
rpng/R-VIO,-1,-1,-1,6.4,-1,-1,530,2010
rpm-software-management/rpm,-1,-1,-1,5.2,-1,-1,12554,67206
royshil/SfM-Toy-Library,-1,-1,-1,5.8,-1,-1,1990,4694
royhills/arp-scan,-1,0,-1,5.3,-1,-1,1715,3215
ros2/rclcpp,-1,-1,-1,6.9,-1,-1,19674,72632
ros2/examples,-1,-1,-1,5.4,-1,-1,1050,3119
ros/ros_tutorials,-1,-1,-1,6.2,-1,-1,1116,1488
ros-visualization/rviz,-1,-1,-1,5.5,-1,-1,15448,43794
ros-simulation/gazebo_ros_pkgs,-1,-1,-1,6.7,-1,-1,4662,13209
ros-planning/navigation2,-1,-1,-1,6.3,-1,-1,30377,82570
ros-planning/navigation,-1,-1,-1,6.7,-1,-1,11153,21682
ros-planning/moveit2,-1,-1,-1,7.4,-1,-1,55376,145167
ros-planning/moveit,-1,-1,-1,6.9,-1,-1,50118,120849
ros-perception/vision_opencv,-1,-1,-1,6.7,-1,-1,1178,3559
ros-perception/slam_gmapping,-1,-1,-1,6.1,-1,-1,289,846
ros-perception/image_pipeline,-1,-1,-1,5.5,-1,-1,2306,6238
ros-industrial/universal_robot,-1,-1,-1,5.7,-1,-1,401,1434
ros-drivers/velodyne,-1,-1,-1,5.6,-1,-1,1358,3223
ros-drivers/usb_cam,-1,-1,-1,6.9,-1,-1,323,1765
ros-drivers/rosserial,-1,-1,-1,6.5,-1,-1,3392,6578
ros-controls/ros_controllers,-1,-1,-1,6.1,-1,-1,6640,13387
ros-controls/ros_control,-1,-1,-1,5.1,-1,-1,6180,12305
rorywalsh/cabbage,-1,-1,-1,6.2,-1,-1,12735,124247
roq-trading/roq-api,-1,-1,-1,7.6,-1,-1,992,24112
rootless-containers/slirp4netns,-1,27,17,6.4,-1,-1,324,4471
root-project/cling,-1,-1,-1,4.5,-1,-1,13442,33888
rollbear/trompeloeil,-1,0,0,6.3,-1,-1,1154,15965
rokups/ImNodes,-1,-1,-1,6.5,-1,-1,291,1342
rohit-px2/nvui,-1,-1,-1,4.3,-1,-1,913,10092
rogerclarkmelbourne/Arduino_STM32,-1,0,-1,5.4,-1,-1,73685,112578
rocky/remake,-1,596,-1,6.3,-1,-1,11871,38722
rockowitz/ddcutil,-1,0,-1,7.6,-1,-1,19780,61985
rockkingjy/OpenTracker,-1,-1,-1,6.2,-1,-1,17159,49137
rockdaboot/wget2,-1,0,-1,7.6,-1,-1,15287,43912
rockchip-linux/kernel,-1,0,-1,6.4,-1,-1,3381030,18435179
roboticslibrary/rl,-1,-1,0,4.4,-1,-1,17072,62217
robopeak/rplidar_ros,-1,-1,-1,6.3,-1,-1,1607,6413
robomechanics/quad-sdk,-1,-1,-1,7.1,-1,-1,31726,230470
robbert-vdh/yabridge,-1,0,-1,5.4,-1,-1,17056,28842
rncbc/qtractor,-1,0,-1,7.3,-1,-1,23631,118786
rmsalinas/fbow,-1,0,-1,5.8,-1,-1,1241,4252
rmsalinas/DBow3,-1,0,-1,6.3,-1,-1,1830,5152
rlguy/GridFluidSim3D,-1,-1,-1,6.4,-1,-1,4258,26931
rlguy/Blender-FLIP-Fluids,-1,-1,-1,6.6,-1,-1,29483,148766
rizsotto/Bear,-1,30,0,6.7,-1,-1,2456,9166
rizinorg/rz-ghidra,-1,-1,-1,4.7,-1,-1,451,8085
rivermoonlight/gobbledegook,-1,0,-1,6.4,-1,-1,3794,4484
risinek/esp32-wifi-penetration-tool,-1,-1,-1,5.9,-1,-1,963,1654
riscv-software-src/riscv-tests,-1,0,-1,7,-1,-1,1532,15251
riscv-software-src/riscv-pk,-1,0,-1,6.5,-1,-1,11734,37257
riscv-collab/riscv-gnu-toolchain,-1,-1,-1,6.7,-1,-1,54855,90430
rime/ibus-rime,-1,-1,-1,6.2,-1,-1,31,754
rilian-la-te/vala-panel-appmenu,-1,0,0,5.7,-1,-1,1909,10347
richgel999/lzham_codec,-1,0,-1,6.4,-1,-1,857,15988
rflynn/imgmin,-1,0,-1,6.4,-1,-1,267,1251
rewardone/OSCPRepo,-1,0,-1,5.5,-1,-1,40817,275901
revng/revng,-1,-1,-1,7.6,-1,-1,11811,73009
reverbrain/elliptics,-1,-1,-1,6.5,-1,-1,6133,34805
retronx-team/sys-clk,-1,0,-1,5.5,-1,-1,10114,40502
resonance-audio/resonance-audio,-1,-1,-1,6.7,-1,-1,11754,34458
rescrv/libmacaroons,-1,0,-1,6.4,-1,-1,1055,5063
rescrv/HyperDex,-1,0,-1,6.4,-1,-1,9643,53946
renatoGarcia/icecream-cpp,-1,0,0,6.2,-1,-1,1382,17219
reinterpretcat/utymap,-1,0,-1,4.6,-1,-1,7339,36714
recp/cglm,-1,0,12,7,-1,-1,13656,29294
rdiankov/openrave,-1,-1,-1,7.8,-1,-1,159924,580271
rdesktop/rdesktop,-1,0,-1,5.4,-1,-1,3421,33282
rcaelers/workrave,-1,-1,-1,5.5,-1,-1,13464,72243
rbei-etas/busmaster,-1,-1,-1,5.2,-1,-1,154930,263785
rbdl/rbdl,-1,0,-1,6.3,-1,-1,12893,41925
rbaron/b-parasite,-1,0,-1,5.9,-1,-1,161,1428
raysan5/raygui,-1,-1,-1,7.6,-1,-1,2806,15223
raulmur/ORB_SLAM,-1,-1,-1,6.4,-1,-1,6390,20391
ratwithacompiler/OBS-captions-plugin,-1,-1,-1,5.7,-1,-1,1770,9870
rathena/rathena,-1,0,114,5.7,-1,-1,47755,298728
raspberrypi/tools,-1,-1,-1,5,-1,-1,282881,732185
raspberrypi/picotool,-1,-1,-1,6.7,-1,-1,235,3738
raspberrypi/picoprobe,-1,0,-1,6,-1,-1,921,1346
raspberrypi/pico-tflmicro,-1,-1,-1,6,-1,-1,23046,115898
raspberrypi/pico-examples,-1,0,-1,6.3,-1,-1,3527,19892
rapidsai/cuml,-1,-1,-1,7.9,-1,-1,7844,40305
rapid7/metasploit-payloads,-1,-1,0,7.8,-1,-1,54263,347592
rangaofei/SSokit-qmake,-1,-1,-1,5.5,-1,-1,555,7062
rampageX/firmware-mod-kit,-1,-1,-1,6,-1,-1,24153,318279
rakshasa/rtorrent,-1,0,-1,5.6,-1,-1,7994,19877
rakshasa/libtorrent,-1,0,-1,6.5,-1,-1,10864,34972
radareorg/iaito,-1,-1,-1,5.5,-1,-1,3498,40128
ra3xdh/qucs_s,-1,0,-1,5.4,-1,-1,22754,96688
r-lyeh-archived/bundle,-1,-1,-1,6.2,-1,-1,27947,232185
quiniouben/vban,-1,-1,-1,5.1,-1,-1,472,2506
quiet/quiet-lwip,-1,0,-1,6.4,-1,-1,12834,30367
quiet/quiet,-1,-1,-1,6.4,-1,-1,1010,3831
quassel/quassel,-1,-1,0,5.1,-1,-1,32676,103657
qt/qtbase,-1,-1,0,4.6,-1,-1,578277,2440514
qpdf/qpdf,-1,17,416,6.8,-1,-1,9554,59953
qixianyu-buaa/EigenChineseDocument,-1,-1,1,6,-1,-1,1696,1516
qicosmos/ormpp,-1,-1,0,7.5,-1,-1,93988,197401
qiayuanliao/legged_control,-1,-1,-1,6,-1,-1,1221,3606
qca/open-ath9k-htc-firmware,-1,0,-1,6.6,-1,-1,19541,38488
qboticslabs/mastering_ros,-1,-1,-1,4.6,-1,-1,2268,9482
pytorch/cpuinfo,-1,0,-1,7.7,-1,-1,4573,296264
pysam-developers/pysam,-1,-1,-1,7.4,-1,-1,37347,216795
pwsafe/pwsafe,-1,0,-1,8,-1,-1,30740,159448
pwmt/zathura,-1,0,-1,6.6,-1,-1,3122,14195
pushrax/OpenVR-SpaceCalibrator,-1,0,-1,4.9,-1,-1,32044,122912
pulp-platform/pulpino,-1,0,-1,6.1,-1,-1,17678,58810
ptrkrysik/gr-gsm,-1,-1,-1,6.4,-1,-1,6054,12044
psycha0s/airwave,-1,0,-1,5.7,-1,-1,1580,12039
pspdev/pspsdk,-1,0,-1,7.5,-1,-1,15463,35997
psi4/psi4,-1,-1,0,7.5,-1,-1,132367,424070
pschatzmann/ESP32-A2DP,-1,0,-1,6,-1,-1,710,78969
protocolbuffers/upb,-1,-1,0,7,-1,-1,13473,52698
projectNe10/Ne10,-1,-1,-1,6.7,-1,-1,9226,29689
project64/project64,-1,-1,-1,6.4,-1,-1,69122,503807
profanity-im/profanity,-1,0,-1,6.5,-1,-1,8759,78753
probonopd/linuxdeployqt,-1,-1,-1,4.1,-1,-1,435,2243
private-octopus/picoquic,-1,-1,-1,6.8,-1,-1,13024,82200
prideout/par,-1,-1,-1,5.9,-1,-1,4428,26430
preshing/junction,-1,-1,-1,6.1,-1,-1,1144,5513
praydog/REFramework,-1,-1,-1,5.2,-1,-1,30767,289518
praveen-palanisamy/multiple-object-tracking-lidar,-1,-1,-1,6.2,-1,-1,343,1104
prampec/IotWebConf,-1,0,-1,5.1,-1,-1,833,3496
powervr-graphics/Native_SDK,-1,15,0,5.1,-1,-1,43473,319287
positive-security/send-my,-1,-1,-1,5.7,-1,-1,439,1985
polarphp/polarphp,-1,-1,-1,5.2,-1,-1,180471,655700
poac-dev/poac,-1,-1,-1,4.8,-1,-1,202,3096
pmq20/node-packer,-1,-1,6,2.8,-1,-1,491878,2498902
pmp-library/pmp-library,-1,0,838,6.1,-1,-1,100224,461507
pmodels/mpich,-1,0,-1,7.9,-1,-1,67449,407307
plv8/plv8,-1,0,-1,6.3,-1,-1,560,4887
plugdata-team/plugdata,-1,-1,473,6.1,-1,-1,39248,181654
plasma-umass/coz,-1,-1,-1,6.6,-1,-1,109758,194903
planetbeing/xpwn,-1,0,-1,5.6,-1,-1,157124,155245
planck-repl/planck,-1,-1,-1,4.8,-1,-1,448,6842
pkelsey/libuinet,-1,0,-1,6,-1,-1,359334,1215331
pjrambo/VINS-Fusion-gpu,-1,-1,-1,6.2,-1,-1,5204,23165
pit-ray/win-vind,-1,-1,-1,5.7,-1,-1,9661,51036
pingcap/tiflash,-1,-1,-1,8.2,-1,-1,78619,742854
pimoroni/pimoroni-pico,-1,0,-1,6.3,-1,-1,11005,105226
picotorrent/picotorrent,-1,-1,-1,5.4,-1,-1,546,16024
picoruby/prk_firmware,-1,0,-1,4.4,-1,-1,319,2029
pico-coder/sigrok-pico,-1,-1,-1,5.8,-1,-1,533,942
pi-hole/FTL,-1,-1,-1,7.3,-1,-1,108000,256899
phpv8/v8js,-1,0,-1,5.9,-1,-1,1149,4222
php-memcached-dev/php-memcached,-1,0,-1,5.4,-1,-1,840,5866
