repo, bugs, ossf score, complex functions, total functions
boost-ext/ut,0,6.7,0,17
boost-ext/sml,0,4.7,0,1
bolero-MURAKAMI/Sprout,0,6.2,0,4
biometrics/openbr,0,5.4,0,1
benhoyt/inih,0,5.5,1,15
baresip/baresip,0,6.2,54,1017
baidu/BaikalDB,0,5.7,308,2033
baidu/AnyQ,0,6.2,2,155
atcoder/ac-library,0,6,0,32
asmjit/asmjit,0,6.5,77,435
arrayfire/arrayfire,0,6.7,148,2126
apache/mesos,0,6.1,96,3296
android/ndk-samples,0,5.5,0,24
alexliniger/MPCC,0,6.4,1,40
akopytov/sysbench,0,5.9,11,105
akermu/emacs-libvterm,0,7.8,3,43
ajweeks/FlexEngine,0,4.1,2,10
agauniyal/rang,0,5.9,0,1
actor-framework/actor-framework,0,6.7,94,1991
aappleby/smhasher,0,6,3,101
Yours3lf/rpi-vk-driver,0,4.6,7,12
Yelp/MOE,0,5.3,10,238
Xilinx/Vitis-AI,0,4.6,8,177
XMuli/QtExamples,0,7.5,0,4
VcDevel/Vc,0,5.4,1,7
ValveSoftware/steam-audio,0,6.5,10,83
USTC-Resource/USTC-Course,0,4.5,5,30
USBGuard/usbguard,0,6.1,17,400
TsudaKageyu/minhook,0,5.9,2,16
TrungNguyen1909/qemu-t8030,0,4.4,11,127
ThrowTheSwitch/Unity,0,7.5,21,115
Tencent/puerts,0,5.1,0,39
Tencent/paxosstore,0,6.1,33,614
Tencent/matrix,0,5,3,157
Tencent/libpag,0,5.4,0,3
Taywee/args,0,7.9,0,7
Sysinternals/SysmonForLinux,0,7.3,1,13
Stiffstream/restinio,0,5.8,17,122
Slicer/SlicerGitSVNArchive,0,6.4,18,187
Slicer/Slicer,0,6.2,4,165
ShiqiYu/libfacedetection,0,6.3,1,26
ShiqiYu/CPP,0,6.9,0,6
SFUMECJF/cmake-examples-Chinese,0,4.6,0,2
RigsOfRods/rigs-of-rods,0,6.1,21,134
RichieSams/FiberTaskingLib,0,6.7,3,57
RedisGraph/RedisGraph,0,5.4,0,45
ReactiveX/RxCpp,0,5.4,0,76
RT-Thread/rt-thread,0,6.4,28,397
RPISEC/MBE,0,5.4,2,62
QBDI/QBDI,0,6.3,0,1
Presburger/qmc-decoder,0,4.8,0,3
PointCloudLibrary/pcl,0,6.5,0,1
PixlOne/logiops,0,5.6,22,440
OriginQ/QPanda-2,0,6.4,5,318
OpenTTD/OpenTTD,0,6.8,471,7072
OpenAtomFoundation/pika,0,6.4,74,1316
ObKo/stm32-cmake,0,7.6,0,106
NytroRST/ShellcodeCompiler,0,5.5,0,1
Nuand/bladeRF,0,6.3,2,30
Novum/vkQuake,0,4.9,230,1626
NixOS/patchelf,0,6,9,55
Neargye/nameof,0,5.7,0,3
Neargye/magic_enum,0,7.2,0,17
NagiosEnterprises/nagioscore,0,6.8,1,8
NVIDIA/VideoProcessingFramework,0,6.3,1,74
NVIDIA-AI-IOT/redtail,0,5.8,1,3
MisterTea/EternalTerminal,0,5.8,20,262
Mesa3D/mesa,0,5.4,1,4
Meituan-Dianping/SQLAdvisor,0,5.2,9,31
McNopper/OpenGL,0,5.5,14,198
MariaDB/server,0,6.4,1,14
MaaAssistantArknights/MaaAssistantArknights,0,4.2,0,3
MIT-SPARK/TEASER-plusplus,0,5.2,4,19
Light-City/CPlusPlusThings,0,6.6,0,16
LibRaw/LibRaw,0,7.3,178,567
KhronosGroup/Vulkan-Hpp,0,6.5,65,436
KDAB/codebrowser,0,7.4,1,12
JoseExposito/touchegg,0,5.4,0,113
Intel-Media-SDK/MediaSDK,0,7.3,1,21
ImageMagick/ImageMagick,0,6.2,878,3500
Grive/grive,0,6.5,0,4
Greedysky/TTKMusicPlayer,0,6.4,20,151
GameTechDev/IntroductionToVulkan,0,6.3,4,161
FrictionalGames/AmnesiaAMachineForPigs,0,6.3,11,1175
FortySevenEffects/arduino_midi_library,0,5,0,20
FeralInteractive/gamemode,0,6.2,38,134
EasyRPG/Player,0,7.3,0,14
Dobiasd/FunctionalPlus,0,5.6,0,8
DinoZ1729/Ray,0,6.8,0,4
Dav1dde/glad,0,6.2,2,25
DPDK/dpdk,0,5.9,2940,35117
Cyan4973/xxHash,0,7.5,5,48
CppCon/CppCon2018,0,6,0,20
CppCon/CppCon2016,0,6,0,8
CppCon/CppCon2015,0,6,0,8
Corvusoft/restbed,0,7,130,386
ChaiScript/ChaiScript,0,6.7,1,26
CVCUDA/CV-CUDA,0,7,1,11
BYVoid/OpenCC,0,5.9,7,254
Artelnics/opennn,0,7.6,53,1086
ArduPilot/ardupilot,0,5.5,0,3
ApolloAuto/apollo,0,4.6,5,50
Amanieu/asyncplusplus,0,6.7,1,11
Alia5/GlosSI,0,6.7,0,14
AOMediaCodec/libavif,0,6.4,60,259
256dpi/arduino-mqtt,0,5.2,0,16
